ndex,species,forme,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35,move36,move37,move38,move39,move40,move41,move42,move43,move44,move45,move46,move47,move48,move49,move50,move51,move52,move53,move54,move55,move56,move57,move58,move59,move60,move61,move62,move63,move64,move65,move66,move67,move68,move69,move70,move71,move72,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
559,Scraggy,Scraggy,Start - Leer,Start - Headbutt,L5 - Sand Attack,L9 - Feint Attack,L12 - Swagger,L16 - Low Kick,L20 - Payback,L23 - Brick Break,L27 - Chip Away,L31 - High Jump Kick,L34 - Scary Face,L38 - Crunch,L42 - Facade,L45 - Rock Climb,L48 - Focus Punch,L50 - Head Smash,TM01 - Work Up,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Low Sweep,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM66 - Payback,TM71 - Stone Edge,TM80 - Rock Slide,TM82 - Dragon Tail,TM84 - Poison Jab,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Drain Punch,Egg - Counter,Egg - Dragon Dance,Egg - Detect,Egg - Fake Out,Egg - Fire Punch,Egg - Ice Punch,Egg - Thunder Punch,Egg - Amnesia,Egg - Feint Attack,Egg - Zen Headbutt,Egg - Quick Guard,ORAS - Super Fang,ORAS - Dual Chop,ORAS - Iron Head,ORAS - Low Kick,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Ice Punch,ORAS - Foul Play,ORAS - Iron Defense,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Spite,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Scrafty,Scrafty,Start - Leer,Start - Headbutt,Start - Sand Attack,Start - Feint Attack,L5 - Sand Attack,L9 - Feint Attack,L12 - Swagger,L16 - Low Kick,L20 - Payback,L23 - Brick Break,L27 - Chip Away,L31 - High Jump Kick,L34 - Scary Face,L38 - Crunch,L45 - Facade,L51 - Rock Climb,L58 - Focus Punch,L65 - Head Smash,TM01 - Work Up,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM80 - Rock Slide,TM82 - Dragon Tail,TM84 - Poison Jab,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Drain Punch,Egg - Counter,Egg - Dragon Dance,Egg - Detect,Egg - Fake Out,Egg - Fire Punch,Egg - Ice Punch,Egg - Thunder Punch,Egg - Amnesia,Egg - Feint Attack,Egg - Zen Headbutt,Egg - Quick Guard,ORAS - Super Fang,ORAS - Dual Chop,ORAS - Iron Head,ORAS - Low Kick,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Ice Punch,ORAS - Foul Play,ORAS - Iron Defense,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Spite,ORAS - Outrage,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Sigilyph,Sigilyph,Start - Gust,Start - Miracle Eye,L4 - Hypnosis,L8 - Psywave,L11 - Tailwind,L14 - Whirlwind,L18 - Psybeam,L21 - Air Cutter,L24 - Light Screen,L28 - Reflect,L31 - Synchronoise,L34 - Mirror Move,L38 - Gravity,L41 - Air Slash,L44 - Psychic,L48 - Cosmic Power,L50 - Sky Attack,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM13 - Ice Beam,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM51 - Steel Wing,TM53 - Energy Ball,TM57 - Charge Beam,TM73 - Thunder Wave,TM76 - Fly,TM77 - Psych Up,TM85 - Dream Eater,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM92 - Trick Room,TM97 - Dark Pulse,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Stored Power,Egg - Psycho Shift,Egg - Ancient Power,Egg - Steel Wing,Egg - Roost,Egg - Skill Swap,Egg - Future Sight,ORAS - Signal Beam,ORAS - Magic Coat,ORAS - Gravity,ORAS - Icy Wind,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,ORAS - Shock Wave,ORAS - Trick,ORAS - Magic Room,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Yamask,Yamask,Start - Astonish,Start - Protect,L5 - Disable,L9 - Haze,L13 - Night Shade,L17 - Hex,L21 - Will-O-Wisp,L25 - Ominous Wind,L29 - Curse,L33 - Power Split,L33 - Guard Split,L37 - Shadow Ball,L41 - Grudge,L45 - Mean Look,L49 - Destiny Bond,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM53 - Energy Ball,TM61 - Will-O-Wisp,TM63 - Embargo,TM66 - Payback,TM77 - Psych Up,TM83 - Infestation,TM85 - Dream Eater,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM97 - Dark Pulse,TM100 - Confide,Egg - Memento,Egg - Fake Tears,Egg - Nasty Plot,Egg - Endure,Egg - Heal Block,Egg - Imprison,Egg - Nightmare,Egg - Disable,Egg - Ally Switch,Egg - Toxic Spikes,ORAS - Magic Coat,ORAS - Block,ORAS - Iron Defense,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Knock Off,ORAS - Role Play,ORAS - Pain Split,ORAS - Shock Wave,ORAS - Spite,ORAS - After You,ORAS - Trick,ORAS - Wonder Room,ORAS - Snatch,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Cofagrigus,Cofagrigus,Start - Scary Face,Start - Astonish,Start - Protect,Start - Disable,Start - Haze,L5 - Disable,L9 - Haze,L13 - Night Shade,L17 - Hex,L21 - Will-O-Wisp,L25 - Ominous Wind,L29 - Curse,L33 - Power Split,L33 - Guard Split,L39 - Shadow Ball,L45 - Grudge,L51 - Mean Look,L57 - Destiny Bond,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM53 - Energy Ball,TM61 - Will-O-Wisp,TM63 - Embargo,TM66 - Payback,TM68 - Giga Impact,TM77 - Psych Up,TM83 - Infestation,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM97 - Dark Pulse,TM100 - Confide,Egg - Memento,Egg - Fake Tears,Egg - Nasty Plot,Egg - Endure,Egg - Heal Block,Egg - Imprison,Egg - Nightmare,Egg - Disable,Egg - Ally Switch,Egg - Toxic Spikes,ORAS - Magic Coat,ORAS - Block,ORAS - Iron Defense,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Knock Off,ORAS - Role Play,ORAS - Pain Split,ORAS - Shock Wave,ORAS - Spite,ORAS - After You,ORAS - Trick,ORAS - Wonder Room,ORAS - Snatch,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Tirtouga,Tirtouga,Start - Bide,Start - Withdraw,Start - Water Gun,L5 - Rollout,L8 - Bite,L11 - Protect,L15 - Aqua Jet,L18 - Ancient Power,L21 - Crunch,L25 - Wide Guard,L28 - Brine,L31 - Smack Down,L35 - Curse,L38 - Shell Smash,L41 - Aqua Tail,L45 - Rock Slide,L48 - Rain Dance,L50 - Hydro Pump,TM06 - Toxic,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM55 - Scald,TM69 - Rock Polish,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM100 - Confide,Egg - Water Pulse,Egg - Knock Off,Egg - Rock Throw,Egg - Slam,Egg - Iron Defense,Egg - Flail,Egg - Whirlpool,Egg - Body Slam,Egg - Bide,Egg - Guard Swap,Egg - Liquidation,ORAS - Block,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Water Pulse,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Carracosta,Carracosta,Start - Bide,Start - Withdraw,Start - Water Gun,Start - Rollout,L5 - Rollout,L8 - Bite,L11 - Protect,L15 - Aqua Jet,L18 - Ancient Power,L21 - Crunch,L25 - Wide Guard,L28 - Brine,L31 - Smack Down,L35 - Curse,L40 - Shell Smash,L45 - Aqua Tail,L51 - Rock Slide,L56 - Rain Dance,L61 - Hydro Pump,TM06 - Toxic,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM52 - Focus Blast,TM55 - Scald,TM68 - Giga Impact,TM69 - Rock Polish,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM100 - Confide,Egg - Water Pulse,Egg - Knock Off,Egg - Rock Throw,Egg - Slam,Egg - Iron Defense,Egg - Flail,Egg - Whirlpool,Egg - Body Slam,Egg - Bide,Egg - Guard Swap,Egg - Liquidation,ORAS - Iron Head,ORAS - Low Kick,ORAS - Block,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Superpower,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Water Pulse,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Archen,Archen,Start - Quick Attack,Start - Leer,Start - Wing Attack,L5 - Rock Throw,L8 - Double Team,L11 - Scary Face,L15 - Pluck,L18 - Ancient Power,L21 - Agility,L25 - Quick Guard,L28 - Acrobatics,L31 - Dragon Breath,L35 - Crunch,L38 - Endeavor,L41 - U-turn,L45 - Rock Slide,L48 - Dragon Claw,L50 - Thrash,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM51 - Steel Wing,TM62 - Acrobatics,TM65 - Shadow Claw,TM69 - Rock Polish,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Steel Wing,Egg - Defog,Egg - Dragon Pulse,Egg - Head Smash,Egg - Knock Off,Egg - Earth Power,Egg - Bite,Egg - Ally Switch,Egg - Switcheroo,ORAS - Bounce,ORAS - Uproar,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Air Cutter,ORAS - Endeavor,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Archeops,Archeops,Start - Quick Attack,Start - Leer,Start - Wing Attack,Start - Rock Throw,L5 - Rock Throw,L8 - Double Team,L11 - Scary Face,L15 - Pluck,L18 - Ancient Power,L21 - Agility,L25 - Quick Guard,L28 - Acrobatics,L31 - Dragon Breath,L35 - Crunch,L40 - Endeavor,L45 - U-turn,L51 - Rock Slide,L56 - Dragon Claw,L61 - Thrash,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM51 - Steel Wing,TM52 - Focus Blast,TM62 - Acrobatics,TM65 - Shadow Claw,TM68 - Giga Impact,TM69 - Rock Polish,TM71 - Stone Edge,TM76 - Fly,TM78 - Bulldoze,TM80 - Rock Slide,TM82 - Dragon Tail,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Steel Wing,Egg - Defog,Egg - Dragon Pulse,Egg - Head Smash,Egg - Knock Off,Egg - Earth Power,Egg - Bite,Egg - Ally Switch,Egg - Switcheroo,ORAS - Bounce,ORAS - Uproar,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,ORAS - Endeavor,ORAS - Outrage,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Trubbish,Trubbish,Start - Pound,Start - Poison Gas,L3 - Recycle,L7 - Toxic Spikes,L12 - Acid Spray,L14 - Double Slap,L18 - Sludge,L23 - Stockpile,L23 - Swallow,L25 - Take Down,L29 - Sludge Bomb,L34 - Clear Smog,L36 - Toxic,L40 - Amnesia,L42 - Belch,L45 - Gunk Shot,L47 - Explosion,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM64 - Explosion,TM66 - Payback,TM83 - Infestation,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM97 - Dark Pulse,TM100 - Confide,Egg - Spikes,Egg - Rollout,Egg - Haze,Egg - Curse,Egg - Rock Blast,Egg - Sand Attack,Egg - Mud Sport,Egg - Self-Destruct,ORAS - Seed Bomb,ORAS - Gunk Shot,ORAS - Snore,ORAS - Pain Split,ORAS - Giga Drain,ORAS - Drain Punch,ORAS - Spite,ORAS - Recycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Garbodor,Garbodor,Start - Pound,Start - Poison Gas,Start - Recycle,Start - Toxic Spikes,L3 - Recycle,L7 - Toxic Spikes,L12 - Acid Spray,L14 - Double Slap,L18 - Sludge,L23 - Stockpile,L23 - Swallow,L25 - Body Slam,L29 - Sludge Bomb,L34 - Clear Smog,L39 - Toxic,L46 - Amnesia,L49 - Belch,L54 - Gunk Shot,L59 - Explosion,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM24 - Thunderbolt,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM64 - Explosion,TM66 - Payback,TM68 - Giga Impact,TM69 - Rock Polish,TM83 - Infestation,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM97 - Dark Pulse,TM100 - Confide,Egg - Spikes,Egg - Rollout,Egg - Haze,Egg - Curse,Egg - Rock Blast,Egg - Sand Attack,Egg - Mud Sport,Egg - Self-Destruct,ORAS - Seed Bomb,ORAS - Gunk Shot,ORAS - Snore,ORAS - Pain Split,ORAS - Giga Drain,ORAS - Drain Punch,ORAS - Spite,ORAS - Recycle,Prev - Take Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Zorua,Zorua,Start - Scratch,Start - Leer,L5 - Pursuit,L9 - Fake Tears,L13 - Fury Swipes,L17 - Feint Attack,L21 - Scary Face,L25 - Taunt,L29 - Foul Play,L33 - Torment,L37 - Agility,L41 - Embargo,L45 - Punishment,L49 - Nasty Plot,L53 - Imprison,L57 - Night Daze,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM56 - Fling,TM63 - Embargo,TM66 - Payback,TM75 - Swords Dance,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Detect,Egg - Captivate,Egg - Dark Pulse,Egg - Snatch,Egg - Memento,Egg - Sucker Punch,Egg - Extrasensory,Egg - Counter,Egg - Copycat,ORAS - Covet,ORAS - Bounce,ORAS - Uproar,ORAS - Foul Play,ORAS - Hyper Voice,ORAS - Snore,ORAS - Knock Off,ORAS - Spite,ORAS - Trick,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Zoroark,Zoroark,Start - Night Slash,Start - Night Daze,Start - Imprison,Start - U-turn,Start - Scratch,Start - Leer,Start - Pursuit,Start - Hone Claws,L5 - Pursuit,L9 - Hone Claws,L13 - Fury Swipes,L17 - Feint Attack,L21 - Scary Face,L25 - Taunt,L29 - Foul Play,L34 - Torment,L39 - Agility,L44 - Embargo,L49 - Punishment,L54 - Nasty Plot,L59 - Imprison,L64 - Night Daze,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM35 - Flamethrower,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM63 - Embargo,TM65 - Shadow Claw,TM66 - Payback,TM68 - Giga Impact,TM75 - Swords Dance,TM77 - Psych Up,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Detect,Egg - Captivate,Egg - Dark Pulse,Egg - Snatch,Egg - Memento,Egg - Sucker Punch,Egg - Extrasensory,Egg - Counter,Egg - Copycat,ORAS - Covet,ORAS - Bounce,ORAS - Low Kick,ORAS - Uproar,ORAS - Foul Play,ORAS - Hyper Voice,ORAS - Snore,ORAS - Knock Off,ORAS - Spite,ORAS - Trick,ORAS - Snatch,Prev - Fake Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Minccino,Minccino,Start - Pound,L3 - Baby-Doll Eyes,L7 - Helping Hand,L9 - Tickle,L13 - Double Slap,L15 - Encore,L19 - Swift,L21 - Sing,L25 - Tail Slap,L27 - Charm,L31 - Wake-Up Slap,L33 - Echoed Voice,L37 - Slam,L39 - Captivate,L43 - Hyper Voice,L45 - Last Resort,L49 - After You,TM01 - Work Up,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM49 - Echoed Voice,TM56 - Fling,TM73 - Thunder Wave,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Iron Tail,Egg - Tail Whip,Egg - Aqua Tail,Egg - Mud-Slap,Egg - Knock Off,Egg - Fake Tears,Egg - Sleep Talk,Egg - Endure,Egg - Flail,ORAS - Covet,ORAS - Seed Bomb,ORAS - Gunk Shot,ORAS - Uproar,ORAS - Last Resort,ORAS - Aqua Tail,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Shock Wave,ORAS - After You,ORAS - Helping Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Cinccino,Cinccino,Start - Bullet Seed,Start - Rock Blast,Start - Helping Hand,Start - Tickle,Start - Sing,Start - Tail Slap,TM01 - Work Up,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM49 - Echoed Voice,TM52 - Focus Blast,TM56 - Fling,TM68 - Giga Impact,TM73 - Thunder Wave,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Iron Tail,Egg - Tail Whip,Egg - Aqua Tail,Egg - Mud-Slap,Egg - Knock Off,Egg - Fake Tears,Egg - Sleep Talk,Egg - Endure,Egg - Flail,ORAS - Covet,ORAS - Seed Bomb,ORAS - Gunk Shot,ORAS - Uproar,ORAS - Last Resort,ORAS - Aqua Tail,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Shock Wave,ORAS - After You,ORAS - Helping Hand,Prev - Pound,Prev - Baby-Doll Eyes,Prev - Double Slap,Prev - Encore,Prev - Swift,Prev - Charm,Prev - Wake-Up Slap,Prev - Echoed Voice,Prev - Slam,Prev - Captivate,Prev - Hyper Voice,Prev - Last Resort,Prev - After You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
