id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
660,660,Diggersby,Diggersby,Normal,Ground,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,93.5 lbs.,"3'03""",,,Digging Pokémon,0.5,0.5,Bunnelby,Field,
661,661,Fletchling,Fletchling,Normal,Flying,Big Pecks,,Gale Wings,45,50,43,40,38,62,278,3.7 lbs.,"1'00""","This amiable Pokémon is easy to train. But when battle is joined, it shows its ferocious side.","When it’s excited, its temperature can double, spiking hormone production in its body.",Tiny Robin Pokémon,0.5,0.5,,Flying,
662,662,Fletchinder,Fletchinder,Fire,Flying,Flame Body,,Gale Wings,62,73,55,56,52,84,382,35.3 lbs.,"2'04""","From its beak, it fires embers at its prey. Once it has caught them, it grills them at high heat before feasting upon them.","It will not tolerate other Fletchinder entering its territory, which has a radius of several miles.",Ember Pokémon,0.5,0.5,Fletchling,Flying,
663,663,Talonflame,Talonflame,Fire,Flying,Flame Body,,Gale Wings,78,81,71,74,69,126,499,54.0 lbs.,"3'11""",Its favorite foods are Wingull and Pikipek. It attacks with a powerful kick and grasps them firmly in its talons.,"It zooms directly at its prey at flight speeds of close to 310 mph, while fiery embers scatter from gaps in its feathers.",Scorching Pokémon,0.5,0.5,Fletchinder,Flying,
664,664,Scatterbug,Scatterbug,Bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,5.5 lbs.,"1'00""",,,Scatterdust Pokémon,0.5,0.5,,Bug,
665,665,Spewpa,Spewpa,Bug,,Shed Skin,,Friend Guard,45,22,60,27,30,29,213,18.5 lbs.,"1'00""",,,Scatterdust Pokémon,0.5,0.5,Scatterbug,Bug,
666,666,Vivillon,Vivillon (Icy Snow Pattern),Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5 lbs.,"3'11""",,,Scale Pokémon,0.5,0.5,Spewpa,Bug,
667,667,Litleo,Litleo,Fire,Normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,29.8 lbs.,"2'00""",,,Lion Cub Pokémon,0.75,0.25,,Field,
668,668,Pyroar,Pyroar,Fire,Normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,179.7 lbs.,"4'11""",,,Royal Pokémon,0.75,0.25,Litleo,Field,
669,669,Flabébé,Flabébé (Red Flower),Fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2 lbs.,"0'04""",,,Single Bloom Pokémon,0,1,,Fairy,
670,670,Floette,Floette (Red Flower),Fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2.0 lbs.,"0'08""",,,Single Bloom Pokémon,0,1,Flabébé,Fairy,
671,671,Florges,Florges (Red Flower),Fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22.0 lbs.,"3'07""",,,Garden Pokémon,0,1,Floette,Fairy,
672,672,Skiddo,Skiddo,Grass,,Sap Sipper,,Grass Pelt,66,65,48,62,57,52,350,68.3 lbs.,"2'11""",,,Mount Pokémon,0.5,0.5,,Field,
673,673,Gogoat,Gogoat,Grass,,Sap Sipper,,Grass Pelt,123,100,62,97,81,68,531,200.6 lbs.,"5'07""",,,Mount Pokémon,0.5,0.5,Skiddo,Field,
674,674,Pancham,Pancham,Dark,,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,17.6 lbs.,"2'00""","It grows up imitating the behavior of Pangoro, which it looks up to as a leader.","There’s no point to the leaf in its mouth, aside from an effort to look cool. It’s mischievous, so it’s not well suited to inexperienced Trainers.",Playful Pokémon,0.5,0.5,,Field,Human-Like
675,675,Pangoro,Pangoro,Dark,Fighting,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,299.8 lbs.,"6'11""",It boasts superb physical strength. Those who wish to become Pangoro’s Trainer have no choice but to converse with their fists.,"From the slight twitches of its bamboo leaf, it deduces its opponent’s movements. It’s eager to tussle but kindhearted toward its companions.",Daunting Pokémon,0.5,0.5,Pancham,Field,Human-Like
676,676,Furfrou,Furfrou (Natural Form),Normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7 lbs.,"3'11""",,,Poodle Pokémon,0.5,0.5,,Field,
677,677,Espurr,Espurr,Psychic,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,7.7 lbs.,"1'00""",,,Restraint Pokémon,0.5,0.5,,Field,
678,678,Meowstic,Meowstic (Male),Psychic,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,18.7 lbs.,"2'00""",,,Constraint Pokémon,1,0,Espurr,Field,
679,679,Honedge,Honedge,Steel,Ghost,No Guard,,,45,80,100,35,37,28,325,4.4 lbs.,"2'07""",,,Sword Pokémon,0.5,0.5,,Mineral,
680,680,Doublade,Doublade,Steel,Ghost,No Guard,,,59,110,150,45,49,35,448,9.9 lbs.,"2'07""",,,Sword Pokémon,0.5,0.5,Honedge,Mineral,
681,681,Aegislash,Aegislash (Shield Forme),Steel,Ghost,Stance Change,,,60,50,150,50,150,60,520,116.8 lbs.,"5'07""",,,Royal Sword Pokémon,0.5,0.5,Doublade,Mineral,
682,682,Spritzee,Spritzee,Fairy,,Healer,,Aroma Veil,78,52,60,63,65,23,341,1.1 lbs.,"0'08""",,,Perfume Pokémon,0.5,0.5,,Fairy,
683,683,Aromatisse,Aromatisse,Fairy,,Healer,,Aroma Veil,101,72,72,99,89,29,462,34.2 lbs.,"2'07""",,,Fragrance Pokémon,0.5,0.5,Spritzee,Fairy,
684,684,Swirlix,Swirlix,Fairy,,Sweet Veil,,Unburden,62,48,66,59,57,49,341,7.7 lbs.,"1'04""",,,Cotton Candy Pokémon,0.5,0.5,,Fairy,
685,685,Slurpuff,Slurpuff,Fairy,,Sweet Veil,,Unburden,82,80,86,85,75,72,480,11.0 lbs.,"2'07""",,,Meringue Pokémon,0.5,0.5,Swirlix,Fairy,
686,686,Inkay,Inkay,Dark,Psychic,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,7.7 lbs.,"1'04""",,,Revolving Pokémon,0.5,0.5,,Water 1,Water 2
687,687,Malamar,Malamar,Dark,Psychic,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,103.6 lbs.,"4'11""",,,Overturning Pokémon,0.5,0.5,Inkay,Water 1,Water 2
688,688,Binacle,Binacle,Rock,Water,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306,68.3 lbs.,"1'08""",,,Two-Handed Pokémon,0.5,0.5,,Water 3,
689,689,Barbaracle,Barbaracle,Rock,Water,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500,211.6 lbs.,"4'03""",,,Collective Pokémon,0.5,0.5,Binacle,Water 3,
690,690,Skrelp,Skrelp,Poison,Water,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,16.1 lbs.,"1'08""",,,Mock Kelp Pokémon,0.5,0.5,,Water 1,Dragon
691,691,Dragalge,Dragalge,Poison,Dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,179.7 lbs.,"5'11""",,,Mock Kelp Pokémon,0.5,0.5,Skrelp,Water 1,Dragon
692,692,Clauncher,Clauncher,Water,,Mega Launcher,,,50,53,62,58,63,44,330,18.3 lbs.,"1'08""",,,Water Gun Pokémon,0.5,0.5,,Water 1,Water 3
693,693,Clawitzer,Clawitzer,Water,,Mega Launcher,,,71,73,88,120,89,59,500,77.8 lbs.,"4'03""",,,Howitzer Pokémon,0.5,0.5,Clauncher,Water 1,Water 3
694,694,Helioptile,Helioptile,Electric,Normal,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,13.2 lbs.,"1'08""",,,Generator Pokémon,0.5,0.5,,Monster,Dragon
695,695,Heliolisk,Heliolisk,Electric,Normal,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,46.3 lbs.,"3'03""",,,Generator Pokémon,0.5,0.5,Helioptile,Monster,Dragon
696,696,Tyrunt,Tyrunt,Rock,Dragon,Strong Jaw,,Sturdy,58,89,77,45,45,48,362,57.3 lbs.,"2'07""",,,Royal Heir Pokémon,0.875,0.125,,Monster,Dragon
697,697,Tyrantrum,Tyrantrum,Rock,Dragon,Strong Jaw,,Rock Head,82,121,119,69,59,71,521,595.2 lbs.,"8'02""",,,Despot Pokémon,0.875,0.125,Tyrunt,Monster,Dragon
698,698,Amaura,Amaura,Rock,Ice,Refrigerate,,Snow Warning,77,59,50,67,63,46,362,55.6 lbs.,"4'03""",,,Tundra Pokémon,0.875,0.125,,Monster,
699,699,Aurorus,Aurorus,Rock,Ice,Refrigerate,,Snow Warning,123,77,72,99,92,58,521,496.0 lbs.,"8'10""",,,Tundra Pokémon,0.875,0.125,Amaura,Monster,
700,700,Sylveon,Sylveon,Fairy,,Cute Charm,,Pixilate,95,65,65,110,130,60,525,51.8 lbs.,"3'03""","Its ribbonlike feelers give off an aura that weakens hostility in its prey, causing them to let down their guard. Then it attacks.","When this Pokémon sights its prey, it swirls its ribbonlike feelers as a distraction. A moment later, it pounces.",Intertwining Pokémon,0.875,0.125,Eevee,Field,
701,701,Hawlucha,Hawlucha,Fighting,Flying,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,47.4 lbs.,"2'07""",,,Wrestling Pokémon,0.5,0.5,,Human-Like,
702,702,Dedenne,Dedenne,Electric,Fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,4.9 lbs.,"0'08""",,,Antenna Pokémon,0.5,0.5,,Field,Fairy
703,703,Carbink,Carbink,Rock,Fairy,Clear Body,,Sturdy,50,50,150,50,150,50,500,12.6 lbs.,"1'00""","Born from the high temperatures and pressures deep underground, it defends itself by firing beams from the jewel part of its body.","Although this Pokémon is not especially rare, its glittering, jewel-draped body draws attention from people.",Jewel Pokémon,,,,Fairy,Mineral
704,704,Goomy,Goomy,Dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,6.2 lbs.,"1'00""","The weakest of all Dragon-type Pokémon, it’s unable to breathe if its skin dries out, so it sticks to shady places.","Its source of protection is its slimy, germ-laden mucous membrane. Anyone who touches it needs some thorough hand-washing.",Soft Tissue Pokémon,0.5,0.5,,Dragon,
705,705,Sliggoo,Sliggoo,Dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,38.6 lbs.,"2'07""",It has trouble drawing a line between friends and food. It will calmly try to melt and eat even those it gets along well with.,"This Pokémon’s mucous can dissolve anything. Toothless, it sprays mucous on its prey. Once they’re nicely dissolved, it slurps them up.",Soft Tissue Pokémon,0.5,0.5,Goomy,Dragon,
706,706,Goodra,Goodra,Dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,331.8 lbs.,"6'07""","An amazingly friendly Pokémon, but if left to itself, loneliness overcomes it, and it oozes gooey tears.","It gets picked on because it’s meek. But then, whoever teased it gets to feel the full force of its horns and a good swatting from its thick tail.",Dragon Pokémon,0.5,0.5,Sliggoo,Dragon,
707,707,Klefki,Klefki,Steel,Fairy,Prankster,,Magician,57,80,91,80,87,75,470,6.6 lbs.,"0'08""",This even-tempered Pokémon has a habit of collecting keys. It will sneak into people’s homes to steal their keys.,"It inserts its horn into chinks in metal, absorbing metal ions. For some reason, it collects keys.",Key Ring Pokémon,0.5,0.5,,Mineral,
708,708,Phantump,Phantump,Ghost,Grass,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,15.4 lbs.,"1'04""",These Pokémon are stumps possessed by the spirits of children who died in the forest. Their cries sound like eerie screams.,"According to legend, medicine to cure any illness can be made by plucking the green leaves on its head, brewing them, and boiling down the liquid.",Stump Pokémon,0.5,0.5,,Grass,Amorphous
709,709,Trevenant,Trevenant,Ghost,Grass,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,156.5 lbs.,"4'11""","This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness.","Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.",Elder Tree Pokémon,0.5,0.5,Phantump,Grass,Amorphous
710,710,Pumpkaboo,Pumpkaboo (Average Size),Ghost,Grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,11.0 lbs.,"1'04""",,,Pumpkin Pokémon,0.5,0.5,,Amorphous,
711,711,Gourgeist,Gourgeist (Average Size),Ghost,Grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,27.6 lbs.,"2'11""",,,Pumpkin Pokémon,0.5,0.5,Pumpkaboo (Average Size),Amorphous,
712,712,Bergmite,Bergmite,Ice,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,219.4 lbs.,"3'03""",,,Ice Chunk Pokémon,0.5,0.5,,Monster,
713,713,Avalugg,Avalugg,Ice,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,1113.3 lbs.,"6'07""",,,Iceberg Pokémon,0.5,0.5,Bergmite,Monster,
714,714,Noibat,Noibat,Flying,Dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,17.6 lbs.,"1'08""",,,Sound Wave Pokémon,0.5,0.5,,Flying,
715,715,Noivern,Noivern,Flying,Dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,187.4 lbs.,"4'11""",,,Sound Wave Pokémon,0.5,0.5,Noibat,Flying,
716,716,Xerneas,Xerneas (Neutral Mode),Fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474.0 lbs.,"9'10""",,,Life Pokémon,,,,Undiscovered,
717,717,Yveltal,Yveltal,Dark,Flying,Dark Aura,,,126,131,95,131,98,99,680,447.5 lbs.,"19'00""",,,Destruction Pokémon,,,,Undiscovered,
718,718,Zygarde,Zygarde (50% Forme),Dragon,Ground,Aura Break,,,108,100,121,81,95,95,600,672.4 lbs.,"16'05""","This is Zygarde’s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,Order Pokémon,,,,Undiscovered,
719,719,Diancie,Diancie,Rock,Fairy,Clear Body,,,50,100,150,100,150,50,600,19.4 lbs.,"2'04""",,,Jewel Pokémon,,,,Undiscovered,
720,720,Hoopa,Hoopa (Hoopa Confined),Psychic,Ghost,Magician,,,80,110,60,150,130,70,600,19.8 lbs.,"1'08""",,,Mischief Pokémon,,,,Undiscovered,
721,721,Volcanion,Volcanion,Fire,Water,Water Absorb,,,80,110,120,130,90,70,600,429.9 lbs.,"5'07""",,,Steam Pokémon,,,,Undiscovered,
722,722,Rowlet,Rowlet,Grass,Flying,Overgrow,Overgrow,Long Reach,68,55,55,50,50,42,320,3.3 lbs.,"1'00""","This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.","Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks.",Grass Quill Pokémon,0.875,0.125,,Flying,
723,723,Dartrix,Dartrix,Grass,Flying,Overgrow,Overgrow,Long Reach,78,75,75,70,70,52,420,35.3 lbs.,"2'04""","A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,Blade Quill Pokémon,0.875,0.125,Rowlet,Flying,
724,724,Decidueye,Decidueye,Grass,Ghost,Overgrow,Overgrow,Long Reach,78,107,75,100,100,70,530,80.7 lbs.,"5'03""","It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.","Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",Arrow Quill Pokémon,0.875,0.125,Dartrix,Flying,
725,725,Litten,Litten,Fire,,Blaze,Blaze,Intimidate,45,65,40,60,40,70,320,9.5 lbs.,"1'04""","While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,Fire Cat Pokémon,0.875,0.125,,Field,
726,726,Torracat,Torracat,Fire,,Blaze,Blaze,Intimidate,65,85,50,80,50,90,420,55.1 lbs.,"2'04""","At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.","It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",Fire Cat Pokémon,0.875,0.125,Litten,Field,
727,727,Incineroar,Incineroar,Fire,Dark,Blaze,Blaze,Intimidate,95,115,90,80,90,60,530,183.0 lbs.,"5'11""","This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",Heel Pokémon,0.875,0.125,Torracat,Field,
728,728,Popplio,Popplio,Water,,Torrent,Torrent,Liquid Voice,50,54,54,66,56,40,320,16.5 lbs.,"1'04""","This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,Sea Lion Pokémon,0.875,0.125,,Water 1,Field
729,729,Brionne,Brionne,Water,,Torrent,Torrent,Liquid Voice,60,69,69,91,81,50,420,38.6 lbs.,"2'00""","A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",Pop Star Pokémon,0.875,0.125,Popplio,Water 1,Field
730,730,Primarina,Primarina,Water,Fairy,Torrent,Torrent,Liquid Voice,80,74,74,126,116,60,530,97.0 lbs.,"5'11""",It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,Soloist Pokémon,0.875,0.125,Brionne,Water 2,Field
731,731,Pikipek,Pikipek,Normal,Flying,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,2.6 lbs.,"1'00""",It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",Woodpecker Pokémon,0.5,0.5,,Flying,
732,732,Trumbeak,Trumbeak,Normal,Flying,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,32.6 lbs.,"2'00""","It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.","By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",Bugle Beak Pokémon,0.5,0.5,Pipipek,Flying,
733,733,Toucannon,Toucannon,Normal,Flying,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,57.3 lbs.,"3'07""","When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.","Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",Cannon Pokémon,0.5,0.5,Trumbeak,Flying,
734,734,Yungoos,Yungoos,Normal,,Stakeout,Strong Jaw,Adaptability,48,70,30,30,30,45,253,13.2 lbs.,"1'04""","With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.","It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",Loitering Pokémon,0.5,0.5,,Field,
735,735,Gumshoos,Gumshoos,Normal,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418,31.3 lbs.,"2'04""","When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.","It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",Stakeout Pokémon,0.5,0.5,Yungoos,Field,
736,736,Grubbin,Grubbin,Bug,,Swarm,Swarm,Swarm,47,62,45,55,45,46,300,9.7 lbs.,"1'04""",Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,Larva Pokémon,0.5,0.5,,Bug,
737,737,Charjabug,Charjabug,Bug,Electric,Battery,Battery,Battery,57,82,95,55,75,36,400,23.1 lbs.,"1'08""","Its body is capable of storing electricity. On camping trips, people are grateful to have one around.","From the food it digests, it generates electricity, and it stores this energy in its electric sac.",Battery Pokémon,0.5,0.5,Grubbin,Bug,
738,738,Vikavolt,Vikavolt,Bug,Electric,Levitate,Levitate,Levitate,77,70,90,145,75,43,500,99.2 lbs.,"4'11""","It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,Stag Beetle Pokémon,0.5,0.5,Charjabug,Bug,
739,739,Crabrawler,Crabrawler,Fighting,,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,15.4 lbs.,"2'00""","While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.","It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",Boxing Pokémon,0.5,0.5,,Water 3,
740,740,Crabominable,Crabominable,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,396.8 lbs.,"5'07""","It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.","It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",Woolly Crab Pokémon,0.5,0.5,Crabrawler,Water 4,
741,741,Oricorio,Oricorio (Baile Style),Fire,Flying,Dancer,Dancer,Dancer,75,70,70,98,70,93,476,7.5 lbs.,"2'00""","It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.,Dancing Pokémon,0.25,0.75,,Flying,
742,742,Cutiefly,Cutiefly,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,0.4 lbs.,"0'04""","It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,Bee Fly Pokémon,0.5,0.5,,Bug,Fairy
743,743,Ribombee,Ribombee,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,1.1 lbs.,"0'08""","It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,Bee Fly Pokémon,0.5,0.5,Cutiefly,Bug,Fairy
744,744,Rockruff,Rockruff,Rock,,Keen Eye,Vital spirit,Steadfast,45,65,40,30,40,60,280,20.3 lbs.,"1'08""","It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,Puppy Pokémon,0.5,0.5,,Field,
