year_film,year_award,ceremony,category,nominee,film,win
1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jane Krakowski,Ally McBeal,False
1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Wendie Malick,Just Shoot Me!,False
1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Susan Sullivan,Dharma & Greg,False
1998,1999,56,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Helena Bonham Carter,Merlin,False
1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Don Cheadle,"Rat Pack, The",True
1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Gregory Peck,Moby Dick,True
1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joe Mantegna,"Rat Pack, The",False
1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Spade,Just Shoot Me!,False
1998,1999,56,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Noah Wyle,ER,False
1998,1999,56,Cecil B. deMille Award,Jack Nicholson,,False
1999,2000,57,Best Motion Picture - Drama,American Beauty,,True
1999,2000,57,Best Motion Picture - Drama,The End of the Affair,,False
1999,2000,57,Best Motion Picture - Drama,"Hurricane, The",,False
1999,2000,57,Best Motion Picture - Drama,The Insider,,False
1999,2000,57,Best Motion Picture - Drama,The Talented Mr. Ripley,,False
1999,2000,57,Best Motion Picture - Musical or Comedy,Toy Story 2,,True
1999,2000,57,Best Motion Picture - Musical or Comedy,Being John Malkovich,,False
1999,2000,57,Best Motion Picture - Musical or Comedy,Man on the Moon,,False
1999,2000,57,Best Motion Picture - Musical or Comedy,Notting Hill,,False
1999,2000,57,Best Motion Picture - Musical or Comedy,Analyze This,,False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Hilary Swank,Boys Don't Cry,True
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,The End of the Affair,False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Music of the Heart,False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Sigourney Weaver,"Map of the World, A",False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Annette Bening,American Beauty,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,"Hurricane, The",True
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,The Insider,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Matt Damon,The Talented Mr. Ripley,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Richard Farnsworth,The Straight Story,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Kevin Spacey,American Beauty,False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Janet McTeer,Tumbleweeds,True
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,"Ideal Husband, An",False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Notting Hill,False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sharon Stone,"Muse, The",False
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Election,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Man on the Moon,True
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Sean Penn,Sweet and Lowdown,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro,Analyze This,False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Rupert Everett,"Ideal Husband, An",False
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant,Notting Hill,False
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angelina Jolie,"Girl, Interrupted",True
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Being John Malkovich,False
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Catherine Keener,Being John Malkovich,False
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Samantha Morton,Sweet and Lowdown,False
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman,Anywhere But Here,False
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Chloë Sevigny,Boys Don't Cry,False
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Cruise,Magnolia,True
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,Haley Joel Osment,"Sixth Sense, The",False
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Caine,"Cider House Rules, The",False
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Clarke Duncan,"Green Mile, The",False
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jude Law,The Talented Mr. Ripley,False
1999,2000,57,Best Director - Motion Picture,Sam Mendes,American Beauty,True
1999,2000,57,Best Director - Motion Picture,Norman Jewison,"Hurricane, The",False
1999,2000,57,Best Director - Motion Picture,Neil Jordan,The End of the Affair,False
1999,2000,57,Best Director - Motion Picture,Michael Mann,The Insider,False
1999,2000,57,Best Director - Motion Picture,Anthony Minghella,The Talented Mr. Ripley,False
1999,2000,57,Best Screenplay - Motion Picture,Alan Ball,American Beauty,True
1999,2000,57,Best Screenplay - Motion Picture,Michael Mann,The Insider,False
1999,2000,57,Best Screenplay - Motion Picture,M. Night Shyamalan,"Sixth Sense, The",False
1999,2000,57,Best Screenplay - Motion Picture,Charlie Kaufman,Being John Malkovich,False
1999,2000,57,Best Screenplay - Motion Picture,John Irving,"Cider House Rules, The",False
1999,2000,57,Best Motion Picture - Foreign Language,All About My Mother,"Spain, Pedro Almodóvar",True
1999,2000,57,Best Motion Picture - Foreign Language,Aimée & Jaguar,"Germany, François Girard",False
1999,2000,57,Best Motion Picture - Foreign Language,East/West,"France, Régis Wargnier",False
1999,2000,57,Best Motion Picture - Foreign Language,The Girl on the Bridge,"France, Patrice Leconte",False
1999,2000,57,Best Motion Picture - Foreign Language,The Red Violin,"Canada, François Girard",False
1999,2000,57,Best Original Score - Motion Picture,Ennio Morricone,The Legend of 1900,True
1999,2000,57,Best Original Score - Motion Picture,John Williams,Angela's Ashes,False
1999,2000,57,Best Original Score - Motion Picture,George Fenton,Anna and the King,False
1999,2000,57,Best Original Score - Motion Picture,Michael Nyman,The End of the Affair,False
1999,2000,57,Best Original Score - Motion Picture,Jocelyn Pook,Eyes Wide Shut,False
1999,2000,57,Best Original Score - Motion Picture,Pieter Bourke,The Insider,False
1999,2000,57,Best Original Score - Motion Picture,Angelo Badalamenti,The Straight Story,False
1999,2000,57,Best Original Score - Motion Picture,Gabriel Yared,The Talented Mr. Ripley,False
1999,2000,57,Best Original Score - Motion Picture,Thomas Newman,American Beauty,False
1999,2000,57,Best Original Song - Motion Picture,"""You'll Be In My Heart"", Phil Collins",Tarzan,True
1999,2000,57,Best Original Song - Motion Picture,"When She Loved Me, Randy Newman",Toy Story 2,False
1999,2000,57,Best Original Song - Motion Picture,"""Beautiful Stranger"", Madonna, William Orbit",Austin Powers: The Spy Who Shagged Me,False
1999,2000,57,Best Original Song - Motion Picture,"""How Can I Not Love You"", Kenneth 'Babyface' Edmonds, George Fenton, Robert Kraft",Anna and the King,False
1999,2000,57,Best Original Song - Motion Picture,"""Save Me"", Aimee Mann",Magnolia,False
1999,2000,57,Best Television Series - Drama,"Sopranos, The",,True
1999,2000,57,Best Television Series - Drama,ER,,False
1999,2000,57,Best Television Series - Drama,Once and Again,,False
1999,2000,57,Best Television Series - Drama,"Practice, The",,False
1999,2000,57,Best Television Series - Drama,"West Wing, The",,False
1999,2000,57,Best Television Series - Musical or Comedy,Sex and The City,,True
1999,2000,57,Best Television Series - Musical or Comedy,Ally McBeal,,False
1999,2000,57,Best Television Series - Musical or Comedy,Dharma & Greg,,False
1999,2000,57,Best Television Series - Musical or Comedy,Spin City,,False
1999,2000,57,Best Television Series - Musical or Comedy,Will & Grace,,False
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,RKO 281,,True
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,Dash and Lilly,,False
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,Introducing Dorothy Dandridge,,False
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,Joan of Arc,,False
1999,2000,57,Best Television Limited Series or Motion Picture Made for Television,Witness Protection,,False
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Halle Berry,Introducing Dorothy Dandridge,True
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Judy Davis,Dash and Lilly,False
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Mia Farrow,Forget Me Never,False
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,"Passion of Ayn Rand, The",False
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Leelee Sobieski,Joan of Arc,False
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jack Lemmon,Inherit the Wind (TV - 1999),True
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Liev Schreiber,RKO 281,False
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Sam Shepard,Dash and Lilly,False
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Sizemore,Witness Protection,False
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jack Lemmon,Tuesdays with Morrie,False
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,Edie Falco,"Sopranos, The",True
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,Amy Brenneman,Judging Amy,False
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,ER,False
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,Sela Ward,Once and Again,False
1999,2000,57,Best Performance by an Actress In A Television Series - Drama,Lorraine Bracco,"Sopranos, The",False
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,James Gandolfini,"Sopranos, The",True
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,William O. Campbell,Once and Again,False
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,Rob Lowe,"West Wing, The",False
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,Dylan McDermott,"Practice, The",False
1999,2000,57,Best Performance by an Actor In A Television Series - Drama,Martin Sheen,"West Wing, The",False
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,Sex and The City,True
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,Jenna Elfman,Dharma & Greg,False
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,Calista Flockhart,Ally McBeal,False
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,Felicity Huffman,Sports Night,False
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,Heather Locklear,Spin City,False
1999,2000,57,Best Performance by an Actress in a Television Series - Musical or Comedy,Debra Messing,Will & Grace,False
1999,2000,57,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,Spin City,True
