spotid,spotname,geo-coordinates
6971067,Rayan's Express Halal Food,POINT(-73.9912033081 40.7296978936)
371673,The Australian,POINT(-73.9836767667 40.75135715)
800433,Bedford Communications,POINT(-73.983794 40.752389)
366996,Gramercy Theatre,POINT(-73.9850977865 40.7399368172)
501988,NoLonger Empty,POINT(-73.99327975 40.7275151)
371994,Le Marais,POINT(-73.98537629 40.75853264)
1128834,Lavineria,POINT(-73.9879222667 40.7636184)
61865,Lounge Theresa,POINT(-73.98969495 40.73152055)
7109344,The Thomson Reuters Building @ 3 Times Sq. ,POINT(-73.984685 40.756533)
6921025,HMS ,POINT(-73.98428905 40.7426333)
3290852,Mashable HQ,POINT(-73.9848690181 40.7405823172)
520880,Chipotle,POINT(-73.985127396 40.7398181174)
6599853,Cloe Spa Salon,POINT(-73.984111408 40.743405218)
4436229,"Max Neuhaus' ""Times Square""",POINT(-73.9853453636 40.7584890839)
110436,Copper Chimney,POINT(-73.98400585 40.7438885333)
6932987,We Work,POINT(-73.98356032 40.74763756)
3315539,Plunge @ Gansevoort Park,POINT(-73.9839947833 40.7439417127)
6573931,Bahr Ché,POINT(-73.9911798951 40.7296873094)
421457,Puma,POINT(-73.9991195682 40.7228177447)
91119,Ethel Barrymore Theatre,POINT(-73.9858925343 40.7598462378)
7149378,BizBash Media,POINT(-73.9836358982 40.751256571)
237415,The Platinum,POINT(-73.9867499816 40.7616252652)
7386476,Donna Bell's Bake Shop,POINT(-73.98722228 40.76249181)
28827,Subway,POINT(-73.9847110638 40.756694541)
530522,The Alamo by Bernard Rosenthal (The Cube),POINT(-73.9910048246 40.7298747268)
686192,BBH,POINT(-74.005507626 40.7192652149)
668375,Astor Center,POINT(-73.9928635774 40.7278792795)
605287,Thirty Thirty,POINT(-73.983759 40.7452854333)
6017925,The Golden Cicada,POINT(-74.0427196 40.7158003)
7213579,J.  Crew 770,POINT(-73.992904 40.727834)
7288286,Merchant House Museum ,POINT(-73.992904 40.727834)
724372,Club Monaco,POINT(-73.99908304 40.72282743)
161780,THE BOOK OF MORMON at the Eugene O'Neill Theatre,POINT(-73.98658931 40.76135015)
162002,Ars Nova,POINT(-73.9906873262 40.7674780394)
159087,Square Diner ,POINT(-74.0072134543 40.7185060967)
6496566,The Hello Kitty Store,POINT(-73.983514287 40.747911108)
6045975,McCooys Pub,POINT(-73.988310475 40.764317044)
1436603,Becca's Apt Of Awesome,POINT(-73.988285386 40.76427924)
998567,Founders Hall,POINT(-73.9891370833 40.73219335)
479503,"Banana Republic, SoHo",POINT(-73.9980268478 40.7235348624)
823033,Hilton Garden Inn,POINT(-73.9865671799 40.7613293838)
6487195,Ai Fiori,POINT(-73.9835247785 40.7501402555)
30044,Wine:30,POINT(-73.9837896824 40.7449160214)
2314087,AT&T,POINT(-73.99867469 40.72308194)
787578,wafels & dinges,POINT(-73.9881777763 40.7335840499)
3465849,NYU Writing Center ,POINT(-73.9922332764 40.7284864721)
787602,Trader Joe's Wine Shop,POINT(-73.9882099628 40.7335271413)
3712342,Tasti D-Lite,POINT(-73.985724699 40.75955282)
471885,The Bryant Park Hotel,POINT(-73.9837896824 40.7528488782)
108780,Hummus Kitchen,POINT(-73.9883092694 40.7643365274)
826597,Six Flags Inc,POINT(-73.98524934 40.75838683)
855822,Gigino,POINT(-74.0105413496 40.7172362314)
3670811,Citybabes,POINT(-74.000804624 40.721710102)
25867,Bread Tribeca,POINT(-74.0045610667 40.719678)
479393,Ted Baker,POINT(-74.00110615 40.7215257167)
64591,Island Burger & Shakes,POINT(-73.9883043705 40.7643430668)
7152645,Zaiya's Cafe,POINT(-73.984084 40.754486)
7234855,Crumbs Bake Shop,POINT(-73.984084 40.754486)
383202,Windfall,POINT(-73.983648 40.75186634)
191740,Eden Rooftop,POINT(-73.98661726 40.7614721)
381362,Guy & Gallard,POINT(-73.9834964552 40.747771357)
59060,Washington Market Park,POINT(-74.0111232667 40.7170354333)
1218937,Cinnamon,POINT(-73.98404145 40.74341452)
80265,Millenium Broadway Hotel,POINT(-73.9847767353 40.7570750139)
767336,Max,POINT(-74.0101960566 40.7173408987)
1042470,Whiskey Rebel,POINT(-73.98403608 40.74339461)
119722,Dang Lai Palace,POINT(-73.98757523 40.73449826)
374380,42nd Street—Bryant Park Station,POINT(-73.9841544628 40.7548644534)
1131731,Bank of America Tower at One Bryant Park,POINT(-73.9842373189 40.7552112965)
7180267,The Royal Suite at The Marriott Marquis Hotel Times Square,POINT(-73.985875825 40.759966131)
78113,Szechuan Gourmet,POINT(-73.9836865538 40.7523129751)
1723276,Katen Sushi Bar,POINT(-73.98518866 40.7582969)
759118,lara santorelli gallery,POINT(-73.984188 40.7426805)
780032,Park Avenue Bistro,POINT(-73.98439449 40.74186849)
489669,Hotel Edison,POINT(-73.9857208729 40.7596268196)
235186,MUD Truck,POINT(-73.9907660543 40.7300582664)
746626,Bite,POINT(-73.9949658167 40.7258643667)
747179,Shoot Digital,POINT(-73.9926906 40.7279687333)
352268,Devachan Salon,POINT(-73.99928653 40.72262942)
607976,West Side Coffee Shop,POINT(-74.0037914505 40.7200292692)
1340288,Forever 21 ,POINT(-73.9851273776 40.7581640206)
652004,Lahore,POINT(-73.9963017017 40.7247641141)
1996991,Foot Locker,POINT(-73.99903047 40.72279232)
1433726,Joule HQ New York,POINT(-73.984031604 40.754401251)
1000128,Jump,POINT(-73.99914222 40.72271734)
1000165,Sur La Table,POINT(-73.99914222 40.72271734)
6487152,The Setai Fifth Avenue,POINT(-73.9834758282 40.7501971499)
3196017,Payless,POINT(-73.99904251 40.72278219)
1080083,Foot Locker,POINT(-73.98519915 40.75837147)
741398,Home,POINT(-74.0514993668 40.7185930488)
2776686,Housing Works Thrift Shop,POINT(-73.9963370562 40.7247280795)
4646025,Rubicon Property ,POINT(-73.991997242 40.7286653411)
791042,Jonathan Adler,POINT(-73.99908655 40.72274869)
7367971,Sbarro,POINT(-74.07 40.7645138889)
7045293,Midwest Medical,POINT(-74.07 40.7645138889)
120817,Maialino,POINT(-73.9855956191 40.7383269298)
99253,Gramercy Hotel Rose Bar,POINT(-73.9855944482 40.7383280349)
924731,Kolbeh,POINT(-73.98361335 40.7519414833)
46813,Next New Networks,POINT(-73.9840220344 40.743300501)
612187,Taqueria Downtown,POINT(-74.0445712068 40.7162022908)
5951736,Pure Thai Shophouse,POINT(-73.988207 40.764283)
3274801,bleecker street bar,POINT(-73.99484223 40.72593945)
248840,Pinche Taqueria II,POINT(-73.994917 40.7258748833)
203571,Xai Xai,POINT(-73.9880154234 40.7639915958)
838254,BoConcept,POINT(-73.99914687 40.72269421)
7545054,Lunt-Fontanne Theatre,POINT(-73.98545038 40.75906292)
755722,Steve Madden,POINT(-73.99921137 40.72264933)
755369,Sephora,POINT(-73.99921137 40.72264933)
285517,W New York—Times Square,POINT(-73.9854875207 40.7591656327)
908153,Gemma,POINT(-73.99345558 40.72718131)
2489833,Interactive Advertising Bureau,POINT(-73.98398131 40.74341899)
568100,Ketchum Digital,POINT(-73.99301171 40.72760635)
266450,Bloomingdales,POINT(-73.99902325 40.72276639)
426214,Kaplan Thaler,POINT(-73.9868421833 40.7620276833)
1180628,Vino Vino,POINT(-74.0063844531 40.7187779087)
1145413,Puck Building,POINT(-73.9956884754 40.7252125896)
1086902,HBO Store,POINT(-73.98392995 40.754102975)
59204,Trader Joe's,POINT(-73.9881241322 40.7335108817)
658441,T.G.I. Friday's,POINT(-73.98525452 40.7586236)
7192675,Marquis Fitness Center,POINT(-73.985235 40.758574)
6535739,Ristorante Asellina,POINT(-73.98387 40.743889)
1471389,Millennium Premier,POINT(-73.98460549 40.75676858)
129309,Brooks Atkinson Theatre,POINT(-73.98647141 40.76135647)
323968,Yahoo! NY HQ,POINT(-73.98391765 40.75408691)
7537108,Serge,POINT(-73.9834666988 40.7468860145)
6745815,Angel's Chair,POINT(-73.989522769 40.731511581)
1238647,Time Out Lounge,POINT(-73.987127 40.762579)
6399376,MAC,POINT(-73.985137044 40.7583521899)
6618762,Core Fusion @ Gansevort Park Ave,POINT(-73.9838438 40.74396955)
6353825,Bbqueen Place,POINT(-73.989343344 40.731741845)
3143052,McDonald's,POINT(-73.9839988946 40.7431785506)
6628762,Heavenly Bamboo Restaurant,POINT(-73.983432 40.750502)
1480111,Work,POINT(-73.983976 40.754452)
124838,Housing Works Bookstore Cafe,POINT(-73.9964282513 40.7245878217)
11838,'wichcraft,POINT(-73.9839881658 40.7545353011)
6931399,John Leguizamo's Ghetto Klown at the Lyceum Theatre,POINT(-73.985135754 40.75840093)
1144067,Stock Vintage,POINT(-73.988439215 40.7329770991)
86144,NoHo Star,POINT(-73.9948001504 40.7259090792)
7199918,West End Bar and Grill,POINT(-73.986555399 40.761582567)
129687,Neighborhood,POINT(-74.0051713113 40.7192834585)
746552,Lily O'Brien's Chocolate Café,POINT(-73.9836697182 40.7528750598)
543422,Ritz Plaza,POINT(-73.9861119611 40.7607081739)
381751,TD Bank,POINT(-73.9833791363 40.7499311687)
139811,Henry Miller Theater,POINT(-73.9844157102 40.7562748509)
6961287,21 Mercer Nike Sportswear,POINT(-74.0021681786 40.7208037376)
53716,American Eagle Outfitters,POINT(-73.9853560925 40.7590010674)
2605224,NYC-JC,POINT(-74.03501429 40.714407588)
52993,Steve Madden,POINT(-73.9981454167 40.72330215)
57764,NYU Palladium Gym,POINT(-73.98777895 40.7339556333)
1669578,Mason Jar,POINT(-73.983677168 40.744676237)
7326462,Mucca Design,POINT(-73.997298269 40.723899005)
193977,Crush + Lovely HQ,POINT(-73.998620469 40.7229656204)
148204,George M!,POINT(-73.9852278 40.7587212833)
48704,La Colombe Torrefaction,POINT(-74.0038566291 40.7198981623)
7482326,SportsPT,POINT(-73.997772221 40.723549857)
567773,Equinox,POINT(-73.98401445 40.75482046)
7036473,Chanpen,POINT(-73.988413811 40.764746389)
502172,Chanpen,POINT(-73.9882116287 40.7644505283)
286177,Cellar Bar At Bryant Park Hotel,POINT(-73.98380601 40.75385934)
1548054,Peridance,POINT(-73.988353755 40.73303839)
5112578,Gansevoort Park Hotel,POINT(-73.9837896824 40.7438999621)
1144880,Golosi,POINT(-73.9833207333 40.7487476167)
178661,CafeMom,POINT(-73.9839667082 40.743042396)
829713,Canal Rubber Supply Co,POINT(-74.0031073055 40.72026458)
3451339,The Lambs Club,POINT(-73.984489 40.756655)
1134215,ENT & Allergy,POINT(-73.98388409 40.74340468)
1148833,Stephen B Jacobs Group,POINT(-73.9840789003 40.7425381714)
6195815,The Continental ,POINT(-73.99078911 40.72982889)
1184549,Yankees Clubhouse,POINT(-73.9833283424 40.7499310624)
40284,Tribeca Grand Hotel,POINT(-74.0048369766 40.7193879107)
6343383,The Manse,POINT(-73.983318 40.749725)
841226,Vroom St Hookah,POINT(-74.0669274167 40.72908665)
171633,HB Burger,POINT(-73.984252922 40.7558975334)
848321,Food Emporium - 810 Eighth Avenue,POINT(-73.9864182472 40.7614471561)
6514488,Tokyo Hibachi and Sushi Buffet,POINT(-74.042935 40.782011)
41311,Starbucks Coffee,POINT(-73.9837354982 40.7440734848)
6957984,The Flea Theater,POINT(-74.005312656 40.719159916)
313210,OAO,POINT(-74.0018222731 40.7209404417)
1328342,W Cafe,POINT(-73.98333466 40.75029474)
6836012,Jillery,POINT(-73.989778528 40.731036791)
680116,Clarion Park Ave  ,POINT(-73.9837827333 40.7437834)
6918914,The Long Room Irish Pub,POINT(-73.984461802 40.756655728)
6472084,Min,POINT(-73.996594376 40.724371119)
7471712,Our Lady of Czestochowa Catholic Church,POINT(-74.038996238 40.714880833)
1092994,Gap,POINT(-73.9987564087 40.7228193284)
6448194,Asia Tui Na Massage,POINT(-73.98385792 40.74338549)
1000505,Mad for Chicken,POINT(-73.983286 40.7489025)
473368,Bleecker Street Station,POINT(-73.9946365356 40.7259578636)
790518,IDEO New York,POINT(-74.001672608 40.7210154293)
5852979,Astor Place,POINT(-73.990967274 40.7295922)
1553088,Salon Revolver,POINT(-73.99619259 40.72467321)
1934641,Tina's Restaurant Cuban Cuisine ,POINT(-73.9833068848 40.7476848364)
1233077,Bond Street,POINT(-73.99332368 40.72714138)
441608,Soul Cycle,POINT(-74.0125343 40.7164383)
1139286,Kitchen Cafe's Burgers & Burritos,POINT(-74.0364901624 40.7145114837)
78751,Blue Fin,POINT(-73.9854229557 40.7593636545)
893742,St Andrews Restaurant,POINT(-73.98510289 40.7585681)
1033783,Mother,POINT(-73.9939532207 40.7265390735)
2369001,Barcla ,POINT(-74.032589056 40.714152436)
80941,Bond 45,POINT(-73.9847043156 40.757509803)
165672,Black & White,POINT(-73.9898034143 40.7309540547)
1289256,Options Group,POINT(-73.9861093454 40.7367837672)
1260678,Sunglass Hut,POINT(-73.98508119 40.75856631)
1337353,Forever 21,POINT(-73.98506718 40.75853127)
2111064,The Skin Spa,POINT(-73.995901509 40.724872776)
623864,Terakawa Ramen,POINT(-73.9850029897 40.7393354433)
2363719,Dentsu Network West,POINT(-74.004988 40.719269)
154915,Desmond's Tavern,POINT(-73.9837152 40.7438961)
803086,"Cravath, Swaine & Moore LLP",POINT(-73.9865248779 40.7617731872)
606254,O'Flahertys,POINT(-73.98517709 40.75884813)
7128623,SoHo New York,POINT(-73.984688697 40.757524809)
7132301,"Fifth Avenue, New York",POINT(-73.984718576 40.757613925)
466775,DMA Headquarters,POINT(-73.98392248 40.75483554)
466785,Amex Publishing,POINT(-73.98392248 40.75483554)
1046841,Taqueria Downtown,POINT(-74.0449172258 40.7161420584)
1552249,Danny's Gourmet Salads & Sandwiches,POINT(-73.985553717 40.759770867)
1037825,411 Lafayette,POINT(-73.992413322 40.727972094)
6542398,Flavor Lounge,POINT(-73.98802411 40.764338274)
397833,Charley O's,POINT(-73.98522579 40.75900727)
7159234,Yuma Sushi,POINT(-73.990376024 40.730203581)
7159231,Yuma Sushi,POINT(-73.990376024 40.730203581)
31392,Starbucks Coffee,POINT(-73.9846711531 40.7575194575)
754434,Copper Door Tavern,POINT(-73.98565131 40.73768872)
72805,The Central Bar,POINT(-73.99033115 40.73024655)
62696,FIKA espresso bar,POINT(-73.983786996 40.743398378)
7356311,Renaissance - Times Square,POINT(-73.98528778 40.75918495)
855917,The Flea Theater,POINT(-74.00507599 40.71919542)
227072,Nevada Smith,POINT(-73.98894149 40.73201864)
877929,Starbucks,POINT(-73.9864905989 40.7617689684)
210994,The Pond at Bryant Park,POINT(-73.9836673404 40.7537454906)
7416059,Rockland Physical Therapy,POINT(-74.02275982 40.783333771)
1467875,Home Sweet Home,POINT(-73.983521093 40.74480664)
58322,Macao Trading Co.,POINT(-74.0040132256 40.7197002244)
7025475,Park Avenue Audio,POINT(-73.983651341 40.744022597)
7235050,Crystal House,POINT(-73.98475551 40.73987764)
7327567,NYSC (Spring & Broadway),POINT(-73.999508 40.722239)
1025505,Casellula,POINT(-73.9884510333 40.7650246167)
108759,Ichi Masa,POINT(-73.9869355198 40.7626167069)
114176,Lexington Armory,POINT(-73.9842448642 40.7414376986)
205826,Longacre Theatre,POINT(-73.9859328927 40.7607096577)
70798,Webster Hall,POINT(-73.9891849458 40.7316450652)
73681,Colgate Clock,POINT(-74.0347717925 40.7142554319)
1028498,Silo Cafe,POINT(-73.9833080022 40.7462959681)
6567656,Yuba,POINT(-73.9900936092 40.7304779675)
127739,Crisp Wireless,POINT(-73.98371577 40.74355411)
463547,Galway Hooker Pub,POINT(-73.983186185 40.749457415)
1178184,Hot Studio,POINT(-73.9990127661 40.7225390561)
573460,Everyman Espresso,POINT(-73.988305709 40.7328638297)
1269072,Momokawa,POINT(-73.98482525 40.7396087)
2105981,Stuzzicheria,POINT(-74.004093 40.719632)
6913300,Famous Dave's,POINT(-73.98514 40.758938)
676544,Duane Park,POINT(-74.00924965 40.7174255167)
6739496,Reval.com,POINT(-73.983241326 40.75085531)
7057340,Ninja New York,POINT(-74.009077549 40.717485105)
7394182,East Village Farmers' Market,POINT(-73.990108967 40.730429614)
759115,35 Thai,POINT(-74.0034341812 40.719948984)
254144,Uncle Nick's,POINT(-73.98807185 40.76453012)
563409,Equinox - SoHo,POINT(-73.9970397949 40.7238926265)
1074176,Botiker,POINT(-73.99992465 40.72192995)
1167948,California Pizza Kitchen,POINT(-73.9835428826 40.7443276035)
6939031,TheCopia.com,POINT(-73.983208 40.747136)
11834,Bryant Park,POINT(-73.983618021 40.7538160368)
594008,Remnant Westside Church,POINT(-73.9892807833 40.7662461833)
966085,Temple Bar,POINT(-73.9951063568 40.7254009567)
405217,The Long Room,POINT(-73.9842705865 40.7565166881)
108361,Morgan Stanley,POINT(-73.9858117727 40.7605547692)
316698,Hotel Mela,POINT(-73.9842650242 40.7565081139)
7209193,Theater Bar,POINT(-74.0060803877 40.7186729013)
6400343,Fed Ex,POINT(-73.983739045 40.743233289)
12633,HBO Headquarters,POINT(-73.9839076833 40.7552111)
6595678,John's Pizza No Slices,POINT(-74.037786975 40.71457411)
479775,Rite Aid,POINT(-73.9997452602 40.7220234853)
64021,Walter Kerr Theatre,POINT(-73.9855156833 40.7599271)
64017,Virgin records,POINT(-73.9855156833 40.7599271)
7518361,YoGo,POINT(-74.000757333 40.72140325)
62418,Renaissance,POINT(-73.9880842758 40.7645927875)
812504,Astor Theater,POINT(-73.99062794 40.72976779)
1209298,Sushi Sennin,POINT(-73.9832162431 40.7466695017)
6613124,Mac Store,POINT(-73.985112 40.758998)
6613172,Redken- loreal,POINT(-73.985112 40.758998)
33503,Undercurrent,POINT(-73.9966463817 40.7241479009)
272538,Charmin Enjoy The Go,POINT(-73.9848441285 40.7583131195)
7596891,Rumi Turkish Grill,POINT(-74.03582638 40.714310291)
315176,Saju Bistro,POINT(-73.9842364414 40.756505971)
659777,St. Mark's Ale House,POINT(-73.990846679 40.7294872312)
946679,Cafe Un Deux Trois,POINT(-73.9843753786 40.7569964019)
309622,Lili'a Noodle Shop,POINT(-74.01246619 40.71631449)
28204,Crooked Knife,POINT(-73.983397425 40.7448675534)
461283,YouCast Corporation,POINT(-73.9831242754 40.7501186449)
1270169,Neverland,POINT(-73.988088256 40.733044718)
206300,Madewell 1937,POINT(-73.99921101 40.72232282)
839308,VIA NYC,POINT(-73.98309325 40.7492098)
645427,Cooper Union Great Hall,POINT(-73.990619312 40.7297243058)
912481,69th Regiment Armory,POINT(-73.9841646909 40.741344901)
7266691,Wonderland ,POINT(-73.984891 40.758536)
207545,The Mayfair,POINT(-73.9860906671 40.7612604687)
7518935,La Masseria,POINT(-73.986053467 40.761187111)
691341,Chase Manhattan Bank,POINT(-73.99055433 40.72979158)
6756349,Ha Comedy Club,POINT(-73.98510313 40.7590819)
893023,Dashwood Books,POINT(-73.9939177036 40.7263562681)
7234698,Pookie and Sebastian,POINT(-73.983107 40.747693)
7607499,The Father Albert Show ,POINT(-73.9927463 40.7702497)
1292344,Authentic Bar,POINT(-74.00505447 40.71908658)
3831637,Interactive Advertising Bureau,POINT(-73.984026611 40.741795904)
1259014,Captain Cafe,POINT(-73.9832177743 40.746103641)
1251436,Cake Group,POINT(-74.00506579 40.7190715)
3135947,Kiran Indian Cuisine,POINT(-73.98819577 40.76486313)
856723,AKA Times Square,POINT(-73.9842268824 40.7566524125)
887083,The Wendy Williams Show,POINT(-73.9891541004 40.7662090508)
971543,lululemon athletica,POINT(-74.0002037653 40.7216640822)
7184800,Acappella,POINT(-74.012716 40.716206)
1181393,Trattoria Dopo Teatro,POINT(-73.98425412 40.75675904)
729057,International Center Of Photography,POINT(-73.9832179833 40.7518745333)
205601,Pearl River,POINT(-74.0002477169 40.7216240442)
5385801,70 Greene,POINT(-74.034782369 40.714149506)
56289,Subway,POINT(-74.0045789 40.7192754)
146570,Alife,POINT(-73.99305015 40.72710871)
1930013,Marvel Entertainment,POINT(-73.9830952667 40.7506165333)
377798,Father Duffy,POINT(-73.9850012833 40.7589495667)
609494,Soho Cafe,POINT(-73.9998829583 40.7218391236)
7577293,Satis Gelateria,POINT(-74.037873745 40.714508813)
955984,Newman/Public Theater,POINT(-73.990538 40.72973942)
757190,NYPL Battery Park City,POINT(-74.0140746739 40.7158077014)
11848,Morgan Stanley,POINT(-73.9851307833 40.7592880667)
847839,Broadway-Lafayette St Station,POINT(-73.9955570333 40.72489755)
53007,Chill,POINT(-73.9992779333 40.7222115833)
