game,platform,developer,genre,number_players,rating,release_date,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score
Shadwen,PC,"Frozenbyte, Inc.",Action Adventure,No Online Multiplayer,,"May 17, 2016",2,13,7,3,3,1,53,63
Adam's Venture: Origins,PS4,Vertigo Games,Adventure,,E,"Apr  1, 2016",1,5,1,4,0,3,53,58
The Assembly,PS4,nDreams,Miscellaneous,,T,"Oct 13, 2016",1,10,1,0,0,2,53,55
Loading Human: Chapter 1,PS4,Untold Games,Adventure,,T,"Oct 13, 2016",0,13,3,3,1,1,53,65
Kill Strain,PS4,SCEA San Diego Studios,Action,,T,"Jul 12, 2016",0,5,3,5,2,2,53,72
Super Dungeon Bros,XONE,React Games,Action,,E10+,"Nov  1, 2016",0,8,3,0,1,3,53,21
Pixel Piracy,XONE,Abstraction Games,Strategy,,T,"Feb 16, 2016",0,6,1,0,0,5,53,31
Back in 1995,PC,Throw the Warped Code Out,Action Adventure,No Online Multiplayer,,"Apr 28, 2016",0,4,3,0,0,0,52,50
Anima: Gate of Memories,PS4,"Edge Entertainment, Anima Project",Role-Playing,,T,"Jun  7, 2016",2,4,7,8,3,0,52,71
"Warhammer 40,000: Eternal Crusade",PC,"Behaviour Interactive Inc., Behaviour Interactive",Role-Playing,Online Multiplayer,,"Sep 23, 2016",0,13,7,7,1,7,52,47
Mighty No. 9,PS4,Inti Creates,Platformer,2 ,E10+,"Jun 21, 2016",5,39,20,24,21,58,52,35
Mighty No. 9,PC,Inti Creates,Platformer,Online Multiplayer,E10+,"Jun 21, 2016",1,12,5,10,14,14,52,36
Carmageddon: Max Damage,XONE,Stainless Games,Racing,,M,"Jul  5, 2016",0,10,5,3,2,2,52,72
Pixel Gear,PS4,Geronimo Interactive,Action,,E10+,"Oct 20, 2016",1,10,4,0,3,2,51,44
Dinocide,PC,AtomicTorch,Action,No Online Multiplayer,,"Jan 21, 2016",0,3,4,4,0,0,51,67
Koi,PS4,Oasis Games,Action Adventure,,E,"Apr 19, 2016",3,16,7,0,1,0,51,54
Carmageddon: Max Damage,PS4,Stainless Games,Racing,Up to 6 ,M,"Jul  5, 2016",3,16,9,10,3,5,51,59
Shadwen,PS4,"Frozenbyte, Inc.",Action Adventure,,M,"May 17, 2016",3,10,11,1,2,0,51,67
Party Hard,XONE,Pinokl Games,Action,,M,"Apr 26, 2016",0,4,4,1,3,0,51,69
Mark McMorris Infinite Air,PS4,HB Studios Multimedia,Sports,2 ,T,"Oct 25, 2016",0,11,5,20,0,5,50,71
Armikrog,PS4,Pencil Test Studios,Adventure,,E10+,"Aug 23, 2016",0,6,2,1,0,1,50,62
Pixel Piracy,PS4,Abstraction Games,Strategy,,T,"Feb 16, 2016",0,5,2,0,0,2,50,28
Homefront: The Revolution,XONE,Deep Silver Dambuster Studios,Modern,Up to 4 ,M,"May 17, 2016",1,7,4,9,10,14,49,45
MagNets: Fully Charged,XONE,Total Monkery,Action,,E10+,"Mar 11, 2016",0,4,5,0,2,0,49,41
Homefront: The Revolution,PS4,Deep Silver Dambuster Studios,Modern,Up to 4 ,M,"May 17, 2016",0,25,18,23,20,34,48,40
Mighty No. 9,WIIU,Inti Creates,Platformer,,E10+,"Jun 21, 2016",0,7,2,7,3,13,48,43
Paranautical Activity,XONE,Code Avarice,Action,,T,"Apr 29, 2016",1,5,4,0,3,1,48,38
A Bastard's Tale,PS4,No Pest Productions,Action,,T,"Oct  4, 2016",0,5,2,1,1,1,48,58
Soul Axiom,PS4,Wales Interactive Ltd.,Adventure,,T,"Jun  7, 2016",0,5,4,0,0,0,47,48
NightCry,PC,,,,,"Mar 28, 2016",0,0,0,0,0,0,46,30
Coffin Dodgers,XONE,Milky Tea Studios,Racing,,T,"May  6, 2016",0,6,5,0,1,3,46,37
Bus Simulator 16,PC,Still Alive Studios,Simulation,,,"Mar  2, 2016",0,4,4,1,2,2,46,60
Zenith,PS4,Infinigon,Role-Playing,,M,"Sep 20, 2016",0,6,5,0,0,1,46,66
7 Days to Die,PS4,The Fun Pimps,Action,Up to 4 ,M,"Jun 28, 2016",1,6,9,35,22,20,45,58
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,PlatinumGames,Action,,T,"May 24, 2016",0,19,30,17,14,12,44,55
Harmonix Music VR,PS4,Harmonix Music Systems,Action,,E,"Oct 10, 2016",1,2,7,1,0,0,44,62
MilitAnt,PS4,Xibalba Studios,Action,,E10+,"Jul 12, 2016",0,3,7,3,1,1,44,52
Bombshell (2016),PC,Interceptor Entertainment,Role-Playing,,M,"Jan 29, 2016",0,14,21,8,4,6,43,38
Super Dungeon Bros,PS4,React Games,Action,Up to 4 ,E10+,"Nov  1, 2016",0,5,5,0,1,1,43,19
Dead or Alive Xtreme 3: Fortune,PS4,Team Ninja,Sports,,,"Mar 24, 2016",0,3,6,16,2,8,43,74
Surgeon Simulator: Experience Reality,PS4,Bossa Studios,Simulation,,T,"Dec  3, 2016",0,2,6,1,0,2,43,41
RollerCoaster Tycoon World,PC,Nvizzio Creations,Tycoon,No Online Multiplayer,E,"Nov 16, 2016",0,2,5,4,1,20,43,21
One Way Trip,PS4,Beret Applications LLC,Action,,M,"Aug 30, 2016",1,2,9,0,1,0,41,43
Slain!,PC,Wolf Brew Games,Action,No Online Multiplayer,,"Mar 24, 2016",0,7,11,6,1,3,40,52
Alekhine's Gun,PC,Maximum Games,Historic,,,"Mar 11, 2016",0,1,11,2,0,6,40,47
Ace Banana,PS4,TVR,Action,,E10+,"Oct 13, 2016",0,6,12,1,0,3,40,40
Umbrella Corps,PS4,Capcom,Action,Up to 6 ,M,"Jun 21, 2016",0,12,43,5,4,31,38,24
Crystal Rift,PS4,Psytec Games Ltd,Role-Playing,,T,"Nov 29, 2016",0,2,8,2,3,1,37,63
Coffin Dodgers,PS4,Milky Tea Studios,Racing,,T,"May  3, 2016",0,2,9,0,1,1,36,41
Alekhine's Gun,PS4,"Maximum Games, Bigmoon Studios",Action Adventure,,M,"Mar  1, 2016",0,2,8,2,1,6,36,38
Umbrella Corps,PC,Capcom,Action,Online Multiplayer,M,"Jun 21, 2016",1,4,10,3,0,10,36,21
7 Days to Die,XONE,The Fun Pimps,Action,Up to 4 ,M,"Jun 28, 2016",0,3,14,13,6,12,35,54
Langrisser Re:Incarnation -TENSEI-,3DS,NCS,Strategy,,T,"Apr 19, 2016",0,2,7,2,0,0,35,63
Weeping Doll,PS4,TianShe Media,Adventure,,T,"Oct 27, 2016",0,1,16,0,0,2,32,29
Ghostbusters,XONE,Activision,Action,,E10+,"Jul 12, 2016",0,3,7,0,0,3,32,4
Dino Dini's Kick Off Revival,PS4,"The Digital Lounge, Dino Dini",Sports,2 ,E,"Jun 23, 2016",0,4,18,18,2,14,31,46
Ghostbusters,PS4,"Activision, FireForge Games",Action,,E10+,"Jul 12, 2016",0,2,20,4,2,16,30,10
Soda Drinker Pro,XONE,Snowrunner Games,Miscellaneous,,E,"Apr 14, 2016",0,1,8,3,0,2,30,55
The Legend of Zelda: Breath of the Wild,Switch,Nintendo,Action Adventure,No Online Multiplayer,E10+,"Mar  3, 2017",106,3,0,2762,241,135,97,85
Super Mario Odyssey,Switch,Nintendo,Action,No Online Multiplayer,E10+,"Oct 27, 2017",113,0,0,977,62,30,97,90
The Legend of Zelda: Breath of the Wild,WIIU,Nintendo,Fantasy,No Online Multiplayer,E10+,"Mar  3, 2017",13,0,0,381,44,32,96,82
Divinity: Original Sin II,PC,Larian Studios Games Ltd,Action RPG,Online Multiplayer,,"Sep 14, 2017",71,1,0,222,26,17,93,88
Persona 5,PS4,Atlus,Role-Playing,No Online Multiplayer,M,"Apr  4, 2017",96,1,0,628,40,31,93,87
What Remains of Edith Finch,XONE,Giant Sparrow,Adventure,No Online Multiplayer,T,"Jul 19, 2017",12,0,0,12,2,3,92,73
Undertale,PS4,tobyfox,Role-Playing,No Online Multiplayer,E10+,"Aug 15, 2017",17,1,0,47,12,17,92,66
Okami HD,PC,Capcom,Action Adventure,No Online Multiplayer,T,"Dec 12, 2017",10,0,0,14,2,5,92,77
Mario Kart 8 Deluxe,Switch,Nintendo,Other,Up to 12 ,E,"Apr 28, 2017",93,2,0,247,20,17,92,87
SteamWorld Heist: Ultimate Edition,Switch,Image & Form,Strategy,No Online Multiplayer,E10+,"Dec 28, 2017",9,0,0,7,1,0,91,85
Shovel Knight: Treasure Trove,Switch,Yacht Club Games,Action,No Online Multiplayer,E,"Mar  3, 2017",16,1,0,42,5,4,91,82
Bayonetta,PC,"PlatinumGames, Nex Entertainment",Action Adventure,No Online Multiplayer,M,"Apr 11, 2017",17,0,0,44,6,6,90,82
F1 2017,PC,Codemasters,Racing,,E,"Aug 24, 2017",13,0,0,10,1,1,89,74
Final Fantasy XIV: Stormblood,PS4,Square Enix,Role-Playing,,T,"Jun 20, 2017",15,0,0,10,3,2,89,86
Lone Echo,PC,Ready at Dawn,Action Adventure,,,"Jul 20, 2017",14,0,0,11,1,2,89,77
Rez Infinite,PC,UGA,Action,No Online Multiplayer,,"Aug  9, 2017",6,1,0,4,0,0,89,74
Horizon Zero Dawn,PS4,Guerrilla,Role-Playing,No Online Multiplayer,T,"Feb 28, 2017",110,5,0,1168,117,105,89,83
Injustice 2,XONE,NetherRealm Studios,Action,2 ,T,"May 16, 2017",23,0,0,26,2,5,89,82
What Remains of Edith Finch,PC,Giant Sparrow,Adventure,No Online Multiplayer,,"Apr 24, 2017",22,1,0,70,11,14,89,82
XCOM 2: War of the Chosen,PC,Firaxis Games,Strategy,,T,"Aug 29, 2017",39,0,0,24,2,8,88,78
N++,XONE,Metanet Software Inc.,Action,,E10+,"Oct  4, 2017",7,0,0,4,0,0,88,56
What Remains of Edith Finch,PS4,Giant Sparrow,General,No Online Multiplayer,T,"Apr 25, 2017",61,4,0,31,9,3,88,81
Wolfenstein II: The New Colossus,XONE,MachineGames,Action,,M,"Oct 27, 2017",21,0,0,35,11,14,88,62
NieR: Automata,PS4,PlatinumGames,Role-Playing,No Online Multiplayer,M,"Mar  7, 2017",98,3,0,462,42,28,88,89
Cuphead,PC,Studio MDHR,Action,,E10+,"Sep 29, 2017",30,1,0,161,19,17,88,83
SteamWorld Dig 2,Switch,Image & Form,Action,No Online Multiplayer,E10+,"Sep 21, 2017",38,0,0,42,5,0,88,87
Cave Story +,Switch,Nicalis,Action,No Online Multiplayer,E10+,"Jun 20, 2017",12,0,0,15,4,0,88,79
Night in the Woods,PC,Infinite Fall,Fantasy,No Online Multiplayer,,"Feb 21, 2017",30,0,0,24,11,9,88,78
Nex Machina: Death Machine,PS4,Housemarque,Action,,T,"Jun 20, 2017",46,1,0,20,3,1,88,79
Nioh,PS4,Team Ninja,Role-Playing,2 ,M,"Feb  7, 2017",97,3,0,293,31,33,88,85
Stardew Valley,Switch,ConcernedApe,Role-Playing,No Online Multiplayer,E10+,"Oct  5, 2017",14,0,0,64,3,2,87,87
Final Fantasy XIV: Stormblood,PC,Square Enix,Role-Playing,,T,"Jun 20, 2017",21,0,0,15,3,11,87,83
Injustice 2,PS4,NetherRealm Studios,Action,2 ,T,"May 16, 2017",88,2,0,84,15,14,87,81
Night in the Woods,PS4,Infinite Fall,Fantasy,,T,"Feb 21, 2017",15,0,0,22,2,3,87,74
Okami HD,PS4,Capcom,Action Adventure,,T,"Dec 12, 2017",38,1,0,13,3,0,87,80
Hollow Knight,PC,Team Cherry,Action Adventure,No Online Multiplayer,E10+,"Feb 24, 2017",26,1,0,111,9,8,87,90
Enter the Gungeon,Switch,Dodge Roll,Action,,T,"Dec 14, 2017",12,0,0,25,8,5,87,79
Raw Data,PC,Survios,Action,Online Multiplayer,,"Oct  5, 2017",7,0,0,1,1,0,87,66
Zero Escape: The Nonary Games,PS4,Spike Chunsoft,Miscellaneous,No Online Multiplayer,M,"Mar 24, 2017",10,0,0,8,0,1,87,79
Wolfenstein II: The New Colossus,PS4,MachineGames,Action,No Online Multiplayer,M,"Oct 27, 2017",66,4,0,172,27,51,87,75
Axiom Verge,Switch,Tom Happ,Action Adventure,No Online Multiplayer,E10+,"Oct  5, 2017",15,0,0,8,5,1,87,84
Destiny 2,XONE,Bungie,Action,Up to 16 ,T,"Sep  6, 2017",22,0,0,62,29,72,87,42
Total War: WARHAMMER II,PC,Creative Assembly,Strategy,,T,"Sep 28, 2017",65,3,0,30,6,12,87,75
Forza Horizon 3: Hot Wheels,XONE,Playground Games,Racing,,,"May  9, 2017",11,2,0,9,0,0,87,75
Okami HD,XONE,Capcom,Action Adventure,,T,"Dec 12, 2017",13,1,0,3,0,0,87,82
West of Loathing,PC,Asymmetric Publications,Role-Playing,No Online Multiplayer,,"Aug 10, 2017",14,0,0,14,4,0,87,76
Thumper,XONE,"drool Games, Drool",Action,,E10+,"Aug 18, 2017",6,1,0,0,0,0,86,51
Rocket League,Switch,Psyonix,Sports,Up to 8 ,E,"Nov 14, 2017",31,1,0,28,8,3,86,83
F1 2017,PS4,Codemasters,Racing,Up to 20 ,E,"Aug 25, 2017",41,0,0,8,1,1,86,76
Cuphead,XONE,Studio MDHR,Action,No Online Multiplayer,E10+,"Sep 29, 2017",69,3,0,113,7,7,86,85
Pillars of Eternity: Complete Edition,XONE,"Obsidian Entertainment, Paradox Arctic",Role-Playing,,M,"Aug 29, 2017",11,0,0,1,1,0,86,78
Sky Force Reloaded,XONE,Infinite Dreams Inc.,Action,,E10+,"Dec  1, 2017",8,2,0,3,0,0,86,72
Thimbleweed Park,PS4,Ron Gilbert and Gary Winnick,Adventure,,T,"Aug 22, 2017",7,0,0,1,0,0,86,75
Minecraft: Switch Edition,Switch,4J Studios,Action Adventure,Up to 8 ,E10+,"May 11, 2017",23,1,0,21,3,4,86,73
Resident Evil 7: biohazard,XONE,Capcom,Action Adventure,No Online Multiplayer,M,"Jan 24, 2017",19,0,0,42,6,6,86,76
Final Fantasy XII: The Zodiac Age,PS4,Square Enix,Role-Playing,No Online Multiplayer,T,"Jul 11, 2017",71,4,0,34,7,1,86,84
Wolfenstein II: The New Colossus,PC,MachineGames,Action,No Online Multiplayer,M,"Oct 27, 2017",38,2,0,107,38,66,86,67
Sonic Mania,PS4,"SegaSoft, Sega, PagodaWest Games",Action,2 ,E,"Aug 15, 2017",65,5,0,108,6,4,86,84
Resident Evil 7: biohazard,PS4,Capcom,Action Adventure,No Online Multiplayer,M,"Jan 24, 2017",96,4,0,376,51,100,86,79
PlayerUnknown's Battlegrounds,PC,"Bluehole, Inc., PUBG Corporation",Action,Up to more than 64 ,T,"Dec 20, 2017",41,5,0,82,60,157,86,46
Observer,XONE,Bloober Team,Adventure,,M,"Aug 15, 2017",8,0,0,2,3,3,86,76
Robo Recall,PC,Epic Games,Action,,,"Mar  1, 2017",10,0,0,5,1,1,86,77
DiRT 4,XONE,"Codemasters, Deep Silver",Racing,,T,"Jun  6, 2017",21,0,0,6,2,3,86,67
Guilty Gear Xrd: Rev 2,PS4,Arc System Works,Action,Up to 8 ,T,"May 26, 2017",35,0,0,3,2,0,86,78
Forza Motorsport 7,XONE,Turn 10,Racing,Up to 24 ,E,"Sep 29, 2017",72,7,0,78,14,63,86,59
Sonic Mania,Switch,Tantalus,Action,No Online Multiplayer,E,"Aug 15, 2017",17,4,0,141,13,5,86,88
Injustice 2,PC,QLOC,Action,Online Multiplayer,T,"Nov 30, 2017",15,0,0,4,1,2,86,76
Thumper,Switch,Drool,Action,No Online Multiplayer,E10+,"May 18, 2017",14,1,0,12,4,2,85,78
Metroid: Samus Returns,3DS,Mercury Steam,Action Adventure,No Online Multiplayer,E10+,"Sep 15, 2017",77,6,0,110,14,6,85,89
Dragon Quest VIII: Journey of the Cursed King,3DS,Cygames,Role-Playing,No Online Multiplayer,T,"Jan 20, 2017",51,5,0,9,0,0,85,85
Pillars of Eternity: Complete Edition,PS4,"Obsidian Entertainment, Paradox Arctic",Role-Playing,No Online Multiplayer,M,"Aug 29, 2017",25,0,0,9,2,2,85,76
Paradigm,PC,Jacob Janerka,Adventure,No Online Multiplayer,,"Apr  5, 2017",7,1,0,6,0,0,85,76
Battlerite,PC,Stunlock Studios,Strategy,Online Multiplayer,,"Nov  8, 2017",18,0,0,15,1,3,85,74
Nioh: Bloodshed's End,PS4,Team Ninja,Role-Playing,,M,"Sep 26, 2017",8,0,0,3,0,0,85,66
Assassin's Creed Origins,XONE,"Ubisoft, Ubisoft Montreal",Action Adventure,No Online Multiplayer,M,"Oct 27, 2017",37,5,0,103,11,11,85,75
Final Fantasy IX,PS4,"SquareSoft, Square Enix",Role-Playing,No Online Multiplayer,T,"Sep 19, 2017",13,1,0,7,2,0,85,90
The Binding of Isaac: Afterbirth +,Switch,"Edmund McMillen, Nicalis",Action,No Online Multiplayer,M,"Mar 17, 2017",16,0,0,33,3,5,85,81
Ys VIII: Lacrimosa of DANA,PS4,Falcom,Role-Playing,No Online Multiplayer,T,"Sep 12, 2017",38,1,0,27,2,2,85,82
Galactic Civilizations III: Crusade,PC,Stardock,Strategy,,,"May  4, 2017",8,2,0,5,0,3,85,67
SteamWorld Dig 2,PC,Image & Form,Action,No Online Multiplayer,,"Sep 22, 2017",14,0,0,6,0,0,85,84
Yakuza 0,PS4,Ryu ga Gotoku Studios,Action Adventure,No Online Multiplayer,M,"Jan 24, 2017",77,10,0,119,4,8,85,84
MLB The Show 17,PS4,Sony Interactive Entertainment,Sports,Online Multiplayer,E,"Mar 28, 2017",42,3,0,23,3,8,85,69
Destiny 2,PS4,Bungie,Action,Up to 12 ,T,"Sep  6, 2017",89,5,1,199,125,289,85,49
Wipeout: Omega Collection,PS4,Sony Interactive Entertainment,Racing,Up to 8 ,E10+,"Jun  6, 2017",52,1,0,32,1,4,85,82
Mutant Mudds Collection,Switch,"Renegade Kid, Atooi LLC",Action,,E,"Dec 14, 2017",10,0,0,0,1,0,85,82
NeuroVoider,Switch,Flying Oak Games,Action,,E10+,"Sep  7, 2017",9,1,0,3,2,0,85,81
Starcraft Remastered,PC,Blizzard Entertainment,Strategy,,,"Aug 14, 2017",27,3,0,15,4,5,85,77
NBA 2K18,XONE,2K Games,Sports,Up to 10 ,E10+,"Sep 15, 2017",14,2,0,2,5,44,85,15
Shadow Tactics: Blades of the Shogun,PS4,Mimimi Productions,Strategy,,M,"Aug  1, 2017",16,0,0,7,1,0,85,79
Planescape: Torment - Enhanced Edition,PC,Beamdog,Role-Playing,No Online Multiplayer,,"Apr 11, 2017",8,2,0,7,1,5,85,68
Pyre,PS4,Supergiant Games,Role-Playing,,E10+,"Jul 25, 2017",44,4,0,15,5,5,85,78
DiRT 4,PS4,Codemasters,Racing,Up to 8 ,T,"Jun  6, 2017",41,3,0,18,4,7,85,75
Mario + Rabbids: Kingdom Battle,Switch,"Ubisoft, Ubisoft Milan",Action,No Online Multiplayer,E10+,"Aug 29, 2017",98,6,0,162,20,10,85,85
Project CARS 2,XONE,"Bandai Namco Games, Slightly Mad Studios",Racing,,E,"Sep 22, 2017",21,1,0,6,1,7,84,56
Statik,PS4,Tarsier Studios,Adventure,,T,"Apr 24, 2017",16,2,0,15,3,0,84,78
Kingdom Hearts HD I.5 + II.5 Remix,PS4,Square Enix,Miscellaneous,No Online Multiplayer,E10+,"Mar 28, 2017",34,1,0,41,5,3,84,89
Pokemon Ultra Sun,3DS,Game Freak,Role-Playing,Up to 4 ,E,"Nov 17, 2017",54,5,0,115,12,18,84,90
South Park: The Fractured But Whole,XONE,Ubisoft San Francisco,Role-Playing,No Online Multiplayer,M,"Oct 17, 2017",30,1,0,8,6,1,84,77
Shovel Knight: Specter of Torment,Switch,Yacht Club Games,Action,,E,"Mar  3, 2017",20,1,0,9,1,0,84,79
Rakuen,PC,Laura Shigihara,Adventure,,,"May 10, 2017",7,2,0,11,0,0,84,83
Prey,XONE,Arkane Studios,General,No Online Multiplayer,M,"May  5, 2017",20,2,0,26,8,9,84,77
Rayman Legends: Definitive Edition,Switch,"Ubisoft Montpellier, Pasta Games",Action,,E10+,"Sep 12, 2017",32,2,1,25,0,1,84,83
F1 2017,XONE,Codemasters,Racing,,E,"Aug 25, 2017",16,1,0,4,1,2,84,72
The Elder Scrolls V: Skyrim,Switch,"Bethesda Game Studios, Iron Galaxy Studios",Role-Playing,No Online Multiplayer,M,"Nov 17, 2017",62,1,0,49,5,9,84,82
Gorogoa,PC,"Jason Roberts, Buried Signal",Puzzle,No Online Multiplayer,,"Dec 14, 2017",29,3,0,17,2,0,84,85
Battle Chasers: Nightwar,XONE,Airship Syndicate Entertainment,Role-Playing,No Online Multiplayer,T,"Oct  3, 2017",7,1,0,5,1,0,84,66
Lovers in a Dangerous Spacetime,Switch,Asteroid Base,Action,No Online Multiplayer,E10+,"Oct  3, 2017",8,1,0,8,1,0,84,81
Dishonored: Death of the Outsider,XONE,Arkane Studios,Action Adventure,,M,"Sep 15, 2017",16,0,0,3,1,1,84,67
Enter The Gungeon,XONE,Dodge Roll,Action,,T,"Apr  5, 2017",8,2,0,1,0,1,84,73
Nex Machina: Death Machine,PC,Housemarque,Action,,,"Jun 20, 2017",15,1,0,2,1,1,84,67
Polybius,PS4,Llamasoft,Action,,E10+,"May  9, 2017",11,2,0,17,1,1,84,75
Uncharted: The Lost Legacy,PS4,Naughty Dog,Action,Up to 10 ,T,"Aug 22, 2017",93,11,0,129,33,22,84,77
"Snipperclips Plus: Cut It Out, Together!",Switch,SFB Games,Puzzle,,E,"Nov 10, 2017",13,0,0,3,2,0,84,83
Hatsune Miku: Project Diva Future Tone - Colorful Tone,PS4,Sega,Action,,T,"Jan 10, 2017",18,3,0,4,1,0,84,76
Hatsune Miku: Project Diva Future Tone - Future Sound,PS4,Sega,Action,,T,"Jan 10, 2017",18,3,0,4,0,0,84,76
Thimbleweed Park,XONE,Ron Gilbert and Gary Winnick,Adventure,,T,"Mar 30, 2017",13,2,0,1,0,0,84,73
NieR: Automata,PC,PlatinumGames,Role-Playing,No Online Multiplayer,M,"Mar 17, 2017",10,2,0,128,19,27,84,86
Pokemon Ultra Moon,3DS,Game Freak,Role-Playing,Up to 4 ,E,"Nov 17, 2017",50,5,0,78,6,8,84,90
Nioh: Complete Edition,PC,Team Ninja,Role-Playing,Online Multiplayer,M,"Nov  7, 2017",21,2,0,25,8,10,84,67
Thimbleweed Park,PC,Ron Gilbert and Gary Winnick,Adventure,No Online Multiplayer,,"Mar 30, 2017",52,7,0,31,9,2,84,81
Assault Android Cactus,XONE,Witch Beam,Action,No Online Multiplayer,E10+,"Nov  7, 2017",7,0,0,3,0,0,84,63
Project CARS 2,PC,Slightly Mad Studios,Racing,Online Multiplayer,E,"Sep 21, 2017",22,3,0,20,4,9,84,71
The End Is Nigh,PC,"Edmund McMillen, Tyler Glaiel ",Action,No Online Multiplayer,,"Jul 12, 2017",14,1,0,4,2,0,84,78
FIFA 18,PS4,EA Vancouver,Sports,Up to 22 ,E,"Sep 26, 2017",60,8,0,43,28,183,84,34
Assassin's Creed Origins,PC,"Ubisoft, Ubisoft Montreal",Action Adventure,No Online Multiplayer,M,"Oct 27, 2017",26,2,1,162,44,76,84,68
World of Goo,Switch,Tomorrow Corporation,Puzzle,,E,"Mar 16, 2017",11,1,0,6,3,1,84,76
Pro Evolution Soccer 2018,PS4,Konami,Sports,Up to 6 ,E,"Sep 12, 2017",50,3,0,42,11,18,83,72
Detention,PC,Red Candle Game,Adventure,No Online Multiplayer,,"Jan 12, 2017",17,1,0,10,4,1,83,79
Hakuoki: Kyoto Winds,VITA,"Idea Factory, Otomate",Adventure,,M,"May 16, 2017",5,3,0,0,0,0,83,73
FIFA 18,XONE,EA Vancouver,Sports,,E,"Sep 26, 2017",20,1,0,4,8,46,83,30
Guild Wars 2: Path of Fire,PC,ArenaNet,Role-Playing,,T,"Sep 22, 2017",12,1,0,54,4,16,83,78
Sonic Mania,XONE,"SegaSoft, Sega, PagodaWest Games",Action,,E,"Aug 15, 2017",15,2,0,16,3,1,83,82
Hellblade: Senua's Sacrifice,PC,Ninja Theory,Action Adventure,No Online Multiplayer,M,"Aug  7, 2017",21,3,0,91,20,21,83,81
Bleed 2,PC,BootdiskRevolution,Action,,,"Feb  8, 2017",8,1,0,1,0,0,83,70
Puyo Puyo Tetris,PS4,"Sega, Sonic Team",Puzzle,Up to 4 ,E10+,"Apr 25, 2017",12,4,0,4,2,1,83,74
Splatoon 2,Switch,Nintendo,Action,Up to 8 ,E10+,"Jul 21, 2017",94,6,0,213,42,13,83,85
Destiny 2,PC,"Bungie Software, Bungie",Action,Up to 16 ,,"Oct 24, 2017",29,7,0,69,60,254,83,36
BYE-BYE BOXBOY!,3DS,HAL Labs,Puzzle,,E,"Apr 12, 2017",22,1,0,0,0,0,83,77
The Sexy Brutale,PC,"Tequila Works, Cavalier Game Studios",Adventure,No Online Multiplayer,T,"Apr 11, 2017",26,2,0,12,5,2,83,77
Danganronpa 1-2 Reload,PS4,Spike Chunsoft,Miscellaneous,No Online Multiplayer,M,"Mar 14, 2017",27,2,0,7,0,1,83,81
Xenoblade Chronicles 2,Switch,Monolith Soft,Role-Playing,No Online Multiplayer,T,"Dec  1, 2017",78,13,1,302,30,41,83,87
Horizon Zero Dawn: The Frozen Wilds,PS4,Guerrilla,Role-Playing,No Online Multiplayer,T,"Nov  7, 2017",66,4,0,42,7,5,83,73
Detention,PS4,Red Candle Game,Adventure,No Online Multiplayer,M,"Oct  3, 2017",11,1,0,1,0,0,83,69
SUPERHOT,PS4,SUPERHOT,Action,,T,"Jul 21, 2017",13,1,0,6,1,0,83,72
Path of Exile: The Fall of Oriath,XONE,Grinding Gear Games,Role-Playing,Up to 6 ,M,"Aug 24, 2017",6,2,0,3,1,0,83,75
The Legend of Heroes: Trails in the Sky the 3rd,PC,Falcom,Role-Playing,,,"May  3, 2017",10,1,0,2,0,0,83,77
Little Nightmares,XONE,Tarsier Studios,Action Adventure,,T,"Apr 28, 2017",20,2,0,6,4,2,83,77
Gorogoa,Switch,Jason Roberts,Puzzle,No Online Multiplayer,E,"Dec 14, 2017",14,1,1,6,2,1,83,79
Splasher,Switch,Splashteam,Action,No Online Multiplayer,E,"Oct 26, 2017",7,0,0,2,0,0,83,79
Steel Division: Normandy 44,PC,Eugen Systems,Strategy,Online Multiplayer,,"May 23, 2017",24,0,0,13,0,2,83,75
Resident Evil 7: biohazard,PC,Capcom,Action Adventure,No Online Multiplayer,M,"Jan 23, 2017",15,1,1,94,20,32,83,77
Worms W.M.D,Switch,Team 17,Strategy,,E10+,"Nov 23, 2017",20,1,0,2,1,0,83,79
SOMA,XONE,Frictional Games,Action Adventure,,M,"Dec  1, 2017",13,1,0,5,1,0,82,78
Super Hydorah,XONE,Locomalito,Action,,T,"Sep 20, 2017",6,1,0,0,0,0,82,64
Hand of Fate 2,PS4,Defiant Development,Miscellaneous,,T,"Nov  7, 2017",12,2,0,1,0,1,82,72
Dark Souls III: The Ringed City,PC,From Software,Role-Playing,,M,"Mar 28, 2017",18,4,0,13,3,1,82,82
Pinball FX3,Switch,Zen Studios,Action,,E10+,"Dec 12, 2017",15,3,0,13,2,1,82,76
The Sexy Brutale,XONE,"Abstraction Games, Tequila Works, Cavalier Game Studios",Adventure,,T,"Apr 11, 2017",12,1,0,2,0,0,82,69
L.A. Noire: The VR Case Files,PC,Rockstar Games,Adventure,No Online Multiplayer,M,"Dec 15, 2017",22,4,0,1,1,0,82,68
Project CARS 2,PS4,"Bandai Namco Games, Slightly Mad Studios",Racing,Up to 16 ,E,"Sep 22, 2017",37,7,0,20,7,19,82,61
Football Manager 2018,PC,Sports Interactive,Sports,,,"Nov 10, 2017",30,3,0,4,3,9,82,57
Madden NFL 18,PS4,Electronic Arts,Sports,Up to 6 ,E,"Aug 22, 2017",34,6,0,11,8,39,82,37
