song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target
Mask Off,Future,0.0102,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.286,0
Bon AppÃ©tit,Katy Perry,0.122,0.803,227292,0.793,5.81E-05,6,0.154,-5.769,1,0.0635,106.035,4,0.54,0
Sign of the Times,Harry Styles,0.0275,0.516,340707,0.595,0,5,0.109,-4.63,1,0.0313,119.972,4,0.209,0
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,0.00246,0.532,200733,0.778,0.000111,7,0.153,-6.69,0,0.218,169.923,4,0.242,0
Issues,Julia Michaels,0.416,0.704,176347,0.423,0,8,0.0607,-6.792,1,0.0862,113.962,4,0.45,0
That's What I Like,Bruno Mars,0.013,0.853,206693,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,0.853,0
September Song,JP Cooper,0.0561,0.623,220291,0.656,0,0,0.0855,-5.608,0,0.0416,95.878,4,0.371,0
Still Got Time,ZAYN,0.131,0.748,188491,0.627,0,7,0.0852,-6.029,1,0.0644,120.963,4,0.513,0
Location,Khalid,0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,0.322,0
Scared to Be Lonely,Martin Garrix,0.0895,0.584,220883,0.54,0,1,0.261,-7.786,0,0.0576,137.972,4,0.19,0
Passionfruit,Drake,0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,4,0.372,0
Shape of You,Ed Sheeran,0.581,0.825,233713,0.652,0,1,0.0931,-3.183,0,0.0802,95.977,4,0.933,0
Wild Ones (feat. Sia),Flo Rida,0.0991,0.608,232947,0.86,0,5,0.262,-5.324,0,0.0554,127.075,4,0.441,0
Starships,Nicki Minaj,0.167,0.748,210627,0.727,0,11,0.166,-2.42,0,0.0871,125.014,4,0.68,0
Lollipop,Lil Wayne,0.0656,0.828,299333,0.433,0.000876,0,0.122,-9.716,1,0.199,148.073,4,0.446,0
Time of Our Lives,Pitbull,0.0921,0.72,229360,0.802,0,1,0.694,-5.797,1,0.0582,124.043,4,0.716,0
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.0319,0.646,210960,0.795,0,9,0.267,-3.293,1,0.0976,89.99,4,0.791,0
Glad You Came,The Wanted,0.0643,0.755,198187,0.838,1.59E-05,7,0.118,-4.5,0,0.0687,126.877,4,0.454,0
Dynamite,Taio Cruz,0.00622,0.75,203867,0.78,0,4,0.0263,-3.155,1,0.0898,119.985,4,0.819,0
Clique,JAY Z,0.0567,0.467,293533,0.564,0,9,0.194,-4.986,0,0.353,81.966,4,0.304,0
Airplanes (feat. Hayley Williams of Paramore),B.o.B,0.11,0.66,180480,0.867,0,6,0.0368,-4.285,0,0.116,93.033,4,0.376,0
Trumpets,Jason Derulo,0.555,0.635,217419,0.691,0,0,0.097,-4.862,1,0.258,82.142,4,0.63,0
Live Your Life - feat. Rihanna,T.I.,0.071,0.375,338853,0.862,0,11,0.211,-3.363,0,0.255,159.841,4,0.472,0
Like A G6,Far East Movement,0.00738,0.352,216893,0.843,0,7,0.0883,-7.983,0,0.482,165.29,5,0.716,0
Feel This Moment,Pitbull,0.039,0.673,229507,0.758,0,7,0.341,-3.632,1,0.158,135.956,4,0.541,0
Timber,Pitbull,0.0295,0.581,204160,0.963,0,11,0.139,-4.087,1,0.0981,129.992,4,0.792,0
Classic,MKTO,0.0384,0.72,175427,0.791,0,1,0.157,-4.689,1,0.124,102.071,4,0.767,0
Titanium (feat. Sia),David Guetta,0.069,0.599,245041,0.803,0.137,0,0.129,-3.641,0,0.0986,126.057,4,0.254,0
E.T. - feat. Kanye West,Katy Perry,0.0181,0.62,229573,0.869,0,1,0.369,-5.252,1,0.175,151.684,4,0.769,0
GDFR (feat. Sage The Gemini & Lookas),Flo Rida,0.000704,0.657,190186,0.827,0.00534,5,0.065,-4.036,1,0.0734,145.889,4,0.698,0
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.0525,0.715,207333,0.655,0,0,0.115,-6.425,1,0.137,95.078,4,0.557,0
The Monster,Eminem,0.0514,0.786,250189,0.857,0,9,0.112,-3.765,1,0.0734,110.038,4,0.602,0
TiK ToK,Kesha,0.0746,0.755,199693,0.832,1.27E-06,2,0.291,-2.741,0,0.116,120.032,4,0.719,0
Love You Like A Love Song,Selena Gomez & The Scene,0.0715,0.859,188453,0.697,0,1,0.0761,-3.79,0,0.0569,117.008,4,0.875,0
Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,0.112,0.612,212862,0.84,0,11,0.116,-3.145,0,0.0509,129.042,4,0.441,0
Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta,0.0762,0.809,195853,0.628,0.000371,11,0.113,-5.021,0,0.0561,130.008,4,0.797,0
Somebody,Natalie La Rose,0.000979,0.842,189907,0.531,1.34E-05,0,0.0667,-8.729,1,0.0377,105.013,4,0.758,0
Maps,Maroon 5,0.0183,0.745,189959,0.714,0,1,0.0636,-5.501,0,0.0302,120.025,4,0.847,0
Am I Wrong,Nico & Vinz,0.162,0.725,247520,0.68,2.13E-06,8,0.158,-5.465,1,0.0306,119.939,4,0.753,0
Umbrella,Rihanna,0.0117,0.579,275987,0.821,0,1,0.0631,-4.616,1,0.152,174.063,4,0.561,0
Counting Stars,OneRepublic,0.0649,0.663,257840,0.714,0,1,0.116,-4.944,0,0.038,121.99,4,0.471,0
Turn Down for What,DJ Snake,0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4,0.0953,0
Get Lucky,Daft Punk,0.0378,0.81,369627,0.793,1.82E-06,6,0.072,-9.404,0,0.0403,116.049,4,0.86,0
A Dustland Fairytale,The Killers,0.0533,0.441,225160,0.87,3.70E-06,2,0.0936,-4.845,1,0.057,134.469,4,0.281,0
My House,Flo Rida,0.0215,0.688,192191,0.702,0,7,0.128,-4.792,0,0.0499,94.006,4,0.731,0
Best I Ever Had,Drake,0.219,0.427,257760,0.861,0,1,0.277,-4.874,1,0.376,161.776,4,0.581,0
Stitches,Shawn Mendes,0.0196,0.592,206880,0.752,0,1,0.0477,-6.589,1,0.114,74.784,4,0.73,0
I Will Never Let You Down,Rita Ora,0.403,0.753,203467,0.801,0,4,0.128,-3.215,1,0.0296,128.011,4,0.787,0
Do I Wanna Know?,Arctic Monkeys,0.186,0.548,272394,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.428,0
Cinema - Skrillex Remix,Benny Benassi,0.00901,0.635,307987,0.983,0.00799,6,0.0683,-3.807,0,0.174,145.085,4,0.422,0
Take Care,Drake,0.0431,0.697,277387,0.527,1.25E-05,0,0.0882,-10.438,0,0.211,121.849,4,0.289,0
Love Song,Sara Bareilles,0.0208,0.583,258827,0.786,0,2,0.188,-3.142,0,0.0301,123.052,4,0.556,0
Blurred Lines,Robin Thicke,0.00373,0.862,263827,0.608,6.14E-06,7,0.0856,-4.762,1,0.0402,120.002,4,0.825,0
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,0.119,0.68,313787,0.489,2.86E-05,11,0.606,-7.837,0,0.432,74.04,4,0.261,0
Beautiful Girls - Radio Disney Version,Sean Kingston,0.161,0.772,225560,0.648,0,9,0.269,-6.222,1,0.0612,129.966,4,0.744,0
Cool,Gwen Stefani,0.0532,0.709,189333,0.697,5.15E-05,2,0.349,-3.471,1,0.0275,112.017,4,0.78,0
Canâ€™t Live Without,Hollyn,0.455,0.627,262853,0.56,0,5,0.126,-5.378,1,0.0667,97.967,4,0.488,0
Glimpse,Kim Walker-Smith,0.0394,0.567,217480,0.678,0,10,0.102,-6.642,0,0.0404,141.951,4,0.381,0
Broken Things,Matthew West,0.0495,0.547,187013,0.513,0,0,0.181,-7.451,1,0.0309,110.54,4,0.262,0
Even If,MercyMe,0.379,0.335,255160,0.582,2.67E-05,5,0.0954,-5.09,1,0.0375,110.522,4,0.13,0
Home,Chris Tomlin,0.0363,0.468,219720,0.786,0,9,0.31,-2.757,1,0.0334,84.992,4,0.479,0
Nowhere,Sarah Reeves,0.648,0.322,228067,0.508,0.00297,7,0.152,-7.681,1,0.0341,155.128,4,0.191,0
Hills and Valleys (The Valleys Version),Tauren Wells,0.766,0.486,250123,0.331,0,2,0.072,-9.106,1,0.0328,79.277,4,0.421,0
Chain Breaker,Zach Williams,0.0189,0.475,195907,0.672,0,0,0.117,-5.925,1,0.0329,77.857,4,0.382,0
Clean,Natalie Grant,0.912,0.361,277973,0.236,7.79E-05,6,0.0831,-7.781,1,0.0315,147.309,3,0.184,0
I Will,Citizen Way,0.447,0.519,245853,0.684,0,6,0.0901,-3.746,1,0.0325,133.943,4,0.293,0
The Gospel,Ryan Stevenson,0.0353,0.576,254262,0.686,6.68E-05,3,0.114,-6.032,1,0.0554,153.901,4,0.599,0
Throne Room,Kim Walker-Smith,0.0342,0.511,284947,0.815,0,6,0.09,-6.317,0,0.048,128.004,4,0.245,0
I Won't Let You Go - Radio Version,Switchfoot,0.0164,0.526,237467,0.692,0,4,0.0786,-3.895,1,0.0278,137.849,4,0.266,0
Unfinished,Mandisa,0.0176,0.621,215050,0.674,0,6,0.242,-4.635,0,0.0323,92.994,4,0.255,0
Old Church Choir,Zach Williams,0.117,0.673,176453,0.813,0,0,0.148,-5.895,1,0.0363,103.999,4,0.638,0
Forgiven,Crowder,0.28,0.555,236667,0.663,0,0,0.107,-5.628,1,0.042,75.976,4,0.295,0
Love Wins,Love and Theft,0.379,0.534,225933,0.508,0,2,0.0867,-7.085,1,0.0322,153.947,4,0.407,0
I Have This Hope,Tenth Avenue North,0.199,0.422,204800,0.336,0,0,0.189,-7.199,1,0.0306,108.009,4,0.0974,0
In Awe,Hollyn,0.568,0.448,218133,0.412,5.68E-05,11,0.159,-7.877,1,0.0281,133.881,4,0.308,0
Oh My Soul,Casting Crowns,0.498,0.331,255173,0.427,0,3,0.108,-7.431,1,0.0302,157.938,3,0.129,0
You Redeem - Studio Version,Aaron Shust,0.0229,0.385,222400,0.663,0,2,0.0841,-5.902,1,0.0271,156.066,3,0.237,0
Amen,Hunter Hayes,0.0141,0.447,212701,0.89,0,6,0.0858,-4.563,1,0.0676,93.894,4,0.331,0
Brand New Life,Colton Dixon,0.0107,0.619,220840,0.733,0,8,0.176,-5.055,1,0.0405,100.071,4,0.507,0
Oceans (Where Feet May Fail) - Radio Version,Hillsong United,0.202,0.497,249640,0.604,0,2,0.299,-9.438,1,0.0313,131.935,4,0.225,0
O God Forgive Us,for KING & COUNTRY,0.587,0.464,205387,0.225,5.64E-06,0,0.116,-9.155,1,0.0403,84.677,4,0.209,0
Death Was Arrested,North Point InsideOut,0.0298,0.306,293331,0.742,0,11,0.126,-3.914,1,0.0427,155.873,3,0.149,0
Back To God,Reba McEntire,0.149,0.536,243013,0.711,0,6,0.112,-4.916,1,0.0367,147.9,4,0.326,0
Say The Word,Hillsong United,0.000767,0.429,264320,0.636,5.14E-05,5,0.203,-7.684,1,0.0325,123.966,4,0.233,0
On My Side,Kim Walker-Smith,0.627,0.295,252360,0.326,0,9,0.157,-6.125,0,0.0318,126.704,3,0.136,0
Bloom,Grayson Reed,0.0218,0.534,168040,0.933,0,6,0.159,-4.021,1,0.0781,174.081,4,0.783,0
Revival,Third Day,0.104,0.475,219280,0.92,0,5,0.575,-4.991,1,0.0941,154.906,4,0.729,0
Hold It All,Cody Carnes,0.415,0.436,248962,0.618,2.46E-06,3,0.177,-8.402,0,0.0432,83.982,4,0.352,0
Lifer,MercyMe,0.0458,0.704,201093,0.928,0,8,0.345,-3.422,1,0.0443,113.981,4,0.96,0
Now,Mallary Hope,0.0166,0.543,202039,0.944,0,11,0.146,-2.647,1,0.0759,93.957,4,0.728,0
Battles,The Afters,0.0108,0.534,235733,0.862,0,1,0.104,-4.282,1,0.0486,104.012,4,0.435,0
Prove Me Wrong,Mandisa,0.85,0.227,247020,0.309,0,0,0.0898,-7.368,1,0.0292,167.097,4,0.225,0
Run the Race,Holly Starr,0.193,0.732,207052,0.606,1.25E-06,10,0.165,-5.21,1,0.0313,115.985,4,0.637,0
The Happy Song,Jamie Grace,0.322,0.659,167711,0.848,0,4,0.243,-3.273,1,0.202,166.009,4,0.961,0
Find You Here,Ellie Holcomb,0.298,0.588,228453,0.58,0,0,0.0811,-7.833,1,0.0272,138.013,4,0.492,0
Change The World (feat. Hollyn),Derek Minor,0.0875,0.353,199111,0.87,0,0,0.079,-5.386,1,0.127,135.045,4,0.308,0
Rise,Kim Walker-Smith,0.225,0.696,230933,0.713,2.22E-06,11,0.194,-5.114,0,0.123,189.932,4,0.368,0
Priceless,for KING & COUNTRY,0.00532,0.529,208520,0.769,0,11,0.19,-6.369,1,0.0469,73.946,4,0.648,0
Alive In You - Studio Version,Jesus Culture,0.000774,0.525,239999,0.657,0,7,0.0778,-6.394,1,0.0271,77.013,4,0.286,0
What A Beautiful Name,Hillsong Worship,0.187,0.423,238200,0.502,0,2,0.108,-5.924,1,0.0293,135.858,4,0.0968,0
Beloved,Jordan Feliz,0.00497,0.574,240453,0.802,0,11,0.333,-4.801,0,0.0299,128.062,4,0.52,0
There Is a Cloud,Elevation Worship,0.000619,0.388,347893,0.542,0,2,0.175,-6.122,1,0.0321,135.866,3,0.128,0
Rise,Danny Gokey,0.0643,0.519,217800,0.907,0,4,0.264,-3.918,1,0.0444,147.957,4,0.603,0
Fearless,Jasmine Murray,0.00687,0.688,183413,0.843,0,5,0.0464,-4.12,1,0.0452,105.02,4,0.841,0
Tears,Matt Hammitt,0.807,0.569,235680,0.484,9.35E-06,0,0.163,-6.536,1,0.0304,122.08,4,0.308,0
To Live Is Christ,Sidewalk Prophets,0.0024,0.547,228040,0.511,1.24E-06,11,0.109,-5.802,1,0.0294,143.968,4,0.179,0
Be The Change,Britt Nicole,0.0198,0.511,237453,0.831,0,11,0.661,-4.826,1,0.131,141.971,4,0.544,0
Parachute,Joshua Micah,0.000937,0.676,200481,0.79,8.94E-05,7,0.0938,-3.674,1,0.0338,99.948,4,0.0484,0
Where You Are (Reimagined),Hillsong Young & Free,0.0646,0.587,203937,0.791,0,8,0.25,-6.313,0,0.0911,125.993,4,0.593,0
The Cause Of Christ,Kari Jobe,0.183,0.389,297320,0.525,0,9,0.308,-7.941,1,0.0403,143.919,3,0.0963,0
King Of The World,Natalie Grant,0.105,0.528,216400,0.59,0,6,0.104,-6.682,1,0.0352,118.031,4,0.113,0
Come Alive (Dry Bones),Lauren Daigle,0.0326,0.37,235227,0.723,0,0,0.0982,-4.774,1,0.0364,149.923,4,0.117,0
Even So Come - Radio Version/Live,Passion,0.0919,0.301,254373,0.762,0,7,0.0822,-3.392,1,0.0402,161.864,3,0.208,0
"10,000 Reasons (Bless the Lord) [Radio Version]",Matt Redman,0.0839,0.459,256933,0.561,0,7,0.0998,-7.091,1,0.0271,144.784,4,0.298,0
More Than Conquerors (Radio Version),Steven Curtis Chapman,0.0793,0.545,234199,0.576,0,6,0.103,-11.081,1,0.0277,100.304,4,0.416,0
TESTIFY,NEEDTOBREATHE,0.471,0.495,243800,0.71,0,0,0.0703,-3.941,1,0.0288,90.024,4,0.332,0
Great Are You Lord (Radio Mix),one sonic society,0.0832,0.492,232379,0.656,0,9,0.202,-7.361,1,0.0365,147.948,3,0.336,0
Worthy Of Your Name - Studio,Passion,0.0551,0.401,307680,0.7,0,0,0.0961,-5.07,1,0.0368,81.049,4,0.171,0
My All In All,Phil Wickham,0.00392,0.436,288253,0.836,1.12E-06,10,0.113,-4.884,1,0.0497,147.978,4,0.314,0
Love Broke Thru,tobyMac,0.0101,0.674,237146,0.895,0,0,0.0996,-3.973,1,0.0337,102.984,4,0.558,0
Magnify,We Are Messengers,0.133,0.566,208627,0.766,0,11,0.117,-6.87,1,0.0552,139.955,4,0.393,0
The Cross Has The Final Word,Cody Carnes,0.157,0.211,252965,0.649,0,0,0.117,-7.28,1,0.0393,150.11,4,0.289,0
Eye of the Storm (feat. Gabe Real),Ryan Stevenson,0.196,0.305,331613,0.726,0,9,0.464,-6.375,1,0.061,82.673,4,0.547,0
Black Colors,Victim Of Deception,0.000127,0.237,247533,0.99,0.0914,7,0.393,-3.331,1,0.24,151.545,4,0.169,0
A Darkened Gospel,A Wake in Providence,1.51E-05,0.455,311217,0.994,0.0012,4,0.0908,-4.584,0,0.193,125.035,4,0.0703,0
Soil the Stillborn,Infant Annihilator,7.94E-06,0.236,239696,0.981,0.874,6,0.325,-2.635,1,0.299,160.114,4,0.129,0
No Absolution,Thy Art Is Murder,0.00256,0.468,201783,0.998,0,9,0.233,-0.994,0,0.15,140.003,4,0.064,0
Hearteater,To The Grave,0.000102,0.476,314907,0.962,0.106,8,0.137,-4.023,1,0.12,145.947,4,0.451,0
Shapeless Abomination,Beyond the Extraction,8.35E-06,0.226,209563,0.553,0.0379,1,0.0728,-9.169,1,0.0546,129.255,4,0.323,0
Dirty Waters,Into Oblivion,0.00105,0.495,263687,0.955,0.0551,6,0.308,-4.181,1,0.0798,130.002,4,0.362,0
Defiled,Hive,5.83E-05,0.296,229859,0.983,0.146,11,0.508,-2.999,1,0.169,115.003,4,0.231,0
Negative,FRCTRD,1.84E-05,0.474,260706,0.925,0.901,2,0.324,-3.539,1,0.146,139.97,4,0.142,0
Distorting of Perception,Until We Die,0.000168,0.406,180872,0.936,0.242,2,0.062,-4.564,0,0.11,139.922,4,0.26,0
Ruin,Altered Perceptions,8.12E-05,0.173,267600,0.927,0.23,1,0.229,-5.22,1,0.0869,99.131,4,0.183,0
Fauxhammer,Black Tongue,1.01E-05,0.404,224812,0.989,0.556,2,0.536,-1.374,1,0.184,94.291,4,0.153,0
Spiteful Nature,I Shall Devour,0.000393,0.456,217133,0.97,0.0432,1,0.0914,-4.655,1,0.175,124.976,4,0.0399,0
We Wait,I Declare War,0.0147,0.242,233796,0.96,0.0562,1,0.0923,-4.112,1,0.306,169.896,4,0.199,0
Plague of Immortality (feat. Dean Lamb Of Archspire),Within Destruction,4.42E-05,0.472,229640,0.942,0.823,11,0.324,-3.954,0,0.0951,150.005,4,0.186,0
Arrogance,Traitors,2.95E-05,0.227,244181,0.921,0.792,1,0.154,-6.149,0,0.099,175.167,3,0.116,0
Inferiority,Neberu,5.73E-05,0.444,268187,0.943,0.00704,1,0.114,-4.955,0,0.09,119.945,4,0.292,0
Senseless Order,Signs of the Swarm,8.53E-05,0.17,319582,0.866,0.976,4,0.569,-7.304,1,0.101,117.539,4,0.11,0
Advent,Shotgun Surgeon,4.19E-05,0.276,294034,0.919,0.181,1,0.479,-3.773,1,0.111,116.038,3,0.149,0
Venomous,Whitechapel,6.49E-05,0.401,264107,0.988,0.116,1,0.342,-4.104,0,0.192,155.356,4,0.191,0
Substance Affliction,Advocates,7.53E-05,0.398,200525,0.974,0.0076,1,0.389,-2.823,0,0.16,129.983,4,0.245,0
To Encompass and Eclipse,A Trust Unclean,0.000696,0.566,250647,0.986,0.0164,1,0.399,-5.016,1,0.0884,127.515,4,0.15,0
Rope,Obscure of Acacia,0.000103,0.39,192011,0.978,0.941,11,0.12,-4.209,1,0.289,100.221,4,0.102,0
Permanent Intoxication,Mycelia,2.67E-05,0.336,282401,0.983,0.00362,11,0.257,-1.812,0,0.128,113.711,4,0.131,0
Tremendous Strain,Science Of Sleep,0.00545,0.48,228923,0.984,0.283,3,0.588,-5.718,0,0.116,130.02,4,0.146,0
Of Talons and Teeth,Reaping Asmodeia,0.000273,0.285,232999,0.989,0.797,7,0.104,-4.407,1,0.147,140.019,4,0.201,0
Pitchblack,Walking Dead On Broadway,4.95E-05,0.428,221776,0.997,0.955,8,0.253,-3.587,1,0.185,149.998,4,0.0533,0
Zerotonin 2,Darknet,0.000283,0.256,197684,0.98,0.0196,3,0.618,-5.107,1,0.0964,94.99,4,0.11,0
False Hope,The Machinist,0.000102,0.491,309734,0.928,0.363,9,0.14,-3.866,1,0.0938,132.973,4,0.14,0
1208,Extortionist,0.000673,0.274,198011,0.925,0.156,1,0.47,-5.204,1,0.111,161.25,4,0.102,0
Plagues,The End At The Beginning,0.00125,0.217,255725,0.98,0.00139,5,0.287,-3.332,1,0.133,139.024,4,0.0658,0
Hear Me Out,Risking It All,4.58E-05,0.261,149278,0.863,7.33E-06,11,0.329,-7.199,1,0.0721,108.347,4,0.316,0
Down into the Abyss,Conjonctive,1.35E-05,0.517,256920,0.991,1.44E-05,9,0.0501,-2.406,0,0.112,120.026,4,0.194,0
Dance of the Witch,At Rest,0.000482,0.258,282101,0.905,0.000489,10,0.686,-4.897,1,0.136,112.94,4,0.16,0
New World Slaughter,Iconoclast,1.20E-05,0.484,328000,0.98,0.188,0,0.779,-1.939,1,0.075,119.997,4,0.165,0
FVNERAL MOON,Lorna Shore,6.56E-05,0.387,300000,0.967,0.226,5,0.337,-3.335,0,0.128,129.904,4,0.0536,0
Beautiful Agony,Within The Ruins,0.00029,0.424,271560,0.992,2.13E-05,5,0.322,-2.976,0,0.19,145.144,4,0.0914,0
Ways Of Transfiguration,Buried Side,0.000111,0.45,267000,0.986,0.251,1,0.0645,-2.384,1,0.151,159.976,4,0.172,0
Black Mammoth,Fit For An Autopsy,2.13E-05,0.222,278577,0.985,0.00644,7,0.775,-4.105,1,0.149,136.227,4,0.16,0
Solicitude,Belie My Burial,5.40E-05,0.455,210426,0.973,0.00193,1,0.365,-4.597,0,0.132,102.076,4,0.448,0
The Call of Mighty,Crucify Me Gently,0.000123,0.398,252005,0.955,0.458,7,0.299,-3.39,0,0.0698,100.03,4,0.134,0
Manufactured Existence,Lord of War,8.80E-06,0.399,267209,0.877,0.358,11,0.677,-5.418,0,0.0804,112.351,3,0.254,0
Bastard Son,God Of Nothing,3.28E-05,0.401,194000,0.921,0.753,6,0.359,-3.287,0,0.0781,102.035,4,0.372,0
The Shaping Sickness,Shadow of Intent,1.94E-05,0.209,246689,0.955,0.0118,11,0.0925,-4.527,1,0.143,199.988,4,0.114,0
Drown Me in Blood,Carnifex,1.56E-05,0.493,258868,0.964,0.00733,1,0.727,-3.079,1,0.0954,110.005,4,0.17,0
Inferno,"Above, Below",0.00115,0.339,219317,0.958,1.56E-05,9,0.651,-2.909,0,0.153,128.806,4,0.273,0
Debris,Paragon,5.32E-05,0.458,184482,0.957,8.97E-05,0,0.364,-6.16,1,0.107,120.006,4,0.154,0
"I, the Weak",The Voynich Code,1.45E-05,0.263,275719,0.896,0.876,6,0.363,-8.048,1,0.11,113.106,4,0.251,0
American Dream,Chelsea Grin,0.00192,0.482,198947,0.968,0.000454,6,0.108,-4.395,1,0.149,114.001,4,0.245,0
Temptress,Enterprise Earth,2.21E-05,0.379,256114,0.979,0.877,9,0.453,-3.77,1,0.107,140.029,4,0.156,0
Flag of the Beast,Emmure,2.05E-05,0.535,203500,0.974,0.000149,10,0.263,-3.566,0,0.172,116.956,4,0.431,0
Unanswered,Suicide Silence,1.69E-05,0.329,135653,0.993,0.641,6,0.342,-3.416,1,0.0969,116.461,4,0.372,0
Be My Valentine (feat. Dickie Allen),Brojob,4.55E-05,0.162,200961,0.957,0.867,10,0.669,-6.229,0,0.147,96.822,5,0.119,0
Prismatic Abyss,Aversions Crown,5.41E-06,0.389,220558,0.985,0.954,1,0.305,-2.795,0,0.112,135.019,4,0.0637,0
Right In,Skrillex,0.00631,0.636,180400,0.802,4.14E-05,2,0.059,-2.168,1,0.167,139.815,4,0.334,0
Bangarang (feat. Sirah),Skrillex,0.0145,0.716,215253,0.972,3.22E-05,7,0.317,-2.302,1,0.196,110.026,4,0.566,0
Breakn' A Sweat,Skrillex,0.0049,0.596,301987,0.921,0.00019,11,0.536,-2.5,0,0.074,139.969,4,0.232,0
The Devil's Den,Skrillex,0.00075,0.616,292907,0.946,0.0777,1,0.355,-2.876,1,0.0687,127.992,4,0.332,0
Right On Time,Skrillex,0.0106,0.633,245053,0.926,0.54,11,0.133,-4.749,0,0.0971,140.037,4,0.493,0
Kyoto (feat. Sirah),Skrillex,0.0012,0.605,200787,0.92,0.000596,4,0.483,-2.298,0,0.0713,174.974,4,0.22,0
Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex,0.654,0.176,414747,0.479,0.591,7,0.13,-7.471,0,0.0282,100.831,4,0.0622,0
Satellite,SALTNPAPER,0.218,0.385,232716,0.404,1.57E-06,8,0.113,-6.999,1,0.029,146.128,4,0.0703,0
Nosedive,Dynamic Duo,0.328,0.68,231679,0.593,0,1,0.105,-6.496,1,0.176,94.007,4,0.396,0
PIZZA,Oohyo,0.0171,0.726,212409,0.889,0.00106,6,0.0741,-4.251,0,0.0304,119.983,4,0.531,0
ìù´ëŒ€ë¡œ ì_ˆì–´ì_˜ì_” Stay With Me,ëè„ì‹œì´ùê°Å Dosichonggak,0.773,0.741,193217,0.219,2.84E-06,11,0.116,-11.944,1,0.0432,101.78,4,0.198,0
Stardust,Kevin Oh,0.498,0.587,246457,0.554,0.000663,1,0.106,-7.212,1,0.0424,80.013,4,0.431,0
Burning youth,Hyukoh,2.54E-05,0.321,128340,0.751,0.235,9,0.109,-4.655,1,0.0543,110.182,4,0.174,0
Wi Ing Wi Ing,Hyukoh,0.263,0.697,193605,0.692,0,7,0.104,-5.34,1,0.0511,124.829,4,0.275,0
Wonder,Standing Egg,0.712,0.483,229261,0.524,0,11,0.0975,-3.92,1,0.0261,91.878,4,0.519,0
I'll Pick You Up,Standing Egg,0.285,0.498,221293,0.436,0,6,0.06,-4.592,1,0.0304,79.871,4,0.261,0
VAMOS,Oohyo,0.0262,0.635,183781,0.575,0.00337,11,0.361,-8.8,0,0.0581,159.913,4,0.493,0
MWAH,Humming Urban Stereo,0.364,0.819,186817,0.677,0.0313,5,0.0915,-5.703,0,0.0423,94.975,4,0.93,0
Loop,NELL,0.564,0.676,238895,0.508,0.000142,2,0.101,-7.515,1,0.0577,106.015,4,0.327,0
With Me,Vanilla Acoustic,0.873,0.657,201667,0.427,0,0,0.109,-6.879,1,0.0377,144.014,4,0.24,0
Monster,PALGOU,0.0989,0.483,263979,0.747,0.000409,5,0.24,-4.363,1,0.0549,80.117,4,0.223,0
What 2 Do,DEAN,0.264,0.62,225800,0.529,0,5,0.354,-5.333,0,0.0353,94.951,4,0.572,0
For Me,Gyepy,0.669,0.751,230493,0.489,3.57E-06,8,0.177,-5.418,1,0.0343,140.013,4,0.468,0
Fallen in Love (Only With You),Jang Beom June,0.765,0.767,203263,0.445,0.000727,6,0.0897,-8.527,1,0.0328,119.923,4,0.375,0
Talk,10cm,0.164,0.844,226600,0.32,0,6,0.107,-9.532,0,0.0475,125.927,4,0.575,0
Black Out,PALGOU,0.253,0.743,237588,0.886,0.00267,8,0.714,-3.503,0,0.0831,109.961,4,0.397,0
Sleeping Habits,Donguy,0.107,0.54,204589,0.408,0.000811,0,0.111,-11.899,0,0.0457,159.813,4,0.655,0
Romance in Seoul,Neon Bunny,0.224,0.657,230000,0.536,0.00432,4,0.352,-7.073,1,0.0303,119.95,4,0.184,0
Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,0.532,0.549,200231,0.451,3.44E-05,1,0.0425,-10.302,0,0.15,85.296,4,0.621,0
Ki-dult,SBGB,0.859,0.762,175792,0.277,0,7,0.161,-9.263,1,0.0459,109.689,3,0.286,0
"ì§€ê¸ˆ ì—¬ê¸°, ìù´ê__ì—êì„œ (Duet With ë£¨ì‹œì•„) , ì§€ê¸ˆ ì—¬ê¸°, ìù´ê__ì—êì„œ",Sentimental Scenery,0.837,0.214,249727,0.484,9.66E-05,9,0.114,-5.44,1,0.0324,81.625,4,0.267,0
