Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,pork,other vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,pip fruit,grapes,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,hamburger meat,grapes,root vegetables,other vegetables,softener,kitchen towels,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
3,finished products,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,root vegetables,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,butter,yogurt,rolls/buns,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,curd,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,other vegetables,cream cheese,sweet spreads,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,hamburger meat,condensed milk,pastry,fruit/vegetable juice,salty snack,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags,,,,,,,,,,,,,,,,,,,,
5,yogurt,UHT-milk,frozen dessert,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,root vegetables,other vegetables,whole milk,oil,mustard,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda,,,,,,,,,,,,,,,,,,,,,,,,
3,herbs,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,chicken,pork,other vegetables,UHT-milk,white bread,pastry,pasta,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
14,beef,root vegetables,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,red/blush wine,snack products,dishes,light bulbs,shopping bags,,,,,,,,,,,,,,,,,,
5,root vegetables,packaged fruit/vegetables,rolls/buns,sugar,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,canned vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,white bread,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,sugar,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,salt,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,frozen vegetables,frozen meals,cereals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,yogurt,whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,other vegetables,dessert,cream cheese,rolls/buns,white bread,margarine,salty snack,waffles,specialty bar,female sanitary products,newspapers,,,,,,,,,,,,,,,,,,,,,
13,fish,tropical fruit,pip fruit,berries,whole milk,curd,yogurt,whipped/sour cream,condensed milk,instant coffee,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,,,,
7,pip fruit,beverages,frozen vegetables,frozen meals,bottled water,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
12,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,yogurt,rolls/buns,brown bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
1,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,meat,curd,yogurt,ice cream,oil,canned fish,soda,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,,,,
12,pork,onions,other vegetables,whole milk,curd,butter milk,whipped/sour cream,rolls/buns,liquor (appetizer),salty snack,waffles,newspapers,,,,,,,,,,,,,,,,,,,,
9,sausage,pip fruit,root vegetables,whole milk,yogurt,frozen potato products,pasta,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
10,pip fruit,root vegetables,UHT-milk,condensed milk,margarine,sugar,pudding powder,cocoa drinks,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,hard cheese,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,liver loaf,pip fruit,root vegetables,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,root vegetables,other vegetables,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,soda,red/blush wine,prosecco,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,dessert,cream cheese,mayonnaise,domestic eggs,pastry,canned fish,chocolate,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,roll products,dog food,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,whole milk,condensed milk,semi-finished bread,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,chicken,root vegetables,whole milk,butter,yogurt,sparkling wine,chocolate,softener,female sanitary products,napkins,kitchen towels,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,
14,meat,pork,pip fruit,root vegetables,other vegetables,whole milk,hard cheese,white bread,pasta,margarine,ketchup,cocoa drinks,chocolate,cling film/bags,,,,,,,,,,,,,,,,,,
9,citrus fruit,berries,butter,butter milk,yogurt,sliced cheese,frozen vegetables,frozen chicken,soda,,,,,,,,,,,,,,,,,,,,,,,
5,butter milk,cream cheese,rolls/buns,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,nuts/prunes,other vegetables,whole milk,ice cream,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
3,root vegetables,other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,other vegetables,frozen vegetables,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,butter,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,processed cheese,domestic eggs,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,root vegetables,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen vegetables,cat food,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,other vegetables,rolls/buns,salt,margarine,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
10,sausage,hamburger meat,citrus fruit,whole milk,pasta,soda,chewing gum,detergent,hygiene articles,kitchen towels,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,salty snack,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,other vegetables,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ham,other vegetables,whole milk,domestic eggs,sweet spreads,misc. beverages,salty snack,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
3,mayonnaise,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,frankfurter,ham,other vegetables,processed cheese,rolls/buns,white bread,potato products,coffee,bottled beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,
6,hamburger meat,butter,zwieback,Instant food products,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whipped/sour cream,domestic eggs,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beverages,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,pip fruit,yogurt,frozen vegetables,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,whole milk,dessert,whipped/sour cream,ice cream,coffee,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
14,sausage,tropical fruit,other vegetables,butter,butter milk,whipped/sour cream,cream,processed cheese,ice cream,white bread,spices,soda,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,whole milk,yogurt,whipped/sour cream,rolls/buns,cocoa drinks,bottled water,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,pork,root vegetables,herbs,other vegetables,whole milk,processed cheese,domestic eggs,margarine,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
2,salty snack,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,tropical fruit,other vegetables,whole milk,domestic eggs,white wine,detergent,softener,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,whipped/sour cream,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,soda,fruit/vegetable juice,salty snack,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,ice cream,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,domestic eggs,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,whole milk,dessert,pastry,Instant food products,canned fish,soda,bottled beer,red/blush wine,napkins,candles,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ham,hamburger meat,whole milk,processed cheese,white bread,potato products,artif. sweetener,instant coffee,bottled water,soda,fruit/vegetable juice,salty snack,specialty bar,detergent,shopping bags,,,,,,,,,,,,,,,,,
2,brandy,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,UHT-milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,finished products,citrus fruit,tropical fruit,grapes,berries,root vegetables,other vegetables,whole milk,spread cheese,brown bread,pastry,potato products,fruit/vegetable juice,chocolate,potted plants,shopping bags,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,cream cheese,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,butter milk,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,curd,frozen potato products,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled beer,liquor (appetizer),dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,yogurt,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UHT-milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,pip fruit,pickled vegetables,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,dessert,bottled water,soda,bottled beer,white wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,onions,other vegetables,whole milk,yogurt,domestic eggs,pastry,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,yogurt,sliced cheese,brown bread,margarine,bottled water,soda,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,
8,hamburger meat,other vegetables,whole milk,spread cheese,soda,canned beer,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,whole milk,coffee,bottled water,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pork,tropical fruit,pip fruit,whole milk,whipped/sour cream,detergent,softener,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,butter,sliced cheese,frozen meals,pastry,soda,fruit/vegetable juice,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,whole milk,butter milk,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,beverages,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,yogurt,pastry,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,other vegetables,whole milk,butter,rolls/buns,margarine,Instant food products,canned beer,detergent,,,,,,,,,,,,,,,,,,,,,,,
12,meat,root vegetables,other vegetables,yogurt,whipped/sour cream,hard cheese,frozen fruits,ice cream,domestic eggs,sweet spreads,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,tropical fruit,berries,root vegetables,other vegetables,yogurt,cream cheese,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,processed cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,condensed milk,rolls/buns,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,root vegetables,whole milk,butter milk,yogurt,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,sausage,citrus fruit,pip fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,butter,yogurt,beverages,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,rolls/buns,pastry,jam,cat food,,,,,,,,,,,,,,,,,,,,,,
9,butter,yogurt,cream cheese,spread cheese,rolls/buns,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,dessert,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,pip fruit,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,butter,sliced cheese,frozen meals,rolls/buns,brown bread,canned fruit,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
2,seasonal products,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,pip fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,rolls/buns,mustard,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pip fruit,beverages,pastry,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,citrus fruit,butter,domestic eggs,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,yogurt,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UHT-milk,condensed milk,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,brown bread,pastry,pasta,margarine,sugar,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
6,citrus fruit,other vegetables,whole milk,mayonnaise,rolls/buns,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,citrus fruit,pip fruit,other vegetables,whole milk,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,cream cheese,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,dog food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,root vegetables,whipped/sour cream,oil,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,meat,other vegetables,whole milk,rolls/buns,sugar,coffee,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,rolls/buns,brown bread,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pork,root vegetables,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,other vegetables,whipped/sour cream,frozen vegetables,margarine,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
12,beef,whole milk,curd,yogurt,hard cheese,domestic eggs,rolls/buns,white bread,oil,misc. beverages,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,
17,organic sausage,turkey,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese,processed cheese,white bread,sauces,bottled beer,waffles,candy,,,,,,,,,,,,,,,
2,frozen meals,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,meat,pip fruit,dessert,processed cheese,domestic eggs,rolls/buns,white bread,brown bread,pastry,semi-finished bread,candy,cookware,,,,,,,,,,,,,,,,,,,,
11,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,soft cheese,domestic eggs,rolls/buns,margarine,mustard,bottled water,,,,,,,,,,,,,,,,,,,,,
2,pip fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,berries,whipped/sour cream,rolls/buns,pickled vegetables,coffee,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
3,whipped/sour cream,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,hamburger meat,citrus fruit,whole milk,yogurt,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,sausage,rolls/buns,soda,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,root vegetables,other vegetables,whipped/sour cream,frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,pork,tropical fruit,whipped/sour cream,oil,coffee,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,long life bakery product,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,cream cheese,oil,canned beer,waffles,hygiene articles,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,brown bread,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,citrus fruit,onions,beverages,margarine,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,hard cheese,rolls/buns,specialty fat,mustard,long life bakery product,seasonal products,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,pip fruit,root vegetables,whole milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,beef,root vegetables,other vegetables,frozen vegetables,ice cream,rolls/buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,beverages,sauces,sweet spreads,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,pork,tropical fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,other vegetables,whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,tropical fruit,pip fruit,curd,beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
10,frankfurter,sausage,tropical fruit,root vegetables,whole milk,sliced cheese,frozen vegetables,mustard,pickled vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,
4,sausage,UHT-milk,bottled beer,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,butter,sugar,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,soft cheese,sliced cheese,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,root vegetables,other vegetables,yogurt,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,other vegetables,whole milk,yogurt,pasta,oil,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,liver loaf,chicken,other vegetables,frozen vegetables,margarine,detergent,softener,,,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,pip fruit,whole milk,cream cheese,sweet spreads,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,
1,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,curd,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ham,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,hamburger meat,margarine,soda,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pork,other vegetables,whole milk,frozen potato products,flour,oil,,,,,,,,,,,,,,,,,,,,,,,,,,
3,nuts/prunes,other vegetables,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
