Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
624,00:04:01.440000,Olga Yegorova,RUS,1972-03-28,5,Saint-Denis,2006-07-08,Women,1500 m
624,00:04:01.440000,Maryam Yusuf Jamal,BRN,1984-09-16,1,Oslo,2007-06-15,Women,1500 m
624,00:04:01.440000,Anna Alminova,RUS,1985-01-17,3,Eugene,2009-06-07,Women,1500 m
624,00:04:01.440000,Anna Willard,USA,1984-03-31,4,Eugene,2009-06-07,Women,1500 m
631,00:04:01.450000,Liu Li,CHN,1971-12-03,1,Beijing,1993-09-10,Women,1500 m
631,00:04:01.450000,Violeta Szekely,ROU,1965-03-26,1,Oslo,2001-07-13,Women,1500 m
631,00:04:01.450000,Yelena Zadorozhnaya,RUS,1977-03-12,2,Tula,2003-08-10,Women,1500 m
634,00:04:01.460000,Olga Yegorova,RUS,1972-03-28,2,Helsinki,2005-08-14,Women,1500 m
634,00:04:01.460000,Maryam Yusuf Jamal,BRN,1984-09-16,1,Rieti,2008-09-07,Women,1500 m
634,00:04:01.460000,Anna Shchagina,RUS,1991-07-12,8,Monaco,2015-07-17,Women,1500 m
634,00:04:01.460000,Ciara Mageean,IRL,1992-03-12,9,Saint-Denis,2016-08-27,Women,1500 m
638,00:04:01.470000,Getenesh Wami,ETH,1974-11-12,2,Stuttgart,1998-07-19,Women,1500 m
638,00:04:01.470000,Gelete Burka,ETH,1986-02-15,2,Rieti,2008-09-07,Women,1500 m
640,00:04:01.480000,Jackline Maranga,KEN,1977-12-16,2,Monaco,2003-09-13,Women,1500 m
640,00:04:01.480000,Oksana Zbrozhek,RUS,1978-12-01,3,Roma,2009-07-10,Women,1500 m
640,00:04:01.480000,Gabrielle Anderson,USA,1986-06-25,5,Monaco,2013-07-19,Women,1500 m
643,00:04:01.490000,Ulrike Bruns,GDR,1953-11-17,3,Cottbus,1982-06-26,Women,1500 m
643,00:04:01.490000,Doina Melinte,ROU,1956-12-27,1,Udine,1983-06-12,Women,1500 m
643,00:04:01.490000,Svetlana Kitova,TJK,1960-06-25,1,Moskva,1988-08-06,Women,1500 m
643,00:04:01.490000,Wang Qingfen,CHN,1973-03-27,3,Beijing,1993-09-10,Women,1500 m
643,00:04:01.490000,Violeta Szekely,ROU,1965-03-26,1,Monaco,1999-08-04,Women,1500 m
648,00:04:01.500000,Yekaterina Podkopayeva,RUS,1952-11-06,2,Stockholm,1994-07-12,Women,1500 m
648,00:04:01.500000,Natalya Gorelova,RUS,1973-04-18,8,Oslo,2000-07-28,Women,1500 m
648,00:04:01.500000,Maria Mutola,MOZ,1972-10-27,1,Roma,2002-07-12,Women,1500 m
648,00:04:01.500000,Natalia Rodríguez,ESP,1979-02-06,2,Barcelona,2011-07-22,Women,1500 m
652,00:04:01.510000,Morgan Uceny,USA,1985-10-03,3,Monaco,2011-07-22,Women,1500 m
653,00:04:01.520000,Ulrike Bruns,GDR,1953-11-17,4,Moskva,1980-07-30,Women,1500 m
653,00:04:01.520000,Mariem Alaoui Selsouli,MAR,1984-08-04,4,Osaka,2007-09-02,Women,1500 m
655,00:04:01.530000,Christine Benning,GBR,1955-03-30,3,Zürich,1979-08-15,Women,1500 m
656,00:04:01.540000,Brigitte Kraus,FRG,1956-12-08,1,Dortmund,1978-07-01,Women,1500 m
656,00:04:01.540000,Gabriela Szabo,ROU,1975-11-14,2,Atlanta,1996-08-03,Women,1500 m
656,00:04:01.540000,Lisa Dobriskey,GBR,1983-12-23,4,Barcelona,2010-08-01,Women,1500 m
656,00:04:01.540000,Eunice Sum,KEN,1988-10-04,6,Eugene,2014-05-31,Women,1500 m
660,00:04:01.550000,Wang Junxia,CHN,1973-09-01,2,Beijing,1993-09-10,Women,1500 m
660,00:04:01.550000,Violeta Szekely,ROU,1965-03-26,1,Saint-Denis,2001-07-06,Women,1500 m
660,00:04:01.550000,Natalya Gorelova,RUS,1973-04-18,3,Berlin,2001-08-31,Women,1500 m
663,00:04:01.570000,Natalya Artyomova,RUS,1963-05-01,5,Kiev,1984-06-24,Women,1500 m
663,00:04:01.570000,Lyubov Kremlyova,RUS,1961-12-21,3,Kiev,1986-07-17,Women,1500 m
663,00:04:01.570000,Natalya Yevkodimova,RUS,1978-03-17,2,Tula,2004-08-01,Women,1500 m
663,00:04:01.570000,Jennifer Simpson,USA,1986-08-23,4,Eugene,2016-05-28,Women,1500 m
667,00:04:01.580000,Natalia Marasescu,ROU,1952-03-10,1,Bucuresti,1978-08-11,Women,1500 m
667,00:04:01.580000,Yekaterina Podkopayeva,RUS,1952-11-06,1,Köln,1994-08-21,Women,1500 m
667,00:04:01.580000,Maryam Yusuf Jamal,BRN,1984-09-16,1,Stuttgart,2006-09-09,Women,1500 m
670,00:04:01.590000,Mimi Belete,BRN,1988-09-06,6,Saint-Denis,2010-07-16,Women,1500 m
670,00:04:01.590000,Morgan Uceny,USA,1985-10-03,4,Roma,2012-05-31,Women,1500 m
672,00:04:01.600000,Maricica Puica,ROU,1950-07-29,5,Moskva,1979-07-29,Women,1500 m
672,00:04:01.600000,Lyubov Smolka,UKR,1952-11-29,1,Moskva,1980-07-04,Women,1500 m
672,00:04:01.600000,Ulrike Bruns,GDR,1953-11-17,1,Potsdam,1984-05-31,Women,1500 m
672,00:04:01.600000,Ulrike Bruns,GDR,1953-11-17,1,Potsdam,1982-08-18,Women,1500 m
672,00:04:01.600000,Hayley Tullett,GBR,1973-02-17,3,Monaco,2003-09-13,Women,1500 m
672,00:04:01.600000,Tatyana Tomashova,RUS,1975-01-07,3,Tula,2004-08-01,Women,1500 m
672,00:04:01.600000,Nancy Jebet Langat,KEN,1981-08-22,1,New York City,2010-06-12,Women,1500 m
672,00:04:01.600000,Maryam Yusuf Jamal,BRN,1984-09-16,1,Roma,2011-05-26,Women,1500 m
680,00:04:01.610000,Yekaterina Podkopayeva,RUS,1952-11-06,3,Praha,1984-08-18,Women,1500 m
680,00:04:01.610000,Angela Chalmers,CAN,1963-06-09,1,Paris,1994-09-03,Women,1500 m
680,00:04:01.610000,Shannon Rowbury,USA,1984-09-19,1,Carson,2008-05-18,Women,1500 m
680,00:04:01.610000,Irina Lishchinskaya,UKR,1976-01-15,2,Athínai,2008-07-13,Women,1500 m
684,00:04:01.620000,Lyudmila Rogachova,RUS,1966-10-10,4,Monaco,1992-08-11,Women,1500 m
684,00:04:01.620000,Genzebe Dibaba,ETH,1991-08-02,2,Roma,2013-06-06,Women,1500 m
684,00:04:01.620000,Sifan Hassan,NED,1993-01-01,3,Stockholm,2014-08-21,Women,1500 m
687,00:04:01.630000,Maria Mutola,MOZ,1972-10-27,4,Oslo,1996-07-05,Women,1500 m
687,00:04:01.630000,Sarah Jamieson,AUS,1975-03-24,3,Monaco,2006-08-20,Women,1500 m
687,00:04:01.630000,Irina Lishchinskaya,UKR,1976-01-15,2,Beijing,2008-08-23,Women,1500 m
687,00:04:01.630000,Nancy Jebet Langat,KEN,1981-08-22,1,Ad-Dawhah,2010-05-14,Women,1500 m
687,00:04:01.630000,Shannon Rowbury,USA,1984-09-19,4,Rieti,2010-08-29,Women,1500 m
687,00:04:01.630000,Mimi Belete,BRN,1988-09-06,7,Zürich,2014-08-28,Women,1500 m
693,00:04:01.640000,Naomi Mugo,KEN,1977-02-01,4,Zürich,2000-08-11,Women,1500 m
693,00:04:01.640000,Jackline Maranga,KEN,1977-12-16,5,Saint-Denis,2003-08-31,Women,1500 m
693,00:04:01.640000,Nancy Jebet Langat,KEN,1981-08-22,6,Zürich,2009-08-28,Women,1500 m
693,00:04:01.640000,Mimi Belete,BRN,1988-09-06,2,Stockholm,2010-08-06,Women,1500 m
697,00:04:01.650000,Sifan Hassan,NED,1993-01-01,3,Eugene,2015-05-30,Women,1500 m
698,00:04:01.660000,Tamara Koba,UKR,1957-02-24,5,Leningrad,1981-07-26,Women,1500 m
698,00:04:01.660000,Zhang Linli,CHN,1973-06-03,3,Beijing,1993-09-10,Women,1500 m
698,00:04:01.660000,Anita Weyermann,SUI,1977-08-12,2,Monaco,1999-08-04,Women,1500 m
701,00:04:01.670000,Fita Lovin,ROU,1951-01-14,2,Rieti,1981-09-09,Women,1500 m
701,00:04:01.670000,Nadezhda Ralldugina,RUS,1957-11-15,3,Leningrad,1983-07-26,Women,1500 m
703,00:04:01.680000,Maricica Puica,ROU,1950-07-29,5,Moskva,1980-07-30,Women,1500 m
703,00:04:01.680000,Daniela Yordanova,BUL,1976-08-03,1,Kalamáta,2001-06-02,Women,1500 m
703,00:04:01.680000,Anna Willard,USA,1984-03-31,4,Monaco,2009-07-28,Women,1500 m
706,00:04:01.690000,Tatyana Pozdnyakova,UKR,1956-04-03,1,Kiev,1983-08-27,Women,1500 m
706,00:04:01.690000,Yan Wei,CHN,1973-04-10,4,Beijing,1993-09-10,Women,1500 m
706,00:04:01.690000,Suzy Favor Hamilton,USA,1968-08-08,3,Roma,2003-07-11,Women,1500 m
706,00:04:01.690000,Tatyana Tomashova,RUS,1975-01-07,3,Roma,2004-07-02,Women,1500 m
706,00:04:01.690000,Ibtissam Lakhouad,MAR,1980-07-12,3,Shanghai,2012-05-19,Women,1500 m
711,00:04:01.700000,Yekaterina Podkopayeva,RUS,1952-11-06,2,Moskva,1980-07-04,Women,1500 m
711,00:04:01.700000,Lyudmila Shesterova,UKR,1956-12-10,3,Moskva,1980-07-04,Women,1500 m
711,00:04:01.700000,Mary Slaney,USA,1958-04-08,1,Paris,1982-07-09,Women,1500 m
711,00:04:01.700000,Fita Lovin,ROU,1951-01-14,2,Bucuresti,1984-06-09,Women,1500 m
711,00:04:01.700000,Galina Zakharova,RUS,1956-07-09,1,Chelyabinsk,1984-07-28,Women,1500 m
711,00:04:01.700000,Hildegard Körner,GDR,1959-12-20,2,Berlin,1987-08-12,Women,1500 m
711,00:04:01.700000,Sonia O'Sullivan,IRL,1969-11-28,8,Oslo,2000-07-28,Women,1500 m
711,00:04:01.700000,Violeta Szekely,ROU,1965-03-26,2,Edmonton,2001-08-07,Women,1500 m
711,00:04:01.700000,Alesya Turova,BLR,1979-06-12,2,Roma,2002-07-12,Women,1500 m
720,00:04:01.710000,Li Ying,CHN,1975-06-24,4,Beijing,1993-09-10,Women,1500 m
720,00:04:01.710000,Kutre Dulecha,ETH,1978-08-22,1,Nice,1998-07-16,Women,1500 m
722,00:04:01.720000,Ulrike Bruns,GDR,1953-11-17,1,Dresden,1982-07-03,Women,1500 m
722,00:04:01.720000,Sonia O'Sullivan,IRL,1969-11-28,1,Rieti,1993-09-05,Women,1500 m
722,00:04:01.720000,Yelena Zadorozhnaya,RUS,1977-03-12,2,Lausanne,2004-07-06,Women,1500 m
722,00:04:01.720000,Christin Wurth-Thomas,USA,1980-11-07,5,Eugene,2009-06-07,Women,1500 m
722,00:04:01.720000,Mimi Belete,BRN,1988-09-06,2,Stockholm,2012-08-17,Women,1500 m
727,00:04:01.730000,Tatyana Dorovskikh,UKR,1961-12-08,3,Zürich,1992-08-19,Women,1500 m
727,00:04:01.730000,Liu Dong,CHN,1973-12-24,5,Beijing,1993-09-10,Women,1500 m
727,00:04:01.730000,Angela Chalmers,CAN,1963-06-09,2,London,1994-09-09,Women,1500 m
727,00:04:01.730000,Lyudmila Rogachova,RUS,1966-10-10,1,Tula,2000-07-26,Women,1500 m
727,00:04:01.730000,Maryam Yusuf Jamal,BRN,1984-09-16,1,Lausanne,2005-07-05,Women,1500 m
727,00:04:01.730000,Anna Mishchenko,UKR,1983-08-25,4,Bruxelles,2011-09-16,Women,1500 m
733,00:04:01.760000,Yekaterina Rozenberg,RUS,1980-01-23,3,Tula,2003-08-10,Women,1500 m
733,00:04:01.760000,Tatyana Tomashova,RUS,1975-01-07,1,Cheboksary,2012-07-05,Women,1500 m
735,00:04:01.770000,Andrea Hahmann,GER,1966-03-06,1,Potsdam,1987-06-06,Women,1500 m
735,00:04:01.770000,Regina Jacobs,USA,1963-08-28,1,Bruxelles,1996-08-23,Women,1500 m
735,00:04:01.770000,Yekaterina Kostetskaya,RUS,1986-12-31,1,Cheboksary,2011-07-24,Women,1500 m
738,00:04:01.780000,Doina Melinte,ROU,1956-12-27,1,Paris,1987-07-16,Women,1500 m
738,00:04:01.780000,Natalya Tobias,UKR,1980-11-22,3,Beijing,2008-08-23,Women,1500 m
738,00:04:01.780000,Linden Hall,AUS,1991-06-29,5,Eugene,2016-05-28,Women,1500 m
741,00:04:01.790000,Christiane Wartenberg,GDR,1956-10-27,1,Potsdam,1980-06-01,Women,1500 m
741,00:04:01.790000,Diana Richburg,USA,1963-02-07,7,Roma,1987-09-05,Women,1500 m
741,00:04:01.790000,Wang Yuan,CHN,1976-08-04,5,Beijing,1993-09-10,Women,1500 m
741,00:04:01.790000,Carla Sacramento,POR,1971-10-12,5,Zürich,2000-08-11,Women,1500 m
741,00:04:01.790000,Joanne Pavey,GBR,1973-09-20,4,Monaco,2003-09-13,Women,1500 m
741,00:04:01.790000,Sifan Hassan,NED,1993-01-01,1,Hengelo,2014-06-08,Women,1500 m
747,00:04:01.800000,Tatyana Providokhina,RUS,1953-03-26,4,Sochi,1980-05-23,Women,1500 m
747,00:04:01.800000,Alla Yushina,RUS,1958-08-20,5,Moskva,1984-08-03,Women,1500 m
747,00:04:01.800000,Kutre Dulecha,ETH,1978-08-22,2,Oslo,1998-07-09,Women,1500 m
747,00:04:01.800000,Nouria Mérah-Benida,ALG,1970-10-19,6,Zürich,2000-08-11,Women,1500 m
747,00:04:01.800000,Naomi Mugo,KEN,1977-02-01,5,Bruxelles,2003-09-05,Women,1500 m
752,00:04:01.810000,Zola Pieterse,RSA,1966-05-26,1,Port Elizabeth,1984-03-31,Women,1500 m
752,00:04:01.810000,Suzy Favor Hamilton,USA,1968-08-08,2,Sacramento,2000-07-16,Women,1500 m
752,00:04:01.810000,Tatyana Tomashova,RUS,1975-01-07,1,Eugene,2006-05-28,Women,1500 m
755,00:04:01.820000,Lu Yi,CHN,1974-10-04,6,Beijing,1993-09-10,Women,1500 m
755,00:04:01.820000,Irina Lishchinskaya,UKR,1976-01-15,2,Oslo,2007-06-15,Women,1500 m
757,00:04:01.830000,Christine Benning,GBR,1955-03-30,2,Gateshead,1984-07-06,Women,1500 m
757,00:04:01.830000,Svetlana Kitova,TJK,1960-06-25,4,Kiev,1986-07-17,Women,1500 m
757,00:04:01.830000,Daniela Yordanova,BUL,1976-08-03,6,Bruxelles,2003-09-05,Women,1500 m
757,00:04:01.830000,Lisa Dobriskey,GBR,1983-12-23,4,Lausanne,2010-07-08,Women,1500 m
761,00:04:01.840000,Ivana Kubesová,CZE,1962-05-26,1,Budapest,1986-08-11,Women,1500 m
761,00:04:01.840000,Yvonne Graham,JAM,1965-08-22,2,Monaco,1995-07-25,Women,1500 m
761,00:04:01.840000,Natalya Gorelova,RUS,1973-04-18,2,Roma,2001-06-29,Women,1500 m
764,00:04:01.850000,Olga Dvirna,RUS,1953-11-02,1,Moskva,1982-06-12,Women,1500 m
764,00:04:01.850000,Ulrike Bruns,GDR,1953-11-17,1,Karl-Marx-Stadt,1982-07-09,Women,1500 m
764,00:04:01.850000,Natalya Artyomova,RUS,1963-05-01,1,Sochi,1984-06-10,Women,1500 m
764,00:04:01.850000,Hassiba Boulmerka,ALG,1968-10-07,2,Paris,1994-09-03,Women,1500 m
764,00:04:01.850000,Olga Yegorova,RUS,1972-03-28,1,Saint-Denis,2005-07-01,Women,1500 m
764,00:04:01.850000,Natalya Yevkodimova,RUS,1978-03-17,4,Cheboksary,2012-07-06,Women,1500 m
764,00:04:01.850000,Faith Kipyegon,KEN,1994-10-01,1,Nairobi,2015-08-01,Women,1500 m
771,00:04:01.860000,Lyubov Kremlyova,RUS,1961-12-21,2,Köln,1994-08-21,Women,1500 m
771,00:04:01.860000,Carla Sacramento,POR,1971-10-12,1,Monaco,1997-08-16,Women,1500 m
771,00:04:01.860000,Senbere Teferi,ETH,1995-03-05,3,Ad-Dawhah,2015-05-15,Women,1500 m
771,00:04:01.860000,Faith Kipyegon,KEN,1994-10-01,7,Zürich,2016-09-01,Women,1500 m
775,00:04:01.880000,Jackline Maranga,KEN,1977-12-16,5,Bruxelles,1998-08-28,Women,1500 m
776,00:04:01.890000,Hannah England,GBR,1987-06-03,3,Barcelona,2011-07-22,Women,1500 m
777,00:04:01.900000,Bouchra Ghézielle,FRA,1979-05-19,2,Athínai,2005-06-14,Women,1500 m
778,00:04:01.910000,Malgorzata Rydz,POL,1967-01-18,7,Barcelona,1992-08-08,Women,1500 m
778,00:04:01.910000,Violeta Szekely,ROU,1965-03-26,5,Zürich,1998-08-12,Women,1500 m
778,00:04:01.910000,Kelly Holmes,GBR,1970-04-19,3,Roma,2002-07-12,Women,1500 m
781,00:04:01.920000,Yekaterina Podkopayeva,RUS,1952-11-06,3,Paris,1994-09-03,Women,1500 m
782,00:04:01.930000,Zola Pieterse,GBR,1966-05-26,1,Birmingham,1986-06-07,Women,1500 m
782,00:04:01.930000,Sonia O'Sullivan,IRL,1969-11-28,5,Monaco,1992-08-11,Women,1500 m
782,00:04:01.930000,Carla Sacramento,POR,1971-10-12,1,Barcelona,1999-07-29,Women,1500 m
785,00:04:01.940000,Tatyana Tomashova,RUS,1975-01-07,4,Athínai,2006-07-03,Women,1500 m
786,00:04:01.950000,Ulrike Bruns,GDR,1953-11-17,1,Leipzig,1978-07-02,Women,1500 m
786,00:04:01.950000,Ulrike Bruns,GDR,1953-11-17,4,Zürich,1985-08-21,Women,1500 m
786,00:04:01.950000,Doina Melinte,ROU,1956-12-27,2,Budapest,1986-08-11,Women,1500 m
786,00:04:01.950000,Yelena Soboleva,RUS,1982-03-10,4,Monaco,2006-08-20,Women,1500 m
786,00:04:01.950000,Tatyana Tomashova,RUS,1975-01-07,5,Moskva,2012-06-13,Women,1500 m
791,00:04:01.960000,Yelena Sipatova,RUS,1955-07-06,3,Moskva,1981-08-07,Women,1500 m
791,00:04:01.960000,Ravilya Agletdinova,BLR,1960-10-02,1,Verona,1984-06-01,Women,1500 m
791,00:04:01.960000,Gabriella Dorio,ITA,1957-06-26,4,Rieti,1984-09-02,Women,1500 m
791,00:04:01.960000,Yekaterina Podkopayeva,RUS,1952-11-06,3,Leningrad,1985-08-02,Women,1500 m
791,00:04:01.960000,Kelly Holmes,GBR,1970-04-19,4,Roma,2003-07-11,Women,1500 m
791,00:04:01.960000,Abebe Arigawi,ETH,1990-05-07,1,Heusden-Zolder,2010-07-10,Women,1500 m
797,00:04:01.970000,Alesya Turova,BLR,1979-06-12,3,Berlin,2002-09-06,Women,1500 m
797,00:04:01.970000,Shannon Rowbury,USA,1984-09-19,2,Lausanne,2008-09-02,Women,1500 m
797,00:04:01.970000,Abeba Aregawi,SWE,1990-05-07,2,Birmingham,2015-06-07,Women,1500 m
800,00:04:01.980000,Lidia Chojecka,POL,1977-01-25,6,Saint-Denis,2006-07-08,Women,1500 m
800,00:04:01.980000,Abebe Arigawi,ETH,1990-05-07,3,Stockholm,2010-08-06,Women,1500 m
800,00:04:01.980000,Mimi Belete,BRN,1988-09-06,5,Shanghai,2014-05-18,Women,1500 m
803,00:04:01.990000,Courtney Babcock,CAN,1972-06-30,7,Bruxelles,2003-09-05,Women,1500 m
803,00:04:01.990000,Maryam Yusuf Jamal,BRN,1984-09-16,2,Lausanne,2009-07-07,Women,1500 m
803,00:04:01.990000,Caster Semenya,RSA,1991-07-01,1,Durban,2016-06-24,Women,1500 m
806,00:04:02,Lyubov Smolka,UKR,1952-11-29,1,Donetsk,1979-06-28,Women,1500 m
806,00:04:02,Svetlana Guskova,MDA,1959-08-19,6,Moskva,1979-07-29,Women,1500 m
806,00:04:02,Zamira Zaytseva,UZB,1953-02-16,1,Tbilisi,1981-06-26,Women,1500 m
806,00:04:02,Mary Slaney,USA,1958-04-08,1,Oslo,1982-06-26,Women,1500 m
806,00:04:02,Olga Dvirna,RUS,1953-11-02,2,Leningrad,1981-07-11,Women,1500 m
806,00:04:02,Meseret Defar,ETH,1983-11-19,2,New York City,2010-06-12,Women,1500 m
812,00:04:02.020000,Anna Alminova,RUS,1985-01-17,1,Kazan,2008-07-20,Women,1500 m
813,00:04:02.030000,Yekaterina Podkopayeva,RUS,1952-11-06,8,Barcelona,1992-08-08,Women,1500 m
813,00:04:02.030000,Natalya Gorelova,RUS,1973-04-18,2,Saint-Denis,2001-07-06,Women,1500 m
813,00:04:02.030000,Joanne Pavey,GBR,1973-09-20,5,Roma,2003-07-11,Women,1500 m
813,00:04:02.030000,Hannah England,GBR,1987-06-03,5,Bruxelles,2011-09-16,Women,1500 m
817,00:04:02.040000,Lyubov Kremlyova,RUS,1961-12-21,6,Kiev,1984-06-24,Women,1500 m
817,00:04:02.040000,Abebe Arigawi,ETH,1990-05-07,3,Stockholm,2012-08-17,Women,1500 m
819,00:04:02.050000,Maricica Puica,ROU,1950-07-29,3,Rieti,1981-09-09,Women,1500 m
819,00:04:02.050000,Zamira Zaytseva,UZB,1953-02-16,7,Kiev,1984-06-24,Women,1500 m
819,00:04:02.050000,Cornelia Bürki,SUI,1953-03-10,2,Paris,1985-07-13,Women,1500 m
819,00:04:02.050000,Eunice Sum,KEN,1988-10-04,5,Ad-Dawhah,2013-05-10,Women,1500 m
823,00:04:02.060000,Tatyana Tomashova,RUS,1975-01-07,2,Kazan,2004-07-09,Women,1500 m
824,00:04:02.080000,Svetlana Kitova,TJK,1960-06-25,3,Zürich,1989-08-17,Women,1500 m
824,00:04:02.080000,Geraldine Hendricken,IRL,1970-04-19,3,Paris,2002-09-14,Women,1500 m
824,00:04:02.080000,Hind Dehiba,FRA,1979-03-17,5,Monaco,2005-09-09,Women,1500 m
827,00:04:02.090000,Doina Melinte,ROU,1956-12-27,1,Edinburgh,1989-07-07,Women,1500 m
827,00:04:02.090000,Nancy Jebet Langat,KEN,1981-08-22,1,Hengelo,2010-05-30,Women,1500 m
829,00:04:02.100000,Lyudmila Kalnitskaya,RUS,1953-03-01,1,Podolsk,1978-08-13,Women,1500 m
829,00:04:02.100000,Totka Petrova,BUL,1956-12-17,1,Sofia,1979-07-27,Women,1500 m
829,00:04:02.100000,Maricica Puica,ROU,1950-07-29,4,Moskva,1980-07-04,Women,1500 m
829,00:04:02.100000,Olga Churbanova,RUS,1965-07-16,3,Köln,1994-08-21,Women,1500 m
829,00:04:02.100000,Carla Sacramento,POR,1971-10-12,2,Nice,1998-07-16,Women,1500 m
829,00:04:02.100000,Maria Cioncan,ROU,1977-06-19,1,Bucuresti,2002-06-08,Women,1500 m
829,00:04:02.100000,Viola Kibiwott,KEN,1983-12-22,5,Osaka,2007-09-02,Women,1500 m
829,00:04:02.100000,Lisa Dobriskey,GBR,1983-12-23,4,Beijing,2008-08-23,Women,1500 m
829,00:04:02.100000,Tatyana Tomashova,RUS,1975-01-07,2,London,2012-08-08,Women,1500 m
838,00:04:02.110000,Angela Chalmers,CAN,1963-06-09,6,Monaco,1992-08-11,Women,1500 m
838,00:04:02.110000,Abeba Aregawi,SWE,1990-05-07,1,Lausanne,2013-07-04,Women,1500 m
838,00:04:02.110000,Helen Obiri,KEN,1989-12-13,1,Beijing,2016-05-18,Women,1500 m
841,00:04:02.120000,Svetlana Guskova,MDA,1959-08-19,2,Moskva,1982-06-12,Women,1500 m
841,00:04:02.120000,Maricica Puica,ROU,1950-07-29,1,Riccione,1982-08-22,Women,1500 m
841,00:04:02.120000,Li Ying,CHN,1975-06-24,9,Beijing,1993-09-11,Women,1500 m
841,00:04:02.120000,Angela Chalmers,CAN,1963-06-09,1,Abbotsford,1994-08-06,Women,1500 m
841,00:04:02.120000,Meskerem Assefa,ETH,1985-09-20,2,Roma,2011-05-26,Women,1500 m
846,00:04:02.130000,Ulrike Bruns,GDR,1953-11-17,1,Montréal,1976-07-29,Women,1500 m
846,00:04:02.130000,Lyudmila Medvedyeva,RUS,1957-01-18,4,Leningrad,1985-08-02,Women,1500 m
846,00:04:02.130000,Kirsty Wade,GBR,1962-06-08,1,Gateshead,1987-06-13,Women,1500 m
846,00:04:02.130000,Lyudmila Borisova,RUS,1966-08-03,2,Sankt Peterburg,1996-07-04,Women,1500 m
846,00:04:02.130000,Sonja Roman,SLO,1979-11-03,4,Roma,2009-07-10,Women,1500 m
846,00:04:02.130000,Lisa Dobriskey,GBR,1983-12-23,5,Saint-Denis,2012-07-06,Women,1500 m
852,00:04:02.150000,Elana Meyer,RSA,1966-10-10,1,Cape Town,1992-03-21,Women,1500 m
852,00:04:02.150000,Regina Jacobs,USA,1963-08-28,3,Monaco,1994-08-02,Women,1500 m
852,00:04:02.150000,Yelena Zadorozhnaya,RUS,1977-03-12,1,Eugene,2004-06-19,Women,1500 m
852,00:04:02.150000,Gelete Burka,ETH,1986-02-15,1,Shanghai,2009-09-20,Women,1500 m
856,00:04:02.160000,Qu Yunxia,CHN,1972-12-25,1,Nanjing,1992-05-18,Women,1500 m
856,00:04:02.160000,Yelena Zadorozhnaya,RUS,1977-03-12,1,Tula,2001-06-09,Women,1500 m
856,00:04:02.160000,Irina Lishchinskaya,UKR,1976-01-15,4,Rieti,2006-08-27,Women,1500 m
856,00:04:02.160000,Gelete Burka,ETH,1986-02-15,2,Ad-Dawhah,2010-05-14,Women,1500 m
856,00:04:02.160000,Siham Hilali,MAR,1986-02-05,4,Eugene,2013-06-01,Women,1500 m
861,00:04:02.170000,Bouchra Ghézielle,FRA,1979-05-19,9,Rieti,2005-08-28,Women,1500 m
861,00:04:02.170000,Irina Lishchinskaya,UKR,1976-01-15,2,Saint-Denis,2007-07-06,Women,1500 m
863,00:04:02.180000,Maryam Yusuf Jamal,BRN,1984-09-16,3,London,2012-08-08,Women,1500 m
864,00:04:02.190000,Judit Varga,HUN,1976-04-16,6,Roma,2003-07-11,Women,1500 m
865,00:04:02.200000,Tamara Koba,UKR,1957-02-24,5,Moskva,1980-06-12,Women,1500 m
865,00:04:02.200000,Ulrike Bruns,GDR,1953-11-17,7,Praha,1978-09-03,Women,1500 m
865,00:04:02.200000,Natalya Artyomova,RUS,1963-05-01,1,Kiev,1984-06-22,Women,1500 m
865,00:04:02.200000,Doina Melinte,ROU,1956-12-27,1,Berlin,1990-07-04,Women,1500 m
865,00:04:02.200000,Lidia Chojecka,POL,1977-01-25,5,Rieti,2006-08-27,Women,1500 m
865,00:04:02.200000,Ingvill Måkestad Bovim,NOR,1981-07-08,5,Rieti,2010-08-29,Women,1500 m
871,00:04:02.210000,Ulrike Bruns,GDR,1953-11-17,2,Zagreb,1981-08-16,Women,1500 m
871,00:04:02.210000,Ulrike Bruns,GDR,1953-11-17,2,Potsdam,1987-06-06,Women,1500 m
871,00:04:02.210000,Doina Melinte,ROU,1956-12-27,1,Bruxelles,1989-08-25,Women,1500 m
871,00:04:02.210000,Violeta Szekely,ROU,1965-03-26,3,Zürich,1991-08-07,Women,1500 m
871,00:04:02.210000,Hassiba Boulmerka,ALG,1968-10-07,1,Tokyo,1991-08-31,Women,1500 m
871,00:04:02.210000,Olga Nelyubova,RUS,1964-12-06,7,Zürich,2000-08-11,Women,1500 m
871,00:04:02.210000,Alesya Turova,BLR,1979-06-12,3,Athínai,2005-06-14,Women,1500 m
871,00:04:02.210000,Mercy Cherono,KEN,1991-07-05,2,Nairobi,2015-08-01,Women,1500 m
879,00:04:02.220000,Natalya Artyomova,RUS,1963-05-01,1,Erfurt,1985-06-22,Women,1500 m
879,00:04:02.220000,Wang Qingfen,CHN,1973-03-27,10,Shanghai,1997-10-18,Women,1500 m
881,00:04:02.230000,Natalya Boborova,RUS,1959-12-02,4,Leningrad,1983-07-26,Women,1500 m
881,00:04:02.230000,Paula Ivan,ROU,1963-07-20,1,Rieti,1989-09-03,Women,1500 m
881,00:04:02.230000,Yelena Kanales,RUS,1976-07-02,4,Tula,2006-06-15,Women,1500 m
