rank,title,studio,lifetime_gross,year
7267,Extreme Job,CJ,1565885,2019
7268,Girlfight,SGem,1565852,2000
7269,Another Woman,Orion,1562749,1988
7270,A Late Quartet,EOne,1562546,2012
7271,A Handful of Dust,NL,1560700,1988
7272,Persecuted,MNE,1558836,2014
7273,Zebrahead,Triu,1557771,1992
7274,Ararat,Mira.,1555959,2002
7275,"Truly, Madly, Deeply",Gold.,1554742,1991
7276,Bless Me Ultima,Aren,1553826,2013
7277,Beautiful Thing,Sony,1548120,1996
7278,The Haunting of Morella,Conc,1547867,1990
7279,Two Moon Junction,Lori,1547397,1988
7280,A Royal Affair,Magn.,1546761,2012
7281,In God's Hands,Sony,1546414,1998
7282,Withnail and I,Cinpx,1544889,1987
7283,Operation Red Sea,WGUSA,1543547,2018
7284,One False Move,IRS,1543112,1992
7285,Mystery Train,OrionC,1541218,1989
7286,Year of the Dog,ParV,1540141,2007
7287,Awake: The Life of Yogananda,CF&SR,1539680,2014
7288,Three for the Road,NCeV,1539000,1987
7289,Fed Up,RTWC,1538899,2014
7290,Last Embrace,MGM,1537125,1979
7291,Dogville,Lions,1535286,2004
7292,After the Wedding,IFC,1534584,2007
7293,Destroyer,Annapurna,1533324,2018
7294,Delhi Belly,UTV,1532594,2011
7295,The Last of the Finest,Orion,1531489,1990
7296,Murderball,Think,1531154,2005
7297,Lianna,MGM,1530839,1983
7298,Trust the Man,FoxS,1530535,2006
7299,A Taxi Driver,WGUSA,1527829,2017
7300,A Midnight Clear,Istr,1526697,1992
7301,Misunderstood,MGM,1525532,1984
7302,Sword Art Online: The Movie - Ordinal Scale,Elev.,1522976,2017
7303,Inhumans,IMAX,1521787,2017
7304,The Other Side of Heaven 2: Fire of Faith,AAE,1520940,2019
7305,Stepfather 2,Mira.,1519796,1989
7306,Being Human,WB,1519366,1994
7307,Kon-Tiki,Wein.,1517410,2013
7308,Life Is Sweet,Oct.,1516414,1991
7309,"I, the Jury",Fox,1515578,1982
7310,The Double Hour,Gold.,1514942,2011
7311,Finding Vivian Maier,IFC,1514782,2014
7312,Raajneeti,UTV,1514558,2010
7313,Leaving Normal,Uni.,1514114,1992
7314,Jane Got a Gun,Wein.,1513793,2016
7315,Streets,Conc,1510053,1990
7316,Bill Cunningham New York,Zeit.,1510026,2011
7317,The Kid (2019),LGF,1508593,2019
7318,Married Life,SPC,1507990,2008
7319,The Square,Magn.,1502347,2017
7320,Night Watch (Nochnoi Dozor),FoxS,1502188,2006
7321,Company Business,MGM,1501785,1991
7322,At Long Last Love,Fox,1500000,1975
7323,The Whistle Blower,Hemd,1500000,1987
7324,Salvador,Hemd,1500000,1986
7325,Priceless (2016),RAtt.,1499605,2016
7326,M. Butterfly,WB,1498795,1993
7327,Departures,Reg.,1498210,2009
7328,A Dangerous Woman,Gram.,1497222,1993
7329,Che,IFC,1497109,2008
7330,A Cry in the Wild,Conc,1494969,1990
7331,The Field,Ave,1494399,1990
7332,Garbo Talks,MGM,1493782,1984
7333,Bollywood/Hollywood,Cineb.,1492472,2002
7334,L'Age des Tenebres,All.,1491525,2007
7335,Julieta,SPC,1490948,2016
7336,Mully,Fathom,1489771,2017
7337,Evelyn,MGM,1487645,2002
7338,The 2nd Animation Celebration,EXPe,1487606,1989
7339,Toni Erdmann,SPC,1479387,2016
7340,Donnie Darko,NM,1478493,2001
7341,My Mother's Castle,OrionC,1477071,1991
7342,The Diary of a Teenage Girl,SPC,1477002,2015
7343,Clockwise,Uni.,1476356,1986
7344,The Joneses,RAtt.,1475746,2010
7345,When the Cat's Away,SPC,1474628,1997
7346,Endangered Species,MGM,1474249,1982
7347,Read My Lips,Magn.,1471911,2002
7348,Kid With a Bike,IFC,1470000,2012
7349,Finders Keepers,WB,1467396,1984
7350,Mister Johnson,Ave,1464242,1991
7351,Joshua (2002),Art.,1461635,2002
7352,Paradise Now,WIP,1457843,2005
7353,Nowhere Boy,Wein.,1457248,2010
7354,Wild Rose ,Neon,1456864,2019
7355,Birdy,TriS,1455045,1984
7356,Under the Sand,Wins.,1452698,2001
7357,Pascali's Island,Ave,1451857,1988
7358,Ernest Rides Again,EPG,1450029,1993
7359,Thugs of Hindostan,Yash,1449848,2018
7360,I (2015),AaF,1449232,2015
7361,Pride (2014),CBS,1446634,2014
7362,Kambakkht Ishq,Eros,1445739,2009
7363,2046,SPC,1444588,2005
7364,Heyy Babyy,Eros,1443521,2007
7365,Greenfingers,IDP,1443067,2001
7366,Don't Worry He Won't Get Far on Foot,Amazon,1441705,2018
7367,Why We Fight,SPC,1439972,2006
7368,The Kid Stays in the Picture,Focus,1439232,2002
7369,Disconnect,LD,1436900,2013
7370,Love at Large,Orion,1436308,1990
7371,"Two Days, One Night",IFC,1436243,2014
7372,Down by Law,Isld,1435668,1986
7373,The Man from Elysian Fields,IDP,1435016,2002
7374,Monica la mitraille,All.,1435015,2004
7375,Shadow of the Wolf,Triu,1434174,1993
7376,No End in Sight,Magn.,1433319,2007
7377,Microcosmos,Mira.,1433210,1996
7378,A Prayer for the Dying,Gold.,1432687,1987
7379,Judwaa 2,FIP,1431255,2017
7380,Krrish,AdL.,1430721,2006
7381,Infinitely Polar Bear,SPC,1430655,2015
7382,The Art of Getting By,FoxS,1430241,2011
7383,I Hope They Serve Beer in Hell,Free,1429299,2009
7384,My Best Friend,IFC,1426784,2007
7385,Northfork,ParC,1420578,2003
7386,American Flyers,WB,1420355,1985
7387,Finding Your Feet,RAtt.,1418682,2018
7388,Kandahar,Avat.,1418314,2001
7389,Monsieur Hire,OrionC,1417030,1990
7390,Mr. Six,CL,1415450,2015
7391,The Notorious Bettie Page,PicH,1415082,2006
7392,Escape 2000,NW,1414828,1984
7393,Marley,Magn.,1413480,2012
7394,Salaam Namaste,Yash,1413283,2005
7395,The Wedding Plan,RAtt.,1412404,2017
7396,99 Homes,BG,1411927,2015
7397,Paheli,Eros,1409499,2005
7398,Looking for Richard,FoxS,1408575,1996
7399,I've Heard Mermaids Singing,Mira.,1408491,1987
7400,Lovers,Aries,1407309,1992
7401,Wonder Wheel,Amazon,1404061,2017
7402,Where Angels Fear to Tread,FL,1403033,1992
7403,Sahara (1984),MGM,1402962,1984
7404,Saving Private Perez,LGF,1400726,2011
7405,Ushpizin,PicH,1400666,2005
7406,El Chicano,Briarcliff,1400603,2019
7407,The Celluloid Closet,SPC,1400591,1996
7408,Courage Mountain,Triu,1393610,1990
7409,Give My Regards to Broad St.,Fox,1393501,1984
7410,Penitentiary III,Can.,1392616,1987
7411,X Games 3D The Movie,BV,1391434,2009
7412,Welcome Back,Eros,1388365,2015
7413,Romeo et Juliette,All.,1386582,2006
7414,Phat Beach,Orion,1383553,1996
7415,Repossessed,NL,1382462,1990
7416,Book of Love,NL,1382259,1991
7417,Certain Fury,NW,1381091,1985
7418,Little Women (2018),Pinnacle,1379497,2018
7419,Girl Most Likely,RAtt.,1378591,2013
7420,Locke,A24,1375769,2014
7421,Certified Copy,IFC,1373975,2011
7422,Daddy's Dyin'... Who's Got the Will?,MGM,1373728,1990
7423,South Central,WB,1373196,1992
7424,Everybody Wins,Orion,1372350,1990
7425,I'm So Excited,SPC,1368119,2013
7426,Little Nemo: Adventures in Slumberland,Hemd,1368000,1992
7427,Race,UTV,1367024,2008
7428,Strange Invaders,Orion,1362303,1983
7429,My Friend Dahmer,FR,1361611,2017
7430,The Devil's Double,LGF,1361512,2011
7431,Genius,RAtt.,1361045,2016
7432,Gimme Shelter,RAtt.,1359910,2014
7433,Spanking the Monkey,FL,1359736,1994
7434,Force Majeure,Magn.,1359497,2014
7435,Kansas City,FL,1356329,1996
7436,The Offspring,MovE,1355728,1987
7437,The Secrets of Jonathan Sperry,5&2,1355079,2009
7438,Neuba Yol: Abajo La Nueva Ley,Prkr,1354652,1996
7439,True Love,MGM,1354268,1989
7440,Le Dernier Tunnel,Chri.,1352489,2004
7441,2011 Oscar Shorts,Shrts.,1352152,2011
7442,Tumbleweeds,FL,1350248,1999
7443,Platoon Leader,Can.,1348771,1988
7444,The Cokeville Miracle,Excel,1348456,2015
7445,Snow Flower and the Secret Fan,FoxS,1348205,2011
7446,Wadjda (U.S. only),SPC,1347747,2013
7447,At Play in the Fields of the Lord,Uni.,1345903,1991
7448,City of Hope,Gold.,1345015,1991
7449,102 Not Out,Sony,1343797,2018
7450,The Salt of the Earth,SPC,1343349,2015
7451,Gas Food Lodging,IRS,1342613,1992
7452,Dear Frankie,Mira.,1341332,2005
7453,"No Eres Tu, Soy Yo",LGF,1339911,2011
7454,A Dirty Shame,FL,1339668,2004
7455,The Little Prince,EOne,1339152,2016
7456,Henry Fool,SPC,1338335,1998
7457,GoBots: Battle of the Rock Lords,Atl,1338264,1986
7458,The Whales of August,Aliv,1338198,1987
7459,The Perils of Gwendolyn in the Land of Yik Yak,Gold.,1337274,1985
7460,The Navigator (Re-issue),Circ,1333379,1989
7461,The Neon Demon,BG,1333124,2016
7462,Baraka,Gold.,1332110,1993
7463,The Past,SPC,1331747,2013
7464,The Abandoned,ADF,1331137,2007
7465,Restrepo,NGE,1330894,2010
7466,Embrace of the Serpent,Osci.,1329249,2016
7467,Divided We Fall,SPC,1328815,2001
7468,Thumbsucker,SPC,1328679,2005
7469,Chasing Ice,SD,1328467,2012
7470,Midnight Crossing,Vest,1328001,1988
7471,Steele Justice,Atl,1327740,1987
7472,The Ultimate Life,HTR,1327149,2013
7473,Housefull 3,Eros,1326999,2016
7474,The Work and the Glory III: A House Divided,Excel,1325092,2006
7475,Blue,Mira.,1324974,1993
7476,Sarah Silverman: Jesus is Magic,IDP,1324339,2005
7477,The Dinner,Orch.,1323312,2017
7478,Another Earth,FoxS,1321194,2011
7479,The Horseman on the Roof,Mira.,1320043,1995
7480,Catfish in Black Bean Sauce,Iron,1319592,2000
7481,Baaghi 2,FIP,1319579,2018
7482,Thirty Two Short Films About Glenn Gould,Gold.,1319521,1993
7483,Gabriela (1984),MGM,1318839,1984
7484,Skateboard,Uni.,1318823,1978
7485,Hearts of Darkness,Trit,1318449,1991
7486,Off the Map,Hole.,1317167,2005
7487,Radioland Murders,Uni.,1316865,1994
7488,Romero,4Sea,1316495,1989
7489,Happy Endings,Lions,1315701,2005
7490,The Kings of Summer,CBS,1315590,2013
7491,Sylvia,Focus,1315498,2003
7492,Romance,Trim.,1314053,1999
7493,Iris (2015),Magn.,1310678,2015
7494,Saints and Soldiers,Excel,1310470,2004
7495,Anne Frank Remembered,SPC,1310200,1996
7496,Air Racers 3D,3D,1309987,2012
7497,The Good German,WB,1308696,2006
7498,Time Changer,5&2,1305964,2002
7499,Brother's Keeper,CThnk,1305915,1992
7500,The Fourth War,Can.,1305887,1990
7501,Personal Shopper,IFC,1305195,2017
7502,Babar: The Movie,NL,1305187,1989
7503,8 Million Ways to Die,TriS,1305114,1986
7504,Queen Margot,Mira.,1304237,1994
7505,The Aviator (1985),MGM,1304192,1985
7506,Never Look Away,SPC,1304042,2018
7507,The Metropolitan Opera: Cosi Fan Tutte (2018),Fathom,1302949,2018
7508,Lost in Hong Kong,WGUSA,1302281,2015
7509,Jesus' Son,Lions,1302067,2000
7510,The Wolfpack,Magn.,1301696,2015
7511,Native Son,Cinc,1301121,1986
7512,Dogtown and Z-Boys,SPC,1300682,2002
7513,Ponette,Arro.,1300377,1997
7514,Wetherby,MGM,1299985,1985
7515,Maiden,SPC,1296202,2019
7516,Cousin Bette,FoxS,1295194,1998
7517,Funny Games,WIP,1294919,2008
7518,The Pilgrim's Progress,Fathom,1294596,2019
7519,The Hot Spot,Orion,1293976,1990
7520,Goodbye Mr. Loser,CL,1293626,2015
7521,Bloodfist 2,Conc,1292323,1990
7522,El Vacilon: The Movie,Tele,1291951,2005
7523,Kaminey,UTV,1291827,2009
7524,Eklavya - The Royal Guard,Eros,1290212,2007
7525,The 3rd Animation Celebration,EXPe,1289551,1990
7526,Dabangg,Eros,1288549,2010
7527,Walking and Talking,Mira.,1287480,1996
7528,The Other Son,Cohen,1285918,2012
7529,Cecil B. Demented,Art.,1284646,2000
7530,Startup.com,Art.,1283356,2001
7531,Churchill,Cohen,1281258,2017
7532,The Road Home,SPC,1280490,2001
7533,The Rapture,FL,1277404,1991
7534,The Sense of an Ending,CBS,1274420,2017
7535,Paper Heart,Over.,1274062,2009
7536,Robot Jox,Triu,1272977,1990
7537,Asterix: The Secret of the Magic Potion,EOne,1271953,2019
7538,Osama,UA,1270904,2004
7539,'71,RAtt.,1270847,2015
7540,Blue in the Face,Mira.,1268636,1995
7541,Spike & Mike's Animation Festival,Mell.,1268529,1992
7542,Adventures of American Rabbit,Atl,1268443,1986
7543,Apartment Zero,Skou,1267578,1989
7544,Maria by Callas,SPC,1267301,2018
7545,The Emperor and the Assassin,SPC,1267239,1999
7546,Elephant,FL,1266955,2003
7547,Roger Dodger,Art.,1266828,2002
7548,Jai Ho,Eros,1264515,2014
7549,Mohenjo Daro,UTV,1264339,2016
7550,Hideous Kinky,Strat.,1263279,1999
7551,Eddie Macon's Run,Uni.,1262691,1983
7552,Little Vera,IFEX,1262598,1989
7553,China Girl,Vest,1262091,1987
7554,Micmacs,SPC,1262079,2010
7555,From Beyond,EP,1261000,1986
7556,Chonda Pierce: Enough,Fathom,1260116,2017
7557,McQueen,BST,1257275,2018
7558,Water,Atl,1256862,1986
7559,Touch and Go,TriS,1254040,1986
7560,Tristram Shandy: A Cock and Bull Story,PicH,1253413,2006
7561,The Best Intentions,Gold.,1253106,1992
7562,The Seagull,SPC,1252960,2018
7563,Gonzo,Magn.,1252100,2008
7564,"For a Good Time, Call... ",Focus,1251749,2012
7565,The Singles Ward,Hale,1250798,2002
7566,Kickboxer 2,Trim.,1250712,1991
7567,Home of the Brave (1986),Cinc,1250000,1986
7568,3 Idiotas,PNT,1249233,2017
7569,MVP: Most Valuable Primate,Equin.,1248746,2000
7570,Turn It Up,NL,1247949,2000
7571,Lost Angels,Orion,1247946,1988
7572,Goldengirl,AVCO,1247376,1979
7573,Losin' It,Emb,1246141,1983
7574,Omkara,Eros,1244576,2006
7575,The Comfort of Strangers,Skou,1244381,1991
7576,Dostana,Yash,1243910,2008
7577,Mojin: The Lost Legend,WGUSA,1243810,2015
7578,Met Opera: Cendrillon,Fathom,1243306,2018
7579,Slumber Party Massacre 3,Conc,1242995,1990
7580,Take This Waltz,Magn.,1239692,2012
7581,Bubba Ho-Tep,Vita.,1239183,2003
7582,Picture Bride,Mira.,1238905,1995
7583,Nuit de noces,Sev.,1238180,2001
7584,"Car 54, Where Are You?",Orion,1238080,1994
7585,Slow Burn,LGF,1237615,2007
7586,White,Mira.,1237219,1994
7587,Anna (1987),Vest,1236848,1987
7588,Queen of Hearts,Cinc,1236844,1989
7589,Metropolis,Par.,1236166,1927
7590,Beyond the Mask,Gathr,1236094,2015
7591,The Invisible Woman,SPC,1234254,2013
7592,Main Prem Ki Diwani Hoon,Raj.,1232228,2003
7593,Singham Returns,Eros,1232018,2014
7594,The Icicle Thief,Aries,1231622,1990
7595,True to the Game,Faith Media,1231040,2017
7596,Going the Distance (2004),Ode.,1230897,2004
7597,Steve McQueen: American Icon,Fathom,1229782,2017
7598,Toto Le Heros,Trit,1228153,1992
7599,Slacker,OrionC,1228108,1991
7600,Cocktail (2012),Eros,1227789,2012
7601,The Funeral,Oct.,1227324,1996
7602,High Life,A24,1225852,2019
7603,Vital Signs,Fox,1224605,1990
7604,Child 44,LG/S,1224330,2015
7605,Taare Zameen Par,UTV,1223869,2007
7606,Patty Hearst,Atl,1223326,1988
7607,Swades,UTV,1223240,2004
7608,The Lonely Lady,Uni.,1223220,1983
7609,One Tough Cop,Strat.,1223034,1998
7610,Nine Queens,SPC,1222889,2002
7611,Metallica: Some Kind of Monster,IFC,1222708,2004
7612,Mr. North,Gold.,1221366,1988
7613,A Million to Juan,Gold.,1220842,1994
7614,Without You I'm Nothing,NL,1218730,1990
7615,The Hairdresser's Husband,Trit,1217084,1992
7616,Bol Bachchan,FIP,1216258,2012
7617,Dreamchild,Uni.,1215923,1985
7618,Shut Up and Sing,Wein.,1215045,2006
7619,Mandy,RLJ,1214525,2018
7620,King of the Hill,Gram.,1214231,1993
7621,The General (1998),SPC,1214198,1998
7622,Woman Thou Art Loosed!: On the 7th Day,Code,1213128,2012
7623,A Time of Destiny,Col.,1212487,1988
7624,I'm the One That I Want,Cho,1210967,2000
7625,The Thin Blue Line,Mira.,1209846,1988
7626,Beautifully Broken,AAE,1209645,2018
7627,Namastey London,Eros,1207007,2007
7628,From Mao to Mozart,MGM,1205934,1981
7629,Inequality for All,RTWC,1205273,2013
7630,Equilibrium,Dim.,1203794,2002
7631,An Interview with God,Fathom,1201434,2018
7632,The Women's Balcony,Men.,1200885,2017
7633,Veteran,CJ,1200627,2015
7634,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",SPC,1200326,2011
7635,Along with the Gods: The Last 49 Days,WGUSA,1200246,2018
7636,Flawless (2008),Magn.,1200234,2008
7637,District B13,Magn.,1200216,2006
7638,Headhunters,Magn.,1200010,2012
7639,"4 Months, 3 Weeks, 2 Days",IFC,1198208,2008
7640,Sammy and Rosie Get Laid,Cinc,1196336,1987
7641,MET Opera: Samson Et Dalila,Fathom,1195758,2018
7642,Cool as Ice,Uni.,1193062,1991
7643,Andhadhun,Eros,1193046,2018
7644,All Is True,SPC,1192900,2019
7645,High Hopes,Skou,1192322,1989
7646,Backstage,Mira.,1191835,2000
7647,Dancers,Can.,1190416,1987
7648,Me and Orson Welles,Free,1190003,2009
7649,Indigo,Mont.,1190000,2005
7650,Return to Horror High,NW,1189709,1987
7651,Repentance,LGF,1189612,2014
7652,The Lair of the White Worm,Vest,1189315,1988
7653,Kingdom Men Rising,Fathom,1188936,2019
7654,Kill the Irishman,Anch.,1188194,2011
7655,Los Domirriqueños 2,Spanglish,1187280,2019
7656,Saving Face,SPC,1187266,2005
7657,Dylan Dog: Dead of Night,OMNI/FSR,1186538,2011
7658,Lazer Team,Ampl.,1186426,2016
7659,Remember (Canada Release),EOne,1184564,2015
7660,24 Hour Party People,MGM,1184096,2002
7661,Housefull,Eros,1183658,2010
7662,Ek Ladki Ko Dekha Toh Aisa Laga,FIP,1182636,2019
7663,Year of the Gun,Triu,1182273,1991
7664,Bee Season,FoxS,1180560,2005
7665,I Capture the Castle,IDP,1179035,2003
7666,Nightwatch,Mira.,1179002,1998
7667,Goodnight Mommy,RTWC,1178196,2015
7668,Destiny Turns on the Radio,Sav.,1176982,1995
7669,The Music of Strangers,Orch.,1176781,2016
7670,Why Would I Lie?,MGM,1175855,1980
7671,Festival Express,Think,1174079,2004
7672,Find Me Guilty,YFG,1173643,2006
7673,Don't Tell Her It's Me,Hemd,1171762,1990
7674,Black Sea,Focus,1171559,2015
7675,Permanent Midnight,Art.,1171001,1998
7676,Night School,Par.,1169875,1981
7677,The Remaining,Triu,1169603,2014
7678,The Metropolitan Opera: Luisa Miller,Fathom,1166858,2018
7679,The Lords of Salem,Anch.,1165882,2013
7680,American Movie,SPC,1165795,1999
7681,Ma vie en cinemascope,All.,1163648,2004
7682,The Best Two Years,Hale,1163450,2004
7683,Vaxxed: From Cover-Up to Catastrophe,CLS,1163265,2016
7684,Lean on Pete,A24,1163056,2018
7685,Miss You Already,RAtt.,1162653,2015
7686,Romeo and Juliet (2013),Rela.,1162635,2013
7687,Trois,Rain.,1161843,2000
7688,To Sleep With Anger,Gold.,1161135,1990
7689,Heights,SPC,1160817,2005
7690,Murmur of the Heart (Re-issue),OrionC,1160784,1989
7691,The Final Season,YFG,1159691,2007
7692,The Unborn (1991),Conc,1159578,1991
7693,Still Mine,Gold.,1159336,2013
7694,Shower,Sony,1157764,2000
7695,The Trip to Spain,IFC,1157604,2017
7696,Where Hope Grows,RAtt.,1156000,2015
7697,Ek Main Aur Ekk Tu,UTV,1155545,2012
7698,The Good Wife,Atl,1155020,1986
7699,Step (2017),FoxS,1154982,2017
7700,"Olivier, Olivier",SPC,1154476,1993
7701,Get Real,ParC,1152979,1999
7702,The Wrong Guys,NW,1152786,1988
7703,Excessive Force,NL,1152117,1993
7704,Together,UA,1151941,2003
7705,Infamous,WIP,1151330,2006
7706,Les Aimants,All.,1150414,2004
7707,Nightflyers,NCeV,1149470,1987
7708,Dough,Men.,1148304,2016
7709,Miracle Mile,Hemd,1145404,1989
7710,My Neighbor Totoro,Fathom,1144649,2017
7711,The River Rat,Par.,1142944,1984
7712,Belizaire the Cajun,Skou,1142243,1986
7713,Two Much,BV,1141556,1996
7714,L.I.E.,Lot47,1138836,2001
7715,Yi Yi (A One and a Two),Wins.,1136776,2000
7716,"Yoo-Hoo, Mrs. Goldberg",ICir,1134623,2009
7717,In the Shadow of the Moon,Think,1134358,2007
7718,Golmaal 3,Eros,1132192,2010
7719,Valmont,Orion,1132112,1989
7720,Half Moon Street,Fox,1131399,1986
7721,A Price Above Rubies,Mira.,1130732,1998
7722,Lady Macbeth,RAtt.,1129408,2017
7723,The Deep Blue Sea,MBox,1126525,2012
7724,The Thief,Strat.,1126506,1998
7725,Mute Witness,SPC,1125910,1995
7726,The Whistleblower,Gold.,1124966,2011
7727,Hector And The Search For Happiness,Rela.,1124445,2014
7728,Wazir,Relbig.,1124045,2016
7729,Kai Po Che,UTV,1122527,2013
7730,Paper Clips,Slow,1121744,2004
7731,My Wife is an Actress,SPC,1121233,2002
7732,Chak DE! India,Yash,1120404,2007
7733,Freddie as F.R.o.7.,Mira.,1119368,1992
7734,Street Smart,Can.,1119112,1987
7735,Eyes of a Stranger,WB,1118634,1981
7736,Zatoichi: The Blind Swordsman,Mira.,1118163,2004
7737,Nicotina,Aren,1117864,2004
7738,Papa: Hemingway in Cuba,YFG,1115615,2016
7739,Groove,Sony,1115313,2000
7740,Met Opera: L'Elisir d'Amore (2018),Fathom,1115018,2018
7741,The Rover,A24,1114423,2014
7742,Possession (1983),Lime,1113538,1983
7743,Ciao Professore,Mira.,1113435,1994
7744,The King of Masks,Gold.,1113103,1999
7745,Walking with the Enemy,LS,1112592,2014
7746,Living in Oblivion,SPC,1111790,1995
7747,The RM,Hale,1111615,2003
7748,Sordid Lives,Reg.,1111273,2001
7749,Tae Guk Gi: The Brotherhood of War,IDP,1111061,2004
7750,Macbeth (2015),Wein.,1110707,2015
7751,The Overnight,Orch.,1110522,2015
7752,Mother and Child,SPC,1110509,2010
7753,Georgia,Mira.,1110104,1995
7754,The Messenger,Osci.,1109660,2009
7755,Burn,CB,1109276,2012
7756,The U.S. Vs. John Lennon,LGF,1109146,2006
7757,Heathers,NW,1108462,1989
7758,Daddy Nostalgia,Ave,1108429,1991
7759,Sacred Planet (IMAX),BV,1108356,2004
7760,"Say Amen, Somebody",MGM,1108299,1983
7761,Where the Heart Is (1990),BV,1106475,1990
7762,Viceroy's House,IFC,1105717,2017
7763,The Battleship Island,CJ,1104957,2017
7764,Red State,SMod,1104682,2011
7765,Silk,PicH,1103075,2007
7766,The Heart Specialist,Free,1103037,2011
7767,The Insanity of God,LifeWay,1102525,2016
7768,Mistress,RBR,1102469,1992
7769,The Center of the World,Art.,1101344,2001
7770,The Passage,MGM,1101186,1979
7771,Temptress Moon,Mira.,1100788,1997
7772,Waterland,FL,1100218,1992
7773,The Beguiled,Uni.,1100000,1971
7774,Bhool Bhulaiyaa,Eros,1097797,2007
7775,Heart of Dixie,Orion,1097333,1989
7776,Little Odessa,FL,1095885,1995
7777,Brick Lane,SPC,1095398,2008
7778,Made in Dagenham,SPC,1095369,2010
7779,Blood and Wine,FoxS,1094668,1997
7780,Swimming to Cambodia,Cinc,1092911,1987
7781,Leviathan (2014),SPC,1092800,2014
7782,What Just Happened?,Magn.,1090947,2008
7783,Wired,Tau,1089000,1989
7784,Certain Women,IFC,1087585,2016
7785,Rustom,Zee,1087419,2016
7786,The Music Teacher,OrionC,1086894,1989
7787,Deja Vu (1998),RBR,1086181,1998
7788,Crush,SPC,1084935,2002
7789,This Is My Father,SPC,1083975,1999
7790,Winter Kills,AVCO,1083799,1979
7791,84 Charing Cross Road,Col.,1083486,1987
7792,The Outing,MovE,1083395,1987
7793,Housekeeping,Col.,1083282,1987
7794,The Machinist,ParC,1082715,2004
7795,The Dawn Wall,Orch.,1082223,2018
7796,Sugar,SPC,1082124,2009
7797,Of Unknown Origin,WB,1080470,1983
7798,The Tango Lesson,SPC,1080192,1997
7799,The Cup,FL,1079108,2000
7800,Desi Boyz,Eros,1078826,2011
7801,When Did You Last See Your Father,SPC,1077273,2008
7802,Steeper and Deeper,WM,1076685,1992
7803,Tees Maar Khan,UTV,1076443,2010
7804,Timbuktu,Cohen,1076075,2015
