world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
402-501,University of Lille 1,20-23,,0.0,0.0,7.3,10.6,21.9,9.4,2009
402-501,University of Lisbon,1-2,,0.0,8.9,0.0,6.1,25.5,12.7,2009
402-501,University of Ljubljana,1,,0.0,0.0,0.0,5.9,35.2,13.1,2009
402-501,University of Louisville,139-152,,0.0,0.0,0.0,7.5,30.9,15.9,2009
402-501,"University of Maryland, Baltimore County",139-152,,0.0,0.0,12.6,7.0,17.4,14.1,2009
402-501,University of Nice Sophia Antipolis,20-23,,0.0,0.0,7.3,14.0,23.2,10.6,2009
402-501,University of Parma,14-21,,0.0,0.0,7.3,6.2,26.0,13.5,2009
402-501,University of Pavia,14-21,,0.0,0.0,0.0,7.5,30.3,15.1,2009
402-501,University of Perugia,14-21,,0.0,0.0,7.3,6.8,28.6,14.7,2009
402-501,University of Pompeu Fabra,7-11,,0.0,0.0,7.3,10.6,20.0,10.9,2009
402-501,University of Porto,1-2,,0.0,0.0,0.0,5.1,34.0,15.8,2009
402-501,University of Quebec,19-22,,0.0,0.0,0.0,8.4,34.0,16.1,2009
402-501,University of Roma - Tor Vergata,14-21,,0.0,0.0,0.0,7.4,34.0,16.5,2009
402-501,University of Santiago Compostela,7-11,,0.0,0.0,0.0,5.3,30.7,14.3,2009
402-501,University of Sevilla,7-11,,0.0,0.0,0.0,7.4,30.4,14.4,2009
402-501,University of Sherbrooke,19-22,,0.0,0.0,7.3,9.7,23.3,11.7,2009
402-501,University of Siena,14-21,,0.0,0.0,0.0,7.2,27.8,17.6,2009
402-501,University of Tehran,1,,14.5,0.0,0.0,0.0,33.7,16.2,2009
402-501,University of Tromso,4,,0.0,0.0,10.3,8.0,23.8,12.5,2009
402-501,University of Wyoming,139-152,,0.0,0.0,7.3,11.3,22.7,14.4,2009
402-501,University of Zaragoza,7-11,,0.0,0.0,7.3,3.6,30.1,14.3,2009
402-501,Utah State University,139-152,,0.0,0.0,7.3,6.6,23.2,12.7,2009
402-501,Victor Segalen Bordeaux 2 University,20-23,,0.0,0.0,7.3,7.7,23.6,11.4,2009
402-501,Victoria University of Wellington,3-5,,13.4,0.0,0.0,9.0,20.6,15.4,2009
402-501,Vienna University of Technology,5-7,,0.0,0.0,0.0,12.9,27.4,13.9,2009
402-501,Yamaguchi University,20-31,,0.0,0.0,16.2,2.1,20.8,15.1,2009
402-501,York University,19-22,,0.0,0.0,0.0,8.2,30.6,11.9,2009
1,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,69.2,2010
2,"University of California, Berkeley",2,72.4,67.6,79.3,69.0,70.9,70.6,54.2,2010
3,Stanford University,3,72.1,40.2,78.4,87.6,68.4,69.7,50.1,2010
4,Massachusetts Institute of Technology (MIT),4,71.4,70.5,80.3,66.8,70.1,61.4,64.5,2010
5,University of Cambridge,1,69.6,88.5,92.6,53.9,54.3,65.7,53.1,2010
6,California Institute of Technology,5,64.4,50.3,68.8,56.7,64.8,46.9,100.0,2010
7,Princeton University,6,60.8,56.4,84.8,61.1,43.3,44.3,65.5,2010
8,Columbia University,7,60.4,70.7,67.4,56.2,47.6,69.9,32.1,2010
9,University of Chicago,8,57.3,65.5,83.9,50.9,39.8,50.5,40.0,2010
10,University of Oxford,2,56.4,56.2,57.6,48.8,49.8,68.5,41.1,2010
11,Yale University,9,54.6,48.6,44.9,58.5,56.3,62.0,37.0,2010
12,Cornell University,10,52.6,42.3,51.1,54.3,49.9,59.5,38.1,2010
13,"University of California, Los Angeles",11,52.2,27.2,42.6,56.9,49.2,75.1,31.2,2010
14,"University of California, San Diego",12,50.0,15.1,35.8,60.2,54.6,65.1,37.9,2010
15,University of Pennsylvania,13,49.0,32.9,34.3,57.1,46.9,68.6,28.5,2010
16,University of Washington,14,48.7,24.4,31.7,53.9,51.6,72.5,28.1,2010
17,University of Wisconsin - Madison,15,46.4,36.5,35.4,51.9,40.2,66.1,25.7,2010
18,The Johns Hopkins University,16,46.0,43.6,32.1,42.0,49.4,64.0,27.2,2010
18,"University of California, San Francisco",17,46.0,0.0,40.1,53.4,51.8,60.7,33.6,2010
20,The University of Tokyo,1,45.9,33.3,14.1,42.0,52.0,80.4,34.5,2010
21,University College London,3,44.4,32.9,32.1,39.4,44.6,67.0,31.6,2010
22,University of Michigan - Ann Arbor,18,44.2,36.5,0.0,59.8,43.4,79.8,26.3,2010
23,Swiss Federal Institute of Technology Zurich,1,43.4,34.1,36.1,36.3,43.6,53.6,47.1,2010
24,Kyoto University,2,43.1,33.7,34.7,38.1,36.0,67.6,31.0,2010
25,University of Illinois at Urbana-Champaign,19,42.6,35.4,36.5,42.6,37.1,58.6,27.8,2010
26,"The Imperial College of Science, Technology and Medicine",4,41.9,17.7,37.2,41.4,36.9,62.3,33.0,2010
27,University of Toronto,1,41.8,23.8,19.2,38.8,38.3,80.3,27.9,2010
28,"University of Minnesota, Twin Cities",20,40.6,30.6,16.2,50.4,36.1,66.6,23.9,2010
29,Northwestern University,21,38.4,18.5,18.9,48.3,35.9,59.7,28.4,2010
30,Washington University in St. Louis,22,38.1,21.3,25.9,38.8,41.0,54.8,26.7,2010
31,New York University,23,37.8,32.4,24.4,40.7,36.2,54.4,22.4,2010
32,"University of California, Santa Barbara",24,37.1,16.0,35.1,42.0,33.3,42.6,37.3,2010
32,University of Colorado at Boulder,24,37.1,14.1,30.7,38.8,41.7,44.7,33.5,2010
34,Rockefeller University,26,36.7,19.2,58.4,28.8,42.3,21.0,35.6,2010
35,Duke University,27,35.3,17.7,0.0,45.8,42.2,62.0,24.4,2010
36,University of British Columbia,2,34.7,17.7,18.9,32.2,30.8,65.7,23.7,2010
36,"University of Maryland, College Park",28,34.7,22.0,19.9,41.4,29.0,53.6,26.2,2010
38,The University of Texas at Austin,29,34.5,18.5,16.6,46.1,28.4,54.4,24.7,2010
39,Pierre and Marie  Curie University - Paris 6,1,34.2,34.8,23.5,24.9,28.8,59.9,21.9,2010
40,University of Copenhagen,1,33.4,26.1,24.1,26.0,26.0,56.4,32.3,2010
41,University of North Carolina at Chapel Hill,30,33.3,10.7,16.2,39.4,27.7,60.6,23.9,2010
42,Karolinska Institute,1,33.2,26.1,27.2,31.4,20.5,49.9,38.1,2010
43,Pennsylvania State University - University Park,31,32.6,11.9,0.0,46.6,37.4,56.1,23.2,2010
44,The University of Manchester,5,32.4,23.2,18.9,27.9,28.0,59.1,23.1,2010
45,University of Paris Sud (Paris 11),2,32.3,31.7,46.0,12.5,20.8,49.9,23.6,2010
46,"University of California, Davis",32,32.0,0.0,0.0,47.2,31.7,63.0,26.0,2010
46,"University of California, Irvine",32,32.0,0.0,29.3,36.7,26.3,49.3,26.9,2010
46,University of Southern California,32,32.0,0.0,26.7,38.8,26.3,53.1,20.0,2010
49,The University of Texas Southwestern Medical Center at Dallas,35,31.8,20.6,33.1,30.5,29.9,38.4,23.5,2010
50,Utrecht University,1,31.7,26.1,20.9,27.9,30.4,48.2,26.1,2010
51,University of Zurich,2,31.2,10.7,26.7,26.4,28.7,50.6,27.0,2010
52,University of Munich,1,31.1,31.5,22.8,16.1,26.3,54.5,30.7,2010
53,Vanderbilt University,36,31.0,17.7,29.5,31.4,20.2,50.8,19.1,2010
54,"Rutgers, The State University of New Jersey",37,30.9,13.1,19.9,40.1,27.9,43.7,23.2,2010
54,The University of Edinburgh,6,30.9,19.2,16.6,26.0,34.2,51.3,23.9,2010
56,Technical University Munich,2,30.7,39.2,23.5,24.9,19.5,46.5,29.2,2010
56,University of Pittsburgh,38,30.7,21.3,0.0,42.0,23.4,63.1,19.0,2010
58,Carnegie Mellon University,39,30.2,32.9,32.7,30.5,15.2,34.2,34.3,2010
59,The Australian National University,1,29.6,15.1,12.6,36.0,27.8,43.8,31.1,2010
59,The Ohio State University - Columbus,40,29.6,15.1,0.0,41.7,22.8,62.0,19.1,2010
61,McGill University,3,29.5,31.1,0.0,32.2,22.9,59.6,25.3,2010
62,University of Melbourne,2,29.3,19.9,14.1,22.8,18.7,63.1,27.0,2010
63,King's College London,7,29.1,14.1,23.0,31.4,16.7,50.7,25.0,2010
63,University of Heidelberg,3,29.1,16.9,27.0,17.6,23.0,50.6,28.6,2010
65,Brown University,41,29.0,16.0,13.6,31.4,29.6,41.9,32.1,2010
66,University of Bristol,8,28.9,9.2,17.8,28.8,29.1,47.3,25.1,2010
66,Uppsala University,2,28.9,22.0,32.1,14.4,19.9,49.5,26.6,2010
68,University of Florida,42,28.8,19.2,0.0,36.7,20.6,63.9,17.5,2010
69,Purdue University - West Lafayette,43,28.6,16.0,16.6,29.7,22.4,51.8,20.6,2010
70,Leiden University,2,28.4,21.3,15.4,27.9,19.9,47.8,32.4,2010
71,Ecole Normale Superieure - Paris,3,28.3,50.8,24.4,12.5,18.7,27.9,56.7,2010
72,The Hebrew University of Jerusalem,1,28.1,31.5,19.9,24.9,20.8,41.6,26.5,2010
72,University of Helsinki,1,28.1,16.0,17.8,22.8,20.6,52.7,28.2,2010
74,Moscow State University,1,27.9,46.8,34.1,0.0,9.6,52.4,31.2,2010
75,Osaka University,3,27.7,10.7,0.0,26.9,27.9,60.2,27.8,2010
75,University of Oslo,1,27.7,22.0,33.3,17.6,13.5,46.6,24.3,2010
77,Boston University,44,27.3,13.1,11.5,29.7,24.7,50.0,19.3,2010
78,University of Arizona,45,26.8,0.0,0.0,29.7,37.5,52.1,21.6,2010
79,Stockholm University,3,26.4,25.0,29.5,16.1,20.4,37.5,24.2,2010
79,Nagoya University,4,26.4,24.4,14.1,16.1,24.3,48.1,26.1,2010
81,Arizona State University - Tempe,46,26.1,0.0,19.9,24.9,26.9,44.3,21.1,2010
82,University of Rochester,47,25.8,0.0,11.5,30.5,27.0,46.6,19.2,2010
82,University of Utah,47,25.8,28.2,8.9,26.9,20.6,43.3,21.9,2010
84,Tohoku University,5,25.7,16.0,0.0,21.6,20.8,60.3,27.4,2010
84,University of Nottingham,9,25.7,13.1,19.9,23.9,16.1,47.6,20.9,2010
86,Michigan State University,49,25.5,10.7,0.0,37.4,19.1,52.4,18.7,2010
86,University of Basel,3,25.5,22.0,17.0,22.8,19.4,36.2,34.5,2010
88,McMaster University,4,25.2,14.1,18.9,22.8,14.8,47.3,22.8,2010
88,The University of Sheffield,10,25.2,19.9,14.1,21.0,21.3,44.3,22.6,2010
90,Ghent University,1,25.1,7.5,15.4,17.6,15.1,54.4,30.4,2010
90,Indiana University Bloomington,50,25.1,11.9,22.7,24.9,18.5,39.9,19.6,2010
92,University of Sydney,3,25.0,16.9,0.0,20.4,18.4,61.4,25.1,2010
93,University of Bonn,4,24.9,16.9,19.9,14.4,23.3,42.5,24.3,2010
93,University of Goettingen,4,24.9,32.9,19.9,14.4,17.2,40.7,24.3,2010
95,Texas A&M University - College Station,51,24.8,0.0,0.0,34.5,21.0,54.0,21.0,2010
96,University of Virginia,52,24.5,0.0,0.0,34.5,26.8,47.5,19.5,2010
97,Case Western Reserve University,53,24.3,34.5,11.5,21.6,14.3,41.9,22.7,2010
98,Aarhus University,2,24.2,13.1,18.9,7.2,23.5,48.4,25.4,2010
99,Rice University,54,24.0,18.5,21.8,21.6,18.8,30.2,29.6,2010
99,University of Birmingham,11,24.0,21.3,10.9,21.6,16.2,46.4,20.7,2010
101-150,Baylor College of Medicine,55-69,,0.0,0.0,19.0,32.1,41.0,20.0,2010
101-150,Catholic University of Leuven,2-4,,0.0,0.0,21.6,15.0,53.8,25.5,2010
101-150,Catholic University of Louvain,2-4,,11.9,13.6,17.6,13.8,41.9,28.3,2010
101-150,Emory University,55-69,,0.0,0.0,30.5,24.1,50.5,18.1,2010
101-150,Georgia Institute of Technology,55-69,,14.1,0.0,26.0,23.8,45.2,27.1,2010
101-150,Lund University,4,,25.0,0.0,24.9,17.0,50.1,21.8,2010
101-150,Mayo Medical School,55-69,,0.0,0.0,24.9,16.1,48.0,24.7,2010
101-150,National Taiwan University,1,,13.1,0.0,16.1,11.6,59.6,19.7,2010
101-150,National University of Singapore,1,,0.0,0.0,10.2,14.6,59.1,27.0,2010
101-150,North Carolina State University - Raleigh,55-69,,0.0,0.0,27.9,15.9,42.9,19.2,2010
101-150,Oregon State University,55-69,,13.1,0.0,26.9,24.7,36.5,23.8,2010
101-150,Seoul National University,1,,0.0,0.0,7.2,13.1,66.5,20.3,2010
101-150,Swiss Federal Institute of Technology of Lausanne,4-5,,0.0,0.0,23.9,20.1,40.4,34.0,2010
101-150,Technion-Israel Institute of Technology,2-4,,16.0,23.0,16.1,14.0,36.9,21.7,2010
101-150,Tel Aviv University,2-4,,0.0,0.0,23.9,15.9,50.9,25.5,2010
101-150,The University of Georgia,55-69,,0.0,0.0,26.9,19.8,44.2,18.5,2010
101-150,The University of Queensland,4-5,,14.1,0.0,12.5,24.0,57.3,25.9,2010
101-150,The University of Western Australia,4-5,,15.1,14.1,21.6,13.1,42.6,26.4,2010
101-150,Tokyo Institute of Technology,6,,14.1,0.0,21.6,22.8,44.4,29.5,2010
101-150,Tufts University,55-69,,16.0,16.6,22.8,13.0,37.4,25.9,2010
101-150,University Libre Bruxelles,2-4,,18.5,18.9,12.5,13.1,32.0,25.6,2010
101-150,University of Alberta,5-6,,13.1,0.0,20.4,21.3,56.9,21.8,2010
101-150,University of Amsterdam,3-6,,7.5,0.0,19.0,20.9,51.9,26.3,2010
101-150,"University of California, Riverside",55-69,,14.1,0.0,27.9,26.6,34.4,27.9,2010
101-150,"University of California, Santa Cruz",55-69,,0.0,0.0,27.9,32.0,30.8,31.7,2010
101-150,University of Frankfurt,6-10,,34.1,8.9,19.0,16.6,39.6,23.4,2010
101-150,University of Freiburg,6-10,,21.3,20.9,16.1,18.0,37.4,22.5,2010
101-150,University of Geneva,4-5,,25.0,0.0,20.4,24.9,37.2,24.5,2010
101-150,University of Groningen,3-6,,0.0,19.9,17.6,16.3,46.2,26.7,2010
101-150,University of Hawaii at Manoa,55-69,,0.0,0.0,26.0,27.9,37.6,18.8,2010
101-150,University of Iowa,55-69,,0.0,0.0,33.0,23.6,46.7,19.2,2010
101-150,University of Leeds,12-14,,19.2,0.0,14.4,22.8,44.0,19.3,2010
101-150,University of Liverpool,12-14,,19.9,15.4,12.5,17.6,40.3,20.1,2010
101-150,University of Massachusetts Amherst,55-69,,15.1,0.0,33.0,17.5,36.0,22.3,2010
101-150,University of Massachusetts Medical School - Worcester,55-69,,0.0,19.9,14.4,26.7,28.2,21.2,2010
101-150,University of Miami,55-69,,0.0,0.0,23.9,20.7,43.2,16.2,2010
101-150,University of Milan,1-3,,19.2,0.0,19.0,13.2,48.6,19.4,2010
101-150,University of Montreal,5-6,,13.1,0.0,14.4,18.0,53.4,20.8,2010
101-150,University of Muenster,6-10,,21.3,15.4,12.5,15.0,35.8,20.2,2010
101-150,University of Paris Diderot (Paris 7),4-5,,15.5,13.8,14.4,21.9,42.0,16.5,2010
101-150,University of Pisa,1-3,,16.0,23.5,16.1,4.1,38.9,18.5,2010
101-150,University of Roma - La Sapienza,1-3,,14.1,15.4,10.2,13.7,50.6,14.0,2010
101-150,University of Sao Paulo,1,,0.0,0.0,10.2,13.3,76.3,15.4,2010
101-150,University of Strasbourg,4-5,,25.0,22.4,17.6,15.9,36.6,19.3,2010
101-150,University of Sussex,12-14,,0.0,22.7,19.0,15.7,27.1,25.2,2010
101-150,University of Tuebingen,6-10,,25.0,0.0,14.4,17.4,42.0,22.2,2010
101-150,University of Wageningen,3-6,,0.0,0.0,28.8,14.3,39.3,30.3,2010
101-150,University of Wuerzburg,6-10,,21.3,8.9,23.3,13.7,35.0,20.8,2010
101-150,VU University Amsterdam,3-6,,0.0,0.0,23.9,13.4,51.8,28.2,2010
101-150,Weizmann Institute of Science,2-4,,14.1,16.2,23.9,28.0,29.4,22.2,2010
151-200,Cardiff University,15-19,,0.0,16.2,7.2,20.3,42.2,17.5,2010
151-200,Colorado State University,70-89,,0.0,0.0,27.9,13.8,37.1,20.4,2010
151-200,Dartmouth College,70-89,,20.6,0.0,22.8,18.1,30.7,22.6,2010
151-200,Delft University of Technology,7-9,,13.1,0.0,7.2,21.5,40.3,21.5,2010
151-200,Erasmus University,7-9,,0.0,15.4,21.6,5.2,33.5,25.6,2010
151-200,Florida State University,70-89,,0.0,0.0,20.4,18.4,39.5,19.0,2010
151-200,George Mason University,70-89,,0.0,32.1,10.2,7.1,28.5,17.8,2010
151-200,Hokkaido University,7-9,,0.0,0.0,16.1,16.1,47.7,20.3,2010
151-200,Iowa State University,70-89,,0.0,0.0,22.8,13.7,42.9,20.2,2010
151-200,Joseph Fourier University (Grenoble 1),6-7,,0.0,15.4,10.2,19.8,37.9,17.3,2010
151-200,Kyushu University,7-9,,0.0,0.0,14.4,17.6,49.7,20.7,2010
151-200,Louisiana State University - Baton Rouge,70-89,,0.0,0.0,19.0,16.0,38.0,15.3,2010
151-200,Monash University,6-7,,0.0,0.0,10.2,16.2,52.4,20.7,2010
151-200,Mount Sinai School of Medicine,70-89,,0.0,0.0,19.0,19.3,35.4,17.8,2010
151-200,National Autonomous University of Mexico,1,,14.1,0.0,7.2,12.7,50.6,23.4,2010
151-200,Oregon Health and Science University,70-89,,0.0,0.0,19.0,19.7,35.4,20.6,2010
151-200,Peking University,1-2,,0.0,0.0,0.0,13.5,59.0,17.1,2010
151-200,Radboud University Nijmegen,7-9,,0.0,0.0,10.2,19.4,48.5,29.9,2010
151-200,State University of New York at Stony Brook,70-89,,0.0,0.0,19.0,22.8,37.9,18.2,2010
151-200,Technical University of Denmark,3,,7.5,12.6,17.6,13.9,36.5,19.7,2010
151-200,The Chinese University of Hong Kong,1,,0.0,14.1,14.4,6.1,43.1,21.5,2010
151-200,The University of Alabama at Birmingham,70-89,,0.0,0.0,16.1,18.5,42.4,15.3,2010
151-200,The University of Calgary,7-8,,0.0,0.0,10.2,17.0,46.2,17.2,2010
151-200,The University of Connecticut - Storrs,70-89,,13.1,0.0,16.1,13.5,37.0,17.0,2010
151-200,The University of Glasgow,15-19,,10.7,0.0,21.6,15.5,42.8,17.8,2010
151-200,The University of Texas Health Science Center at Houston,70-89,,0.0,15.4,17.6,16.4,30.4,18.6,2010
151-200,The University of Texas M. D. Anderson Cancer Center,70-89,,0.0,0.0,21.6,15.6,42.8,27.5,2010
151-200,Tsinghua University,1-2,,11.9,0.0,0.0,11.8,57.8,17.0,2010
151-200,University of Bern,6,,14.1,0.0,10.2,20.8,39.1,25.4,2010
151-200,University of Buenos Aires,1,,18.5,25.2,0.0,6.3,37.9,20.9,2010
151-200,University of Delaware,70-89,,11.9,0.0,22.8,13.3,32.8,18.3,2010
151-200,University of Durham,15-19,,0.0,0.0,19.0,18.6,33.3,20.5,2010
151-200,University of Hamburg,11-14,,14.1,0.0,17.6,16.4,34.3,18.8,2010
151-200,University of Illinois at Chicago,70-89,,0.0,0.0,26.9,9.6,46.1,17.6,2010
151-200,University of Kiel,11-14,,13.1,15.4,10.2,12.2,32.9,17.8,2010
151-200,University of Koeln,11-14,,0.0,12.6,7.2,20.8,37.9,19.9,2010
151-200,University of Mainz,11-14,,0.0,8.1,17.6,19.6,38.1,20.6,2010
151-200,"University of Maryland, Baltimore",70-89,,0.0,0.0,22.8,16.5,38.6,17.8,2010
151-200,University of Nebraska - Lincoln,70-89,,19.9,0.0,16.1,14.8,33.4,15.9,2010
151-200,University of New South Wales,6-7,,0.0,0.0,19.0,11.3,52.2,20.9,2010
151-200,University of Padua,4,,0.0,0.0,12.5,18.8,48.8,18.7,2010
151-200,University of Paris Descartes (Paris 5),6-7,,13.7,11.9,10.2,16.5,41.1,15.3,2010
151-200,University of Southampton,15-19,,0.0,0.0,19.0,17.9,42.6,18.2,2010
151-200,University of Tennessee - Knoxville,70-89,,11.9,0.0,21.6,17.0,39.1,14.8,2010
151-200,University of Tsukuba,7-9,,0.0,19.9,12.5,8.7,39.1,20.0,2010
151-200,University of Vienna,1,,17.7,0.0,10.2,19.3,37.3,20.7,2010
151-200,University of Warwick,15-19,,0.0,0.0,24.4,14.8,37.5,20.3,2010
151-200,University of Waterloo,7-8,,0.0,0.0,19.0,10.3,41.7,21.1,2010
151-200,Virginia Commonwealth University,70-89,,11.9,14.1,17.6,9.9,34.2,14.5,2010
151-200,Virginia Polytechnic Institute and State University,70-89,,13.1,0.0,21.6,15.0,40.8,17.4,2010
201-300,Autonomous University of Madrid,1-4,,0.0,0.0,12.5,14.3,38.6,16.6,2010
201-300,Brandeis University,90-111,,21.3,0.0,7.2,18.1,19.8,23.9,2010
201-300,Chalmers University of Technology,5-9,,0.0,0.0,16.1,11.6,28.4,20.6,2010
201-300,Charles University in Prague,1,,13.1,0.0,0.0,12.3,43.1,18.5,2010
201-300,City University of New York City College,90-111,,33.7,0.0,10.2,9.7,18.0,20.2,2010
201-300,Claude Bernard University Lyon 1,8-13,,13.1,0.0,0.0,19.7,40.2,14.0,2010
201-300,Complutense University of Madrid,1-4,,16.9,0.0,0.0,9.0,43.3,11.1,2010
201-300,Dalhousie University,9-18,,0.0,0.0,14.4,15.6,34.5,17.4,2010
201-300,Ecole Polytechnique,8-13,,19.2,0.0,7.2,9.2,28.6,21.2,2010
201-300,Fudan University,3-7,,0.0,0.0,0.0,9.2,48.8,17.4,2010
201-300,Industrial Physics and Chemistry Higher Educational Institution - Paris,8-13,,9.2,18.9,0.0,11.1,16.8,29.0,2010
201-300,Keio University,10,,0.0,0.0,10.2,11.8,35.5,16.9,2010
201-300,Korea Advanced Institute of Science and Technology,2-4,,0.0,0.0,7.2,15.7,40.5,29.7,2010
201-300,Korea University,2-4,,0.0,0.0,0.0,7.0,48.1,19.2,2010
201-300,Lancaster University,20-30,,0.0,0.0,17.6,11.9,28.7,19.7,2010
201-300,Laval University,9-18,,0.0,0.0,16.1,10.6,39.0,16.0,2010
201-300,London School of Economics and Political Science,20-30,,16.9,0.0,16.1,,26.0,24.8,2010
201-300,Macquarie University,8-9,,0.0,0.0,16.1,13.2,29.3,22.1,2010
201-300,Medical University of Vienna,2-3,,11.9,15.4,7.2,7.9,33.0,18.4,2010
201-300,Nanjing University,3-7,,0.0,0.0,0.0,12.2,45.9,16.9,2010
201-300,National and Kapodistrian University of Athens,1,,0.0,0.0,12.5,5.1,42.6,19.5,2010
201-300,National Cheng Kung University,2,,0.0,0.0,10.2,2.1,48.4,19.5,2010
201-300,Newcastle University,20-30,,0.0,0.0,14.4,17.5,36.8,17.2,2010
201-300,Norwegian University of Science and Technology,2-3,,16.0,0.0,10.2,15.1,36.7,17.6,2010
201-300,Paul Sabatier University (Toulouse 3),8-13,,0.0,6.3,0.0,16.9,38.1,12.6,2010
201-300,Polytechnic Institute of Milan,5-8,,9.2,15.4,0.0,7.7,30.4,14.8,2010
201-300,"Queen Mary, U. of London",20-30,,20.6,0.0,16.1,16.9,27.0,17.3,2010
201-300,Queen's University,9-18,,0.0,0.0,16.1,15.3,36.8,20.3,2010
201-300,Queen's University,20-30,,19.9,0.0,0.0,14.8,33.3,16.2,2010
201-300,Rensselaer Polytechnic Institute,90-111,,14.1,0.0,17.6,11.3,25.1,22.8,2010
201-300,Royal Institute of Technology,5-9,,0.0,15.4,0.0,9.2,36.2,22.3,2010
201-300,RWTH Aachen University,15-23,,5.3,0.0,7.2,10.3,39.2,18.1,2010
201-300,Shanghai Jiao Tong University,3-7,,0.0,0.0,0.0,7.2,58.1,18.0,2010
201-300,Simon Fraser University,9-18,,0.0,0.0,14.4,9.2,34.7,18.2,2010
201-300,State University of Campinas,2,,0.0,0.0,7.2,7.8,44.3,19.9,2010
201-300,State University of New York at Buffalo,90-111,,0.0,0.0,16.1,7.5,39.5,15.1,2010
201-300,Swedish University of Agricultural Sciences,5-9,,0.0,0.0,12.5,12.1,28.6,22.7,2010
201-300,Technical University of Berlin,15-23,,19.9,0.0,16.1,7.7,29.4,16.2,2010
201-300,The George Washington University,90-111,,13.1,0.0,12.5,10.8,32.5,16.2,2010
201-300,The Hong Kong Polytechnic University,2-4,,0.0,0.0,14.4,1.5,39.6,18.2,2010
201-300,The Hong Kong University of Science and Technology,2-4,,0.0,0.0,16.1,5.7,32.7,23.6,2010
201-300,The University of Adelaide,8-9,,16.9,0.0,10.2,11.1,37.4,22.7,2010
201-300,The University of Auckland,1-2,,15.1,0.0,10.2,14.4,36.9,18.7,2010
201-300,The University of Hong Kong,2-4,,0.0,0.0,14.4,10.4,43.9,22.0,2010
201-300,The University of New Mexico - Albuquerque,90-111,,0.0,0.0,12.5,18.3,35.8,15.1,2010
201-300,The University of Reading,20-30,,0.0,0.0,14.4,16.3,27.8,18.5,2010
201-300,The University of Texas Health Science Center at San Antonio,90-111,,0.0,0.0,22.8,6.9,30.0,17.7,2010
201-300,Trinity College Dublin,1,,13.1,14.1,7.2,10.5,30.3,16.1,2010
201-300,Umea University,5-9,,0.0,0.0,14.4,12.8,32.9,17.2,2010
201-300,University of Aberdeen,20-30,,0.0,0.0,10.2,15.8,32.9,19.8,2010
201-300,University of Antwerp,5-6,,0.0,0.0,12.5,11.7,34.4,25.8,2010
201-300,University of Barcelona,1-4,,0.0,0.0,7.2,14.0,51.4,15.9,2010
201-300,University of Bergen,2-3,,0.0,0.0,7.2,15.1,36.9,18.4,2010
201-300,University of Bochum,15-23,,0.0,0.0,12.5,12.5,38.9,18.7,2010
201-300,University of Bologna,5-8,,0.0,0.0,10.2,8.6,48.3,15.8,2010
201-300,University of Cape Town,1,,21.3,0.0,10.2,14.2,32.8,17.5,2010
201-300,University of Central Florida,90-111,,0.0,0.0,18.4,9.5,30.1,16.8,2010
201-300,University of Cincinnati,90-111,,0.0,0.0,22.8,10.4,40.2,14.5,2010
201-300,University of Colorado at Denver,90-111,,0.0,0.0,17.6,13.6,41.1,16.4,2010
201-300,University of Duesseldorf,15-23,,13.1,0.0,11.4,12.0,31.4,16.0,2010
201-300,University of East Anglia,20-30,,15.1,0.0,16.1,17.4,28.7,21.1,2010
201-300,University of Erlangen-Nuremberg,15-23,,0.0,0.0,14.4,13.3,40.6,19.7,2010
201-300,University of Florence,5-8,,0.0,0.0,16.1,11.4,39.7,15.8,2010
201-300,University of Gothenburg,5-9,,0.0,15.4,7.2,7.6,39.9,17.1,2010
201-300,University of Guelph,9-18,,0.0,0.0,16.1,14.7,33.4,19.4,2010
201-300,University of Halle-Wittenberg,15-23,,5.3,8.9,7.2,12.2,28.2,14.4,2010
201-300,University of Houston,90-111,,0.0,0.0,20.4,11.1,34.8,19.4,2010
201-300,University of Innsbruck,2-3,,0.0,10.9,7.2,15.1,25.1,23.1,2010
201-300,University of Kansas - Lawrence,90-111,,13.1,0.0,12.5,12.9,33.1,12.6,2010
201-300,University of Kentucky,90-111,,11.9,0.0,7.2,12.1,42.3,14.2,2010
201-300,University of Lausanne,7,,0.0,0.0,12.5,20.7,32.4,19.9,2010
201-300,University of Leicester,20-30,,0.0,0.0,19.0,18.0,33.0,19.9,2010
