Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Curmudgeon,Old Ale,Founders Brewing Company,Founders Brewing Company Founders Kaiser Curmudgeon,"Notes:Think classic seafaring ports, local pubs and weathered old fishermen. This old ale is brewed with molasses and an insane focus on the malt bill. Then Oak-Aged. The result is a rich, malty delight that's deceptively smooth and drinkable.50 IBU\t",9.8,30,65,12,39,40,50,68,21,0,34,30,15,97,4.245614,3.947368,4.114035,4.307018,4.052632,57
Old Stock Ale,Old Ale,North Coast Brewing Co.,North Coast Brewing Co. Old Stock Ale,"Notes:Like a fine port, Old Stock Ale is intended to be laid down. With an original gravity of over 1.100 and a generous hopping rate, Old Stock Ale is well-designed to round out and mellow with age. It’s brewed with classic Maris Otter malt and Fuggles and East Kent Goldings hops, all imported from England.\t",12,30,65,13,40,34,37,96,27,1,51,38,19,87,4.114355,3.964315,4.069749,4.165856,3.895783,1233
Hibernation Ale,Old Ale,Great Divide Brewing Company,Great Divide Brewing Company Hibernation Ale,"Notes:HIBERNATION ALE has been our celebrated winter tradition since 1995. This robust, dry-hopped ale has a malty richness balanced with a complex hop profile and hearty, warming character.AWARDS:1997 Great American Beer Festival, Gold Medal, Strong Ale/ English-Style Old Ale1998 World Beer Cup, Silver Medal, Strong Ale/English-Style Old Ale2003 Great American Beer Festival, Silver Medal, Old Ale2006 Great American Beer Festival, Silver Medal, Aged Beer\t",8.7,30,65,11,72,41,50,93,14,1,24,35,3,139,4.016079,4.055498,3.997407,4.107884,3.929979,964
Adam,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,Hair of the Dog Brewing Company / Brewery and Tasting Room Adam,"Notes:A re-creation of an historic beer style originally made in Dortmund, Germany. Adam was the first beer produced by Hair of the Dog. 10% alcohol by volume50 IBUs.\t",10,30,65,10,104,38,56,125,25,0,67,31,42,132,4.206027,4.175892,4.160517,4.289668,4.048585,813
Fourth Dementia - Bourbon Barrel-Aged,Old Ale,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Bourbon Barrel Fourth Dementia,Notes:This is our 4th Dementia Olde Ale that has been bourbon barrel-aged. This ale has an intense sweet caramel malt flavor and aroma that develops into a toffee and toasted marshmallow-like character.\t,13.5,30,65,13,61,58,30,134,14,0,57,18,32,124,4.555556,3.941919,4.340909,4.638889,4.474747,198
Old Jubilation,Old Ale,Avery Brewing Company,Avery Brewing Company Old Jubilation,Notes:,8.3,30,65,3,37,27,25,64,10,1,32,22,17,72,3.782303,3.986657,3.86236,3.917837,3.844101,712
Fuller's Vintage Ale,Old Ale,Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Fuller's Vintage Ale,"Notes:First released in 1997, Fuller's Vintage Ale is brewed in limited batches with each bottle being numbered. It can be enjoyed immediately, or Fuller's recommends laying the beer down to enjoy when it peaks in 3 to 4 years and consume at cellar temperature. And though it's released each year as a separate vintage, BA has been informed that the recipe is only slightly tweaked from year to year, while the ABV remains at 8.5%.As the new Head Brewer, this 2017 edition of Vintage Ale champions a new American hop variety Denali, used to give the beer a citrusy, pine-like flavour and a new British malt variety Laureate. Combined with trusty British hops Target and Goldings, our 21st Vintage Ale is a well-rounded and balanced beer wilh Fuller's yeast adding the orange, marmalade characters to it. Vinlage ale is an exceptional beer, only available from Fuller's as a limited release of individually packaged and numbered bottles and will improve for many years to come, like a fine wine or whisky. As the beer is bottle conditioned it will form a natural sediment, so pour carefully, sit back and enjoy the very finest of Fuller's ales.\t",8.5,30,65,5,67,44,35,79,31,0,63,42,12,90,4.111111,4.129928,4.167563,4.237455,4.069892,558
Old Stock Cellar Reserve (Aged In Bourbon Barrels),Old Ale,North Coast Brewing Co.,North Coast Brewing Co. Old Stock Cellar Reserve (Aged In Bourbon Barrels),"Notes:Vintages: 2005, 2009, 2013\t",13.16,30,65,8,61,79,35,106,15,0,38,7,21,128,4.419048,3.919048,4.059524,4.416667,4.195238,210
Fourth Dementia (4D),Old Ale,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Fourth Dementia (4D),Notes:Previously Fourth Dementia2009 11.8%2010 13.5%2011 13.5%\t,13.5,30,65,2,72,51,25,178,31,0,78,5,21,149,4.296657,4.118384,4.207521,4.36351,4.087744,359
Old Peculier,Old Ale,T & R Theakston Ltd.,T & R Theakston Ltd. Theakston Old Peculier,"Notes:Old Peculier is possibly one of the country’s most well-known and loved ales. This unique, beautiful brew is often imitated but never matched and is sold literally all over the world. With countless awards to its credit, it is something of which every Briton can be very proud and is the epitome of the greatest of British brewing tradition.In the early years of the modern brewing era, about two hundred years ago, many brewers produced a dark, strong ‘stock’ beer in the winter months, to provide a base amount of fermented beer to add to beers brewed in the rather more volatile months of the summer.Old Peculier probably owes its origins to this. The name pays tribute to the unique ecclesiastical status of Masham as a ‘Court of the Peculier’ and is also reference to the strong characteristic of the beer! For many years it was affectionately referred to as Yorkshire’s ‘Lunatic’s Broth’.\t",5.6,30,65,10,36,22,40,88,32,2,61,38,9,97,3.845304,3.934622,3.837017,3.984346,4.005525,543
Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,Hair of the Dog Brewing Company / Brewery and Tasting Room Adam From The Wood,"Notes:Our Adam aged in American Oak barrels. First released in 2000, and released again in November 2011 in 12oz bottles. This 12% beer has lots of the typical HOTD aromas: Caramel, brown sugar, tons of raisin and tobacco. Fig, date, and plum fruitiness in that order. This has a fairly strong earthy vinousness as well as oak vanilla.\t",12,30,65,6,79,47,22,127,25,0,76,8,35,88,4.608333,4.175,4.475,4.666667,4.55,60
Ola Dubh Special Reserve 12,Old Ale,Harviestoun Brewery Ltd.,Harviestoun Brewery Ltd. Ola Dubh Special Reserve 12,"Notes:Ola Dubh (or ""Black Oil"") is so named because it is gloopy and viscous. This limited release has been matured in casks from Orkney's award-winning Highland Park distillery to add complementary whisky notes to what is already an amazing brew. It is chocolatey with a roasty, bittersweet aftertaste.Highland Park 12 Year Old Single Malt Scotch Whisky was awarded a Double Gold medal at San Francisco World Spirits Competition 2007; it lends balance, smoothness and subtle smoke.\t",8,30,65,8,86,65,41,51,7,0,13,16,33,85,4.157509,4.043956,3.996337,4.212454,4.038462,273
Cherry Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,Hair of the Dog Brewing Company / Brewery and Tasting Room Cherry Adam From The Wood,Notes:Cherry Adam from the Wood is aged with locally grown black cherries in Bourbon and Sherry casks for 15 months.First release - November 2008Second release - November 2009Third release - March 2011Fourth release - November 2012\t,13.5,30,65,4,56,51,18,86,21,0,97,8,32,103,4.34596,3.729798,3.914141,4.391414,4.098485,198
Winter Ale,Old Ale,Alaskan Brewing Co.,Alaskan Brewing Co. Alaskan Winter Ale,"Notes:English Olde Ale. Traditionally malty with the warming sensation of alcohol, Olde Ales are brewed in the fall as winter warmers.Brewed in the style of an English Olde Ale, this ale balances the sweet heady aroma of spruce tips with the clean crisp finish of noble hops. Its malty richness is complemented by the warming sensation of alcohol.Alaskan Winter is made from glacier-fed water, Sitka spruce tips and a generous blend of the finest quality European and Pacific Northwest hop varieties and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year. 22 IBU\t",6.4,30,65,21,39,31,31,66,22,1,31,76,11,77,3.537954,3.612211,3.678218,3.686469,3.707921,303
Christmas Ale,Old Ale,Saint Arnold Brewing Company,Saint Arnold Brewing Company Saint Arnold Christmas Ale,"Notes:A rich, copper colored, hearty ale perfect for the holiday season with a malty sweetness and spicy hop character. The generous use of five different malts is responsible for the full flavor and high alcohol level of this beer.\t",7.7,30,65,6,35,22,31,56,12,1,13,41,33,91,3.637019,3.75,3.709135,3.769231,3.788462,208
Ola Dubh Special Reserve 16,Old Ale,Harviestoun Brewery Ltd.,Harviestoun Brewery Ltd. Ola Dubh Special Reserve 16,Notes:,8,30,65,9,71,49,37,42,8,0,18,11,31,74,4.122768,4.071429,4.013393,4.147321,4.046875,224
Autumn Ale,Old Ale,Breckenridge Brewery,Breckenridge Brewery Autumn Ale,"Notes:Our fall seasonal combines the malty goodness of a German lager with the clean crispness of an American ale. Brewed with Munich malts and a delicate blend of Bavarian hops, it's a full-bodied treat with a nutty-sweet middle, a warming alcohol level and notes of toasted grains. A pre-winter winner.21 IBU\t",7,30,65,7,42,21,25,55,7,0,15,19,3,91,3.426174,3.630872,3.439597,3.590604,3.607383,149
Ola Dubh Special Reserve 18,Old Ale,Harviestoun Brewery Ltd.,Harviestoun Brewery Ltd. Ola Dubh Special Reserve 18,Notes:,8,30,65,12,79,49,33,75,12,1,27,11,42,97,4.221429,4.035714,4.021429,4.278571,4.121429,70
Olde Suffolk English (Strong Suffolk Vintage) Ale,Old Ale,Greene King / Morland Brewery,Greene King / Morland Brewery Olde Suffolk English (Strong Suffolk Vintage) Ale,Notes:,6,30,65,16,57,14,31,118,31,0,66,34,27,131,3.935764,3.928819,3.935764,4.09375,4.039931,288
Ola Dubh Special Reserve 30,Old Ale,Harviestoun Brewery Ltd.,Harviestoun Brewery Ltd. Ola Dubh Special Reserve 30,"Notes:Every bottle of this extremely limited Ola Dubh 30th Anniversary Ale has been individually numbered. Our ale has been aged for up to six months in first fill sherry butts, formerly used to mature Highland Park's award-winning 30 Year Old Single Malt Scotch Whisky. These hand selected butts add subtle whisky notes to what is already a complex ale with its chocolatey mouthfeel and distinctive bittersweet finish. The high ABV has been deliberately created to stand up to, and blend with, the intensity of flavor created by the infused wood.\t",8,30,65,7,128,72,44,89,13,3,46,29,53,115,4.263415,4.141463,4.236585,4.363415,4.195122,205
Gale's Prize Old Ale,Old Ale,George Gale & Company Ltd,George Gale & Company Ltd Gale's Prize Old Ale,Notes:,9,30,65,10,47,18,20,68,53,1,45,12,12,48,3.810909,3.456364,3.34,3.570909,3.274545,275
Winter Warmer,Old Ale,Lancaster Brewing Company,Lancaster Brewing Company Winter Warmer,"Notes:Our classic Olde Ale delivers a complex malt flavor and blend of British and American hops. True to its name, this beer finishes with a nice warming alcohol flavor.\t",8.9,30,65,9,44,40,39,73,20,1,42,38,16,79,3.800725,3.822464,3.786232,3.865942,3.858696,138
Hibernation Ale - Barrel-Aged,Old Ale,Great Divide Brewing Company,Great Divide Brewing Company Barrel Aged Hibernation Ale,"Notes:Over 12 months in whiskey barrels has completely transformed our prized winter seasonal, producing a Hibernation that starts with big whiskey flavors before mellowing out into luscious chocolate, dark fruit and vanilla. If you can only take one beer into your cave this winter, we suggest this one.\t",12.4,30,65,5,88,83,35,126,21,0,42,25,40,102,4.142857,3.910714,3.964286,4.053571,4,28
Triple Exultation,Old Ale,Eel River Brewing Co.,Eel River Brewing Co. Triple Exultation,Notes:,9.7,30,65,13,59,51,42,113,27,0,56,33,19,103,3.806452,3.912903,3.732258,3.8,3.667742,155
Big Dick's Olde Ale,Old Ale,Arcadia Brewing Company,Arcadia Brewing Company Arcadia Big Dick's Olde Ale,Notes:,9,30,65,7,63,55,41,127,42,1,59,51,13,109,3.622222,3.781481,3.514815,3.52963,3.477778,135
Unobtanium Barrel-Aged Old Ale,Old Ale,Straight To Ale,Straight To Ale Barrel-Aged Unobtanium Old Ale,"Notes:Unobtanium is a barrel-aged English-style Old Ale that ages for six months in a bourbon barrel, soaking up all sorts of amazing whiskey character as well as hints of oak and vanilla. The name was taken from an old aerospace/engineering term for a specific material or object (often imaginary, impossible or highly improbable to obtain) needed to complete any given project.And, before you ask, we did not take the name from the elusive metal in Avatar. James Cameron reportedly named the substance as an inside joke to his fellow techie/gear-heads. Our version is much tastier, though.\t",11.5,30,65,17,48,94,16,115,34,1,76,16,38,123,3.833333,4,4.166667,4.5,4.333333,3
Thanksgiving Ale,Old Ale,Mayflower Brewing Company,Mayflower Brewing Company Mayflower Thanksgiving Ale,"Notes:The first and only perennial offering in our Cooper’s Series of limited batch beers. Mayflower Thanksgiving Ale is an inspired blend of two brewing styles: American Strong Ale and English Old Ale. Aged on American white oak, this full-bodied brew warms the soul with hints of caramel, vanilla and spicy nuts. The perfect beverage for our favorite holiday.\t",6.7,30,65,18,69,40,42,97,31,1,37,51,53,151,3.826389,3.798611,3.881944,3.972222,3.972222,72
Figgy Pudding,Old Ale,Block 15 Brewery & Restaurant,Block 15 Brewery & Restaurant Figgy Pudding,"Notes:""Inspired by a 16th century English Christmas cake our Figgy Pudding is brewed with English Pale & Specialty malts & molasses and fermented with London ale yeast. After fermentation we matured Figgy Pudding in brandy barrels before conditioning with mission figs, Ceylon cinnamon and nutmeg.""64 cases of 750ml bottles produced in November 2010.Re-released in November 2011.\t",11,30,65,15,47,70,26,171,49,0,87,8,58,117,4.088235,3.970588,4.323529,4.264706,4.117647,17
Ola Dubh Special Reserve 40,Old Ale,Harviestoun Brewery Ltd.,Harviestoun Brewery Ltd. Ola Dubh Special Reserve 40,Notes:,8,30,65,8,116,71,39,95,16,2,39,26,63,102,4.328125,4.09375,4.208333,4.338542,4.15625,96
Old Woody,Old Ale,Fish Brewing Company / Fishbowl Brewpub,Fish Brewing Company / Fishbowl Brewpub Old Woody,Notes:,10,30,65,15,73,55,40,111,33,0,60,59,18,88,4.035,3.88,4.06,4.115,4.02,100
Billy The Mountain,Old Ale,Upright Brewing Company,Upright Brewing Company Billy The Mountain,"Notes:Inspired by the great Prize Old Ale once brewed by Gales in England, this beer is deeply malty and full of ripe fruit, leather, wine and oak flavors. The Billy is partially barrel aged with brettanomyces yeast, lending a distinct twang and developing unique aromas over time. Bottled still and best served at about 55F to be finished at room temperature. Cellar for up to five years.""Billy the Mountain - A traditional English-style Old Ale, having undergone over five months of oak barrel aging and another several months in the bottle.""Malts: organic pale, ashburne mild, caramelUnmalted: black barleyAlso: molassesYeasts: London ESB and brettanomyces clausennii First Release - January 2010Second Release - January 2011Third Release - December 2011\t",9.1,30,65,38,58,19,26,85,105,0,71,17,9,85,3.722222,3.583333,3.444444,3.555556,3.472222,18
Lights Out Holiday Ale,Old Ale,Blue Mountain Brewery,Blue Mountain Brewery Lights Out Holiday Ale,Notes:,7,30,65,11,43,22,37,82,23,0,26,36,22,101,3.5,3.729167,3.5625,3.604167,3.666667,24
Old Flame,Old Ale,DuClaw Brewing Company,DuClaw Brewing Company Old Flame,Notes:,7.5,30,65,22,36,24,27,102,48,0,46,23,8,102,3.55,3.8,3.95,3.85,3.65,10
Dark & Handsome,Old Ale,Box Steam Brewery,Box Steam Brewery Dark & Handsome,Notes:,5,30,65,21,80,10,77,54,33,0,44,47,17,108,3.666667,3.472222,3.388889,3.583333,3.527778,18
Pale Ale,Pale Ale - American,Sierra Nevada Brewing Co.,Sierra Nevada Brewing Co. Chico Special Pale Ale,"Notes:Our most popular beer, Sierra Nevada Pale Ale is a delightful interpretation of a classic style. It has a deep amber color and an exceptionally full-bodied, complex character. Generous quantities of premium Cascade hops give the Pale Ale its fragrant bouquet and spicy flavor.38 IBU\t",5.6,25,50,28,34,15,60,39,37,2,45,96,5,48,4,3,4,4,4,1
Zombie Dust,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Zombie Dust,"Notes:This intensely hopped and gushing undead Pale Ale will be one’s only respite after the zombie apocalypse. Created with our marvelous friends in the comic industry.60 IBUFormerly known as Cenotaph: A medium bodied single hop beer showcasing Citra hops from the Yakima Valley, USA.\t",6.2,25,50,33,47,14,79,48,72,4,92,115,8,64,4.543257,4.215013,4.25827,4.492366,4.512723,393
Dale's Pale Ale,Pale Ale - American,Oskar Blues Grill & Brew,Oskar Blues Grill & Brew Dale's Pale Ale,Notes:,6.5,25,50,9,29,5,39,19,21,1,22,58,1,37,3.850762,3.9491,3.878116,3.982341,4.075831,1444
Alpha King,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Alpha King Pale Ale,error entering this description,6.66,25,50,14,25,6,45,37,41,1,46,78,6,55,4.253429,4.11855,4.139778,4.32887,4.330176,1531
Pseudo Sue,Pale Ale - American,Toppling Goliath Brewing Company,Toppling Goliath Brewing Company PseudoSue,"Notes:This single hop ale showcases the Citra hop. Named for the largest T-rex fossil ever discovered, she roars with ferocious aromas of grapefruit, citrus, mango and evergreen. Delicate in body with a mild bite in the finish.50 IBU\t",5.8,25,50,38,43,6,67,36,84,1,120,84,0,23,4.75,4,4,4.5,4.5,2
Daisy Cutter Pale Ale,Pale Ale - American,Half Acre Beer Company,Half Acre Beer Company Daisy Cutter Pale Ale,"Notes:Daisy Cutter Pale Ale is one of the first beers we brewed at our brewery on Lincoln Ave. It began as a special release bomber beer, but caught fire both in and outside the brewery.At the time, 2009, there were some local pale ales that hit with natural power, but not many. Daisy Cutter’s lush and dank characteristics steadily carved out a place within the Chicago brewing landscape.Today, Daisy Cutter is a call brand that we continue to keep raw and relevant.Blended pine, citrus, papaya and mango. Dank. Apparent biscuit, lingering, obscenely dry.\t",5.2,25,50,28,42,7,70,34,54,4,82,124,4,61,4.283195,4.123444,4.029046,4.1639,4.295643,482
420 Extra Pale Ale,Pale Ale - American,SweetWater Brewing Company,SweetWater Brewing Company Sweetwater 420 Extra Pale Ale,Notes:,5.4,25,50,12,25,6,42,36,37,1,48,69,9,47,3.512241,3.634652,3.603578,3.665725,3.862524,531
Mirror Pond Pale Ale,Pale Ale - American,Deschutes Brewery,Deschutes Brewery Mirror Pond Pale Ale,Notes:Alc. by Vol.: 5.0%IBUs: 40170 calories per 12 oz serving\t,5,25,50,19,27,2,51,48,40,0,38,88,3,67,3.796943,3.881368,3.804949,3.945415,4.097525,687
Peeper,Pale Ale - American,Maine Beer Company,Maine Beer Company Peeper Ale,"Notes:Our original hoppy American ale. Dry, clean, well-balanced with generous dose of American hops.\t",5.5,25,50,38,29,7,58,20,66,2,80,87,14,46,4.12724,4.184588,4.030466,4.112903,4.229391,279
Edward,Pale Ale - American,Hill Farmstead Brewery,Hill Farmstead Brewery Edward Pale Ale,"Notes:Edward (1917-2002) is our grandfather; Hill Farmstead Brewery rests upon the land that was once home to him and his five children. In his honor, this American Pale Ale is dutifully crafted from American malted barley, a plethora of American hops, our ale yeast and water from Edward’s well. It is unfiltered, naturally carbonated, and dry hopped. Aromatic and flowery, with impressions of citrus and pine, this is the ale that I dream to have shared with Edward. 85 IBUPale and Caramel malt; Centennial, Chinook, Columbus, Simcoe, and Warrior hops; House Ale Yeast, and our Well Water.\t",5.2,25,50,21,14,4,47,35,59,3,89,64,0,27,4.393805,4.115044,4.181416,4.345133,4.433628,113
Moon Man No Coast Pale Ale,Pale Ale - American,New Glarus Brewing Company,New Glarus Brewing Company Moon Man,"Notes:You hold a session beer with a bright bold blend of five hops that flirt obligingly with the smooth malty backside. Don't let this one lay around it is brewed to be enjoyed today. Bold and engaging without pretense, because in Wisconsin you do not have to be extreme to be real.\t",5,25,50,24,31,8,36,31,33,3,41,47,2,39,4.128472,3.987847,3.949653,4.039931,4.296875,288
