Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Wallpaper,Flooring,Furniture List,Furniture Name List,Filename,Unique Entry ID
Mathilda,https://acnhcdn.com/latest/NpcIcon/kgr01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr01.png,https://acnhcdn.com/drivesync/render/houses/kgr01_229_Mathilda.png,Kangaroo,Female,Snooty,B,Fitness,11/12,wee baby,K.K. Chorale,Nail polish is thicker than water.,Cool,Gorgeous,White,Red,3261.0,blue delicate-blooms wall,arabesque flooring,3615;3957;83;5543;3623;3952;915;3206;3958;3951;4069;794;7284,open-frame kitchen;antique bed;rocking horse;wooden-blockstool;toy box;antique table;cuckoo clock;wooden-block toy;antique mini table;antique console table;table lamp;phonograph;nutcracker,kgr01,GSsfXWFSF3FEdbcjA
Megan,https://acnhcdn.com/latest/NpcIcon/bea15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea15.png,https://acnhcdn.com/drivesync/render/houses/bea15_32_Megan.png,Bear,Female,Normal,A,Nature,3/13,sundae,Forest Life,"Take a page out of someone else's book, if it's a good book.",Cute,Simple,Yellow,Light blue,4406.0,honeycomb wall,dark herringbone flooring,2605;3251;3406;1277;3962;3122;4080;3562;928;3683;3438;4030;8826;9766;3400,wooden simple bed;gas range;beekeeper's hive;cacao tree;inflatable sofa;mini DIY workbench;long bathtub;iron wall rack;pot rack;plain sink;wooden end table;bathroom towel rack;wooden table mirror;mini fridge;dish-drying rack,bea15,tgsKz4BX3wxFRFrFZ
Melba,https://acnhcdn.com/latest/NpcIcon/kal02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal02.png,https://acnhcdn.com/drivesync/render/houses/kal02_222_Melba.png,Koala,Female,Normal,B,Education,4/12,toasty,K.K. Stroll,A friend who shares is a friend who cares.,Cute,Cute,White,Green,4399.0,blue blossoming wall,green-paint flooring,3683;4003;4132;3445;2605;7137;3436;3428;3438;2740;7134;1792;4111;7353;3785;4308,plain sink;cute music player;yucca;standard umbrella stand;wooden simple bed;wooden full-length mirror;wooden wardrobe;wall-mounted TV (50 in.);wooden end table;automatic washer;wooden low table;cushion;old-fashioned alarm clock;botanical rug;potted ivy;unfinished puzzle,kal02,sLBs68aveqtjT8HZJ
Merengue,https://acnhcdn.com/latest/NpcIcon/rhn07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn07.png,https://acnhcdn.com/drivesync/render/houses/rhn07_338_Merengue.png,Rhino,Female,Normal,A,Nature,3/19,shortcake,K.K. Ballad,Life is a piece of cake.,Cute,Simple,White,Red,3177.0,pastel dotted wall,mint dot flooring,4109;1866;3998;998;4000;3697;3785;7134;1161;3467;4139;1043;4019;3416,double-door refrigerator;menu chalkboard;cute sofa;kitchen island;cute tea table;portable radio;potted ivy;wooden low table;cream and sugar;tea set;diner counter table;microwave;stand mixer;soft-serve lamp,rhn07,qxaecyD6f6aHuNZKK
Merry,https://acnhcdn.com/latest/NpcIcon/cat16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat16.png,https://acnhcdn.com/drivesync/render/houses/cat16_67_Merry.png,Cat,Female,Peppy,B,Fashion,6/29,mweee,Neapolitan,A smile increases your face value.,Cute,Cute,Pink,Light blue,3635.0,beaded-curtain wall,orange retro flooring,4132;1227;2554;2713;790;3616;3439;1913;4130,yucca;deluxe washer;double sofa;refrigerator;hi-fi stereo;system kitchen;wooden table;wooden chair;coconut wall planter,cat16,uhd4aEuBudwu9pM6E
Midge,https://acnhcdn.com/latest/NpcIcon/brd08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd08.png,https://acnhcdn.com/drivesync/render/houses/brd08_40_Midge.png,Bird,Female,Normal,B,Education,3/12,tweedledee,K.K. Stroll,"When the world gets cold, just fly south.",Cute,Simple,Pink,Pink,9128.0,yellow quilt wall,cute white-tile flooring,3995;7134;3999;1757;3996;3624;3997;4001;4000;4003;3998,cute DIY table;wooden low table;cute chair;claw-foot tub;cute wall-mounted clock;cute bed;cute wardrobe;cute vanity;cute tea table;cute music player;cute sofa,brd08,WSnecxx3DREYtZ3p3
Mint,https://acnhcdn.com/latest/NpcIcon/squ09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu09.png,https://acnhcdn.com/drivesync/render/houses/squ09_361_Mint.png,Squirrel,Female,Snooty,B,Fashion,5/2,ahhhhhh,K.K. Soul,Always lead by example.,Gorgeous,Cute,Pink,Purple,2686.0,blue subway-tile wall,mint dot flooring,4052;4053;7236;4049;4046;4015;4051;3683;4027;4030;4054;3467,rattan bed;rattan armchair;lily record player;rattan wardrobe;rattan end table;shower booth;rattan vanity;plain sink;floral swag;bathroom towel rack;rattan low table;tea set,squ09,TgwEuBB4kt96EXAvt
Mira,https://acnhcdn.com/latest/NpcIcon/rbt19.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt19.png,https://acnhcdn.com/drivesync/render/houses/rbt19_333_Mira.png,Rabbit,Female,Big Sister,A,Fitness,7/6,cottontail,Go K.K. Rider,Always help a friend in need.,Active,Cool,Red,Yellow,9483.0,heavy-curtain wall,wooden-knot flooring,7529;7529;7529;531;1708;7524;533;533;530;533;531;4763;4763;7524;530;531;531;4763,folding chair;folding chair;folding chair;hedge standee;cassette player;simple medium avocado mat;tree standee;tree standee;grass standee;tree standee;hedge standee;throwback dino screen;throwback dino screen;simple medium avocado mat;grass standee;hedge standee;hedge standee;throwback dino screen,rbt19,ycquvbgfbCzktuLvn
Miranda,https://acnhcdn.com/latest/NpcIcon/duk12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk12.png,https://acnhcdn.com/drivesync/render/houses/duk12_143_Miranda.png,Duck,Female,Snooty,B,Fashion,4/23,quackulous,K.K. Sonata,"If the world is flooded, it will be easy for the duck.",Elegant,Gorgeous,Blue,Purple,3387.0,arched-window wall,brown iron-parquet flooring,1840;3957;3955;2554;987;3958;794;3974;4129;4106,whirlpool bath;antique bed;antique vanity;double sofa;harp;antique mini table;phonograph;imperial low table;monstera;pendulum clock,duk12,9AE7bEWmthdc7kZ4m
Mitzi,https://acnhcdn.com/latest/NpcIcon/cat01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat01.png,https://acnhcdn.com/drivesync/render/houses/cat01_53_Mitzi.png,Cat,Female,Normal,B,Education,9/25,mew,K.K. Love Song,Practice makes purrrfect!,Simple,Simple,Brown,Beige,2686.0,blue painted-wood wall,light herringbone flooring,2560;3251;2605;2713;7134;3562;7133;7136;1288,wooden chest;gas range;wooden simple bed;refrigerator;wooden low table;iron wall rack;wooden mini table;cat grass;fan palm,cat01,4DpkbYXeoySwonvkS
Moe,https://acnhcdn.com/latest/NpcIcon/cat08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat08.png,https://acnhcdn.com/drivesync/render/houses/cat08_59_Moe.png,Cat,Male,Lazy,B,Play,1/12,myawn,Two Days Ago,Ignorance is bliss.,Active,Simple,Black,Gray,7975.0,blue subway-tile wall,stripe flooring,3995;7134;1561;4003;3208;4759;4762;3623;1559;4761,cute DIY table;wooden low table;wooden-block chest;cute music player;wooden-block wall clock;throwback race-car bed;throwback container;toy box;wooden-block bench;throwback rocket,cat08,EYRuj39J5cS5eYuPD
Molly,https://acnhcdn.com/latest/NpcIcon/duk16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk16.png,https://acnhcdn.com/drivesync/render/houses/duk16_146_Molly.png,Duck,Female,Normal,A,Nature,3/7,quackidee,K.K. Ballad,Like water off a duck's back.,Cute,Simple,Yellow,Pink,8885.0,lattice wall,light herringbone flooring,3956;2605;2772;2554;1058;4125;3785;7134;2560;3467;7334;7465;4003;4132,antique bureau;wooden simple bed;fancy violin;double sofa;music stand;wooden bookshelf;potted ivy;wooden low table;wooden chest;tea set;ivory small round mat;red dotted rug;cute music player;yucca,duk16,4RLK74MDFhcXAQeuL
Monique,https://acnhcdn.com/latest/NpcIcon/cat11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat11.png,https://acnhcdn.com/drivesync/render/houses/cat11_62_Monique.png,Cat,Female,Snooty,B,Fashion,9/30,pffffft,K.K. Cruisin',All publicity is good publicity!,Gorgeous,Elegant,Purple,Pink,7887.0,beige desert-tile wall,rosewood flooring,4054;4051;4015;7236;4045;4049;4052;4047;4053;1227;4030;4046;4050;929;4048,rattan low table;rattan vanity;shower booth;lily record player;rattan waste bin;rattan wardrobe;rattan bed;rattan stool;rattan armchair;deluxe washer;bathroom towel rack;rattan end table;rattan table lamp;air conditioner;rattan towel basket,cat11,6rhSBCp2M4wcM9cRG
Monty,https://acnhcdn.com/latest/NpcIcon/mnk04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk04.png,https://acnhcdn.com/drivesync/render/houses/mnk04_245_Monty.png,Monkey,Male,Cranky,B,Education,12/7,g'tang,To The Edge,No news is good news.,Cool,Cool,Yellow,Gray,3687.0,autumn wall,forest flooring,10743;7142;3808;3805;808;4708;805;3806,bamboo speaker;simple DIY workbench;mush log;mush parasol;mush table;mush low stool;mush lamp;mush partition,mnk04,AB2WWajw4nPsxsQ5h
Moose,https://acnhcdn.com/latest/NpcIcon/mus14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus14.png,https://acnhcdn.com/drivesync/render/houses/mus14_260_Moose.png,Mouse,Male,Jock,B,Fitness,9/13,shorty,K.K. Rockabilly,A cornered rat will summon the courage to bite a cat.,Cool,Gorgeous,Purple,Red,6822.0,concrete wall,blue camo flooring,791;863;3563;3559;3200;1087;937;7348;4141,jukebox;billiard table;iron shelf;iron wall lamp;ironwood bed;pinball machine;dartboard;red carpet;diner sofa,mus14,bqireWGDZg56QP8JF
Mott,https://acnhcdn.com/latest/NpcIcon/lon06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon06.png,https://acnhcdn.com/drivesync/render/houses/lon06_240_Mott.png,Lion,Male,Jock,B,Fitness,7/10,cagey,K.K. Fusion,The lion's share goes to the lion.,Active,Elegant,Blue,Green,4306.0,green molded-panel wall,pine-board flooring,4125;2560;4003;3584;7132;3701;3490;1241;3702;3438;4111,wooden bookshelf;wooden chest;cute music player;writing poster;wooden double bed;writing desk;wooden waste bin;DIY workbench;writing chair;wooden end table;old-fashioned alarm clock,lon06,upZ67GQyTzKPGCLm8
Muffy,https://acnhcdn.com/latest/NpcIcon/shp12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp12.png,https://acnhcdn.com/drivesync/render/houses/shp12_349_Muffy.png,Sheep,Female,Big Sister,A,Music,2/14,nightshade,K.K. Sonata,There's a black sheep in every family.,Gorgeous,Elegant,Black,Purple,3385.0,black botanical-tile wall,purple desert-tile flooring,1153;3449;7236;9642;1127;4027;1227;4048;7531;3957;3943;3560;7337;3442;1128,spinning wheel;wooden stool;lily record player;iron closet;old sewing machine;floral swag;deluxe washer;rattan towel basket;ironing board;antique bed;ironwood DIY workbench;iron worktable;iron entrance mat;sturdy sewing box;sewing machine,shp12,BMbfDZTTqMr8T4Jvt
Murphy,https://acnhcdn.com/latest/NpcIcon/cbr07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr07.png,https://acnhcdn.com/drivesync/render/houses/cbr07_81_Murphy.png,Cub,Male,Cranky,A,Education,12/29,malarkey,K.K. Safari,"More money, more problems.",Simple,Cool,Blue,White,8323.0,woodland wall,jungle flooring,5972;7142;343;4038;787;7393;4043;1432;4035,wild log bench;simple DIY workbench;tiki torch;log stool;tape deck;pond stone;log round table;lantern;log garden lounge,cbr07,Nw4ojqKpHxBQfEqqo
Nan,https://acnhcdn.com/latest/NpcIcon/goa01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa01.png,https://acnhcdn.com/drivesync/render/houses/goa01_177_Nan.png,Goat,Female,Normal,B,Nature,8/24,kid,K.K. Étude,Nanny-nanny boo-boo!,Simple,Elegant,Orange,Yellow,2677.0,black botanical-tile wall,white iron-parquet flooring,1875;3681;998;2554;4046;4054;4338;4114;6503;4052;4051,grand piano;piano bench;kitchen island;double sofa;rattan end table;rattan low table;portable record player;tissue box;Chevre's photo;rattan bed;rattan vanity,goa01,oGFWxL6p7g9Hq5LWK
Nana,https://acnhcdn.com/latest/NpcIcon/mnk01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk01.png,https://acnhcdn.com/drivesync/render/houses/mnk01_243_Nana.png,Monkey,Female,Normal,B,Education,8/23,po po,K.K. Ballad,Bread always falls peanut-butter side down.,Cute,Cute,Pink,White,4766.0,pastel dotted wall,cork flooring,2605;3616;3949;3439;2560;7465;4003;7133;1836;1913;929,wooden simple bed;system kitchen;anthurium plant;wooden table;wooden chest;red dotted rug;cute music player;wooden mini table;humidifier;wooden chair;air conditioner,mnk01,z95tvdzwWsxjXbpqP
Naomi,https://acnhcdn.com/latest/NpcIcon/cow07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow07.png,https://acnhcdn.com/drivesync/render/houses/cow07_101_Naomi.png,Cow,Female,Snooty,A,Fashion,2/28,moolah,K.K. Milonga,Moo like there's no tomorrow.,Elegant,Gorgeous,Colorful,Purple,7926.0,red art-deco wall,lobby flooring,794;3957;3951;3956;3959;3950;2554;3954;3955;3953,phonograph;antique bed;antique console table;antique bureau;antique wardrobe;antique chair;double sofa;antique clock;antique vanity;antique phone,cow07,3EXPYiDinngndhDng
Nate,https://acnhcdn.com/latest/NpcIcon/bea05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea05.png,https://acnhcdn.com/drivesync/render/houses/bea05_22_Nate.png,Bear,Male,Lazy,B,Play,8/16,yawwwn,Forest Life,Be true to yourself.,Simple,Simple,White,Green,4566.0,woodland wall,daisy meadow,1759;1157;5635;4038;4035;4043;4038;1266;3697;5972,stack of books;brick oven;tiny library;log stool;log garden lounge;log round table;log stool;barrel;portable radio;wild log bench,bea05,h2nAg5RGkR7NEnSQq
Nibbles,https://acnhcdn.com/latest/NpcIcon/squ04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu04.png,https://acnhcdn.com/drivesync/render/houses/squ04_356_Nibbles.png,Squirrel,Female,Peppy,B,Fashion,7/19,niblet,K.K. Disco,"Appearances are, like, totally deceiving.",Cute,Active,Red,Yellow,3287.0,pear wall,olive desert-tile flooring,2596;4132;1783;2554;1181;4546;3396;4308;3975;2586;7654;7137;4003,juicy-apple TV;yucca;corkboard;double sofa;tennis table;pear bed;natural garden table;unfinished puzzle;orange end table;natural garden chair;electric kick scooter;wooden full-length mirror;cute music player,squ04,Moh8bkfxWaxEa97mG
Norma,https://acnhcdn.com/latest/NpcIcon/cow06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow06.png,https://acnhcdn.com/drivesync/render/houses/cow06_100_Norma.png,Cow,Female,Normal,A,Nature,9/20,hoof hoo,Mountain Song,"If you want what you have, then you'll have what you want.",Cute,Simple,White,Light blue,4399.0,meadow vista,daisy meadow,5970;3675;4043;7805;1157;4042;1082;1266;3618,firewood;hay bed;log round table;butter churn;brick oven;log bench;picnic basket;barrel;cutting board,cow06,fwgBojtt5KTvk3TL5
O'Hare,https://acnhcdn.com/latest/NpcIcon/rbt15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt15.png,https://acnhcdn.com/drivesync/render/houses/rbt15_329_O_Hare.png,Rabbit,Male,Smug,B,Nature,7/24,amigo,K.K. Island,It's not old; it's vintage.,Active,Cool,Blue,Light blue,3237.0,ocean-horizon wall,water flooring,7148;665;7259;3468;9584;3684;1708;8473;7358;7013;3064;7358,life ring;wave breaker;palm-tree lamp;beach towel;beach ball;coconut juice;cassette player;outdoorsy fishing rod;tropical rug;great white shark model;cooler box;tropical rug,rbt15,WDB4w6DdNpdhCvEuj
Octavian,https://acnhcdn.com/latest/NpcIcon/ocp00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOcp00.png,https://acnhcdn.com/drivesync/render/houses/ocp00_265_Octavian.png,Octopus,Male,Cranky,B,Play,9/20,sucker,K.K. D&B,Don't be a sucker!,Cool,Simple,Black,White,4327.0,starry-sky wall,lunar surface,1439;5676;1441;1447;1445;1443,asteroid;crewed spaceship;rocket;flying saucer;astronaut suit;satellite,ocp00,nLsc5geQY78JR7j4S
Olaf,https://acnhcdn.com/latest/NpcIcon/ant09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlAnt09.png,https://acnhcdn.com/drivesync/render/houses/ant09_18_Olaf.png,Anteater,Male,Smug,A,Education,5/19,whiffa,K.K. Milonga,Keep your nose clean.,Elegant,Gorgeous,Red,Black,3613.0,black-brick wall,simple red flooring,3957;3951;7190;1840;4030;3950;3954;863;2554,antique bed;antique console table;studio wall spotlight;whirlpool bath;bathroom towel rack;antique chair;antique clock;billiard table;double sofa,ant09,ar73BhCacgwhTNYnX
Olive,https://acnhcdn.com/latest/NpcIcon/cbr09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr09.png,https://acnhcdn.com/drivesync/render/houses/cbr09_82_Olive.png,Cub,Female,Normal,A,Nature,7/12,sweet pea,Neapolitan,Sticky fingers attract bees.,Simple,Simple,Brown,Yellow,3128.0,white simple-cloth wall,mint dot flooring,2605;4125;3490;1783;7134;3584;8826;7329;3438;2560;3702;3701;7133;4111;870;3697;1411,wooden simple bed;wooden bookshelf;wooden waste bin;corkboard;wooden low table;writing poster;wooden table mirror;fluffy rug;wooden end table;wooden chest;writing chair;writing desk;wooden mini table;old-fashioned alarm clock;book stands;portable radio;globe,cbr09,7ZynzrsbeH5fMqvLu
Olivia,https://acnhcdn.com/latest/NpcIcon/cat03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat03.png,https://acnhcdn.com/drivesync/render/houses/cat03_55_Olivia.png,Cat,Female,Snooty,B,Music,2/3,purrr,K.K. Sonata,There's an exception to every rule.,Cool,Elegant,White,Black,3696.0,purple-rose wall,simple blue flooring,3958;3951;3681;3954;4054;2554;1875;742;794,antique mini table;antique console table;piano bench;antique clock;rattan low table;double sofa;grand piano;fireplace;phonograph,cat03,9TaBZpKSgb9nEWwtH
Opal,https://acnhcdn.com/latest/NpcIcon/elp00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp00.png,https://acnhcdn.com/drivesync/render/houses/elp00_148_Opal.png,Elephant,Female,Snooty,B,Fashion,1/20,snoot,K.K. Cruisin',"However little you think of an elephant, you can't say it won't fill a pot.",Elegant,Cool,Black,Orange,4320.0,brown botanical-tile wall,olive desert-tile flooring,1840;3971;3973;3970;10742;3270;4050;4017;4030;3974;10244;3972;4338,whirlpool bath;imperial partition;imperial bed;imperial decorative shelves;bamboo stool;ironwood kitchenette;rattan table lamp;shower set;bathroom towel rack;imperial low table;fragrance sticks;imperial chest;portable record player,elp00,FYopCfP6LEKMEAP7F
Ozzie,https://acnhcdn.com/latest/NpcIcon/kal05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal05.png,https://acnhcdn.com/drivesync/render/houses/kal05_224_Ozzie.png,Koala,Male,Lazy,B,Play,5/7,ol' bear,Mr. K.K.,Half a loaf is better than none.,Simple,Cute,Yellow,Orange,5262.0,white perforated-board wall,cork flooring,2012;1326;3943;833;3584;8417;908;1308;7336;1308;7336;1328;4003;7520;7528;7454;7520;1328;4071;1328;1328;1348;7454,chalkboard;skeleton;ironwood DIY workbench;upright locker;writing poster;wall-mounted tool board;upright vacuum;school chair;white simple small mat;school chair;white simple small mat;school desk;cute music player;simplesmall avocado mat;tool cart;wooden toolbox;simplesmall avocado mat;school desk;electronics kit;school desk;school desk;hamster cage;wooden toolbox,kal05,jn3GZEfXoGm3ahwd3
Pancetti,https://acnhcdn.com/latest/NpcIcon/pig16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig16.png,https://acnhcdn.com/drivesync/render/houses/pig16_312_Pancetti.png,Pig,Female,Snooty,A,Music,11/14,sooey,K.K. Cruisin',Always get it in writing.,Cute,Gorgeous,Red,Yellow,4406.0,white botanical-tile wall,yellow floral flooring,4109;1913;1913;1288;7236;4130;3439;3282;3467;3271;954;3993;3428;998;4019,double-door refrigerator;wooden chair;wooden chair;fan palm;lily record player;coconut wall planter;wooden table;pop-up toaster;tea set;ironwood cupboard;espresso maker;analog kitchen scale;wall-mounted TV (50 in.);kitchen island;stand mixer,pig16,bjvvbcuiiN9pYiZA9
Pango,https://acnhcdn.com/latest/NpcIcon/ant02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlAnt02.png,https://acnhcdn.com/drivesync/render/houses/ant02_14_Pango.png,Anteater,Female,Peppy,B,Fashion,11/9,snooooof,K.K. Oasis,A thing of beauty is a joy forever.,Elegant,Cool,Orange,Purple,7920.0,imperial wall,gold iron-parquet flooring,3973;3971;3974;3472;4054;4053;3972;794;1757,imperial bed;imperial partition;imperial low table;golden toilet;rattan low table;rattan armchair;imperial chest;phonograph;claw-foot tub,ant02,dz29mEXmHc8mM3q7R
