Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
pirate bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatPiratesbandana0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPiratesbandana0.png,Red,No,NFS,200.0,451.0,Red,White,1x1,NA,Gullivarrr,,All Year,No,Cool,fairy tale; goth; theatrical,2.0,HeadCap,Yes,Not for sale,1.3.0,1.3.0,CapHatPiratesbandana0,1229.0,12666.0,Fqrra2HiK6h6JApNQ
pirate bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatPiratesbandana1.png,https://acnhcdn.com/latest/FtrIcon/CapHatPiratesbandana1.png,Blue,No,NFS,200.0,451.0,Blue,White,1x1,NA,Gullivarrr,,All Year,No,Cool,fairy tale; goth; theatrical,3.0,HeadCap,Yes,Not for sale,1.3.0,1.3.0,CapHatPiratesbandana1,1229.0,13088.0,FCqyFhq6XzcnSXqpm
pirate-treasure crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCPirate0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCPirate0.png,NA,No,NFS,2500.0,451.0,Gray,Red,1x1,NA,Gullivarrr,,All Year,No,Gorgeous,fairy tale; formal; goth; theatrical,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.3.0,1.3.0,CapOrnamentCPirate0,1255.0,12980.0,6NNSm3ERsLbEy5BTC
pirate's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPirate0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPirate0.png,NA,No,NFS,860.0,451.0,Black,Yellow,1x1,NA,Gullivarrr,,All Year,No,Cool,fairy tale; formal; goth; theatrical,1.0,HeadCap,Yes,Not for sale,1.3.0,1.3.0,CapHatPirate0,593.0,5142.0,cKNoCD7vwdECyuDeP
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap0.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap0.png,Gray,No,560.0,140.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,outdoorsy; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatWorkcap0,599.0,5148.0,by6mbBP6LtRDsEnGb
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap2.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap2.png,Red,No,560.0,140.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatWorkcap2,599.0,11517.0,D2deq4Cs3kzxZhxfT
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap4.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap4.png,Green,No,560.0,140.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatWorkcap4,599.0,11519.0,W8MEs7KCn9gMPGzS8
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap3.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap3.png,Blue,No,560.0,140.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatWorkcap3,599.0,11518.0,A4TTtSGv4Y6S7nrHy
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap1.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap1.png,Beige,No,560.0,140.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,outdoorsy; work,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatWorkcap1,599.0,11516.0,sDYHTbiZX2M9deKRW
police cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/CapHatPoliceNavy.png,NA,No,1680.0,420.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,formal; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatPoliceNavy,592.0,5141.0,yfwrPpLDLYjKTwmbt
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette1.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette1.png,White,No,880.0,220.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcasquette1,935.0,11539.0,FEBs8oY4JiFabEvz8
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette5.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette5.png,Gray,No,880.0,220.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcasquette5,935.0,11543.0,iiq5LwcDrvyujdj6m
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette2.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette2.png,Red,No,880.0,220.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Cute,everyday; comfy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcasquette2,935.0,11540.0,kWEMQ8k696TFEQ7ad
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette3.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette3.png,Green,No,880.0,220.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Cute,everyday; comfy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcasquette3,935.0,11541.0,hLQKe6bnAMSEkW3om
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette4.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette4.png,Blue,No,880.0,220.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcasquette4,935.0,11542.0,i2dMhDvcCwmJkaHRz
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette0.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette0.png,Brown,No,880.0,220.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; comfy,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKnitcasquette0,935.0,6054.0,RbFmSEbYbPYhtJBR9
pompadour wig,https://acnhcdn.com/latest/ClosetIcon/CapWigRegent.png,https://acnhcdn.com/latest/FtrIcon/CapWigRegent.png,NA,No,1280.0,320.0,51.0,Colorful,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,theatrical,1.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigRegent,827.0,5689.0,jBfmG2MkmbCBcTeyg
power helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePowered3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePowered3.png,Black,No,3220.0,805.0,51.0,Black,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfacePowered3,838.0,11796.0,gY6w3hNQMAcgSgPxa
power helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePowered0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePowered0.png,Red,No,3220.0,805.0,51.0,Red,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,2.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfacePowered0,838.0,5697.0,sBvbWywKWGzoHhvTN
power helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePowered2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePowered2.png,Green,No,3220.0,805.0,51.0,Green,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,3.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfacePowered2,838.0,11795.0,BYKxLLgas3qvqijBS
power helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePowered1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePowered1.png,Blue,No,3220.0,805.0,51.0,Blue,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,fairy tale; theatrical; work,4.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfacePowered1,838.0,11794.0,2nLjatjz4neFSM28L
purple hyacinth crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentHyacinth3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentHyacinth3.png,NA,Yes,NFS,2880.0,103.0,Purple,Purple,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,3.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentHyacinth3,554.0,5098.0,MPEexcEJFfRQPPHoq
purple pansy crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentPansy3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentPansy3.png,NA,Yes,NFS,2880.0,103.0,Purple,Purple,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,3.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentPansy3,563.0,5107.0,vmtf5bE9cGLDf99Th
purple windflower crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAnemone3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAnemone3.png,NA,Yes,NFS,2880.0,103.0,Purple,Purple,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,3.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentAnemone3,557.0,5101.0,BerFDtXNFXSKuaijZ
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing1.png,White,No,1040.0,260.0,51.0,White,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing1,748.0,10237.0,KpBh5M485u3R2Lrcc
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing2.png,Black,No,1040.0,260.0,51.0,Black,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,2.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing2,748.0,10238.0,6hzfbtRroRgefZL9u
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing0.png,Red,No,1040.0,260.0,51.0,Red,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,3.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing0,748.0,5443.0,v8Teg4WDsBorRnXrd
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing4.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing4.png,Pink,No,1040.0,260.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,4.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing4,748.0,10240.0,xvmSpTqeF5pJyYsWF
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing5.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing5.png,Green,No,1040.0,260.0,51.0,Green,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,5.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing5,748.0,10241.0,XEiqcuixofbXJFqm7
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing7.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing7.png,Light blue,No,1040.0,260.0,51.0,Light blue,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,6.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing7,748.0,10243.0,yrCyty3XMGQhB6g4d
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing3.png,Blue,No,1040.0,260.0,51.0,Blue,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,7.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing3,748.0,10239.0,eoJa8tJsMeMtJWTJF
racing helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceRacing6.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceRacing6.png,Purple,No,1040.0,260.0,51.0,Purple,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty; work,8.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceRacing6,748.0,10242.0,CjhqExwCjEKGvvKKu
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain5.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain5.png,Black,No,880.0,220.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain5,1147.0,9573.0,WiE7mCBg8Xm3eq9MP
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain4.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain4.png,Red,No,880.0,220.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain4,1147.0,9572.0,8zwaRco9qxQLzTZeT
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain2.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain2.png,Pink,No,880.0,220.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain2,1147.0,9570.0,dBGze9DKCaS8XzhNm
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain0.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain0.png,Yellow,No,880.0,220.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain0,1147.0,7394.0,TJPYFnhwcvrkbXTRE
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain1.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain1.png,Green,No,880.0,220.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain1,1147.0,9569.0,eoaP4vDe5vtRvpsvo
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain3.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain3.png,Blue,No,880.0,220.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain3,1147.0,9571.0,Rg9Ro56tvjEjnekqN
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain6.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain6.png,Purple,No,880.0,220.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain6,1147.0,9574.0,6qPbnNZS5PnrwWEjE
rain hat,https://acnhcdn.com/latest/ClosetIcon/CapHatRain7.png,https://acnhcdn.com/latest/FtrIcon/CapHatRain7.png,Beige,No,880.0,220.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatRain7,1147.0,9575.0,nYJgQys2nLuNu9n3M
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon6.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon6.png,White,No,490.0,122.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,1.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon6,942.0,10855.0,Za6NEdY6H8kymJjZD
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon7.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon7.png,Black,No,490.0,122.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,2.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon7,942.0,10856.0,S6o27pK4x9JPsETr4
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon1.png,Red,No,490.0,122.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,3.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon1,942.0,2610.0,Cm8LuNKxhXSxdPGbf
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon5.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon5.png,Pink,No,490.0,122.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,4.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon5,942.0,10854.0,CgYXHSbH8Bn9HYfHk
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon4.png,Orange,No,490.0,122.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,5.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon4,942.0,10853.0,J6P6YsgHwNoNq2LAk
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon3.png,Yellow,No,490.0,122.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,6.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon3,942.0,10852.0,NS2NKE2exTtytCZB2
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon0.png,Green,No,490.0,122.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,everyday; fairy tale; party; theatrical,7.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon0,942.0,2609.0,ZvaqnH8RjnGNJ8Mz2
ribbon,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLRibbon2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLRibbon2.png,Blue,No,490.0,122.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale; party; theatrical,8.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLRibbon2,942.0,10851.0,bhLAKNQyDxoq2rerS
ribboned garden hat,https://acnhcdn.com/latest/ClosetIcon/CapHatGarlystrawhat1.png,https://acnhcdn.com/latest/FtrIcon/CapHatGarlystrawhat1.png,Pink,No,700.0,175.0,51.0,White,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatGarlystrawhat1,1119.0,11990.0,uwjz7ukHv4SHPXK5z
ribboned garden hat,https://acnhcdn.com/latest/ClosetIcon/CapHatGarlystrawhat3.png,https://acnhcdn.com/latest/FtrIcon/CapHatGarlystrawhat3.png,Brown,No,700.0,175.0,51.0,Black,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatGarlystrawhat3,1119.0,11992.0,qAraqZxBigCooecK5
ribboned garden hat,https://acnhcdn.com/latest/ClosetIcon/CapHatGarlystrawhat2.png,https://acnhcdn.com/latest/FtrIcon/CapHatGarlystrawhat2.png,Black,No,700.0,175.0,51.0,Brown,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Cute,everyday; fairy tale; vacation,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatGarlystrawhat2,1119.0,11991.0,5SgJGpo9igFCaPRoN
ribboned garden hat,https://acnhcdn.com/latest/ClosetIcon/CapHatGarlystrawhat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatGarlystrawhat0.png,Blue,No,700.0,175.0,51.0,Beige,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Cute,everyday; fairy tale; vacation,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatGarlystrawhat0,1119.0,9868.0,rLYhFzqMMmBMunom8
ribboned straw hat,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLMinistrawhat2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLMinistrawhat2.png,Black,No,490.0,122.0,51.0,Beige,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; comfy; vacation,1.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLMinistrawhat2,954.0,10895.0,YLtzZraTojRJKEEwD
ribboned straw hat,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLMinistrawhat1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLMinistrawhat1.png,Pink,No,490.0,122.0,51.0,Beige,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,everyday; comfy; vacation,2.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLMinistrawhat1,954.0,10894.0,x9BQmtbCtQBA9AYBt
ribboned straw hat,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLMinistrawhat0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLMinistrawhat0.png,Light blue,No,490.0,122.0,51.0,Beige,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,everyday; comfy; vacation,3.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLMinistrawhat0,954.0,7273.0,rMzmWuC9KfJf6peAm
rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose1.png,NA,Yes,NFS,480.0,103.0,Red,Yellow,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentRose1,567.0,5111.0,jnYpwpwEuPzZBLyNE
royal crown,https://acnhcdn.com/latest/ClosetIcon/CapHatCrownRed.png,https://acnhcdn.com/latest/FtrIcon/CapHatCrownRed.png,NA,No,1200000.0,300000.0,51.0,Red,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; party; theatrical,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCrownRed,667.0,5307.0,s8RSxedxt7JkFnGCw
safety helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatSafetyhat4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSafetyhat4.png,Black,No,770.0,192.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSafetyhat4,590.0,10218.0,9sEsTF8fz25uiKeyu
safety helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatSafetyhat2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSafetyhat2.png,Orange,No,770.0,192.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSafetyhat2,590.0,10216.0,dhHYz2RRjWayfkQEH
safety helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatSafetyhat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSafetyhat0.png,Yellow,No,770.0,192.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSafetyhat0,590.0,5139.0,yLTcbe5oBBNaBeZ6C
safety helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatSafetyhat3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSafetyhat3.png,Green,No,770.0,192.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSafetyhat3,590.0,10217.0,Ln5vmrGq2hJkR3PtT
